run_id,launch_id,model,run_type,status,seed,data_seed,max_epochs,configured_max_epochs,early_stopping_disabled,validations_per_epoch,train_batch_size,eval_batch_size,gradient_accumulation_steps,effective_train_batch_size,batch_accum_profile,gpu,wall_clock_sec,oom,peak_memory_used_mib,peak_memory_total_mib,valid_loss,valid_accuracy,valid_mqar_case_accuracy_1024x256,valid_mqar_case_accuracy_512x128,valid_input_seq_len_accuracy_512,valid_input_seq_len_accuracy_1024,valid_num_kv_pairs_accuracy_128,valid_num_kv_pairs_accuracy_256
gated_delta_net-default-s123-d123-noearly4ep-b256-ga1-probe,flash-vqg-20260519-gdn-default-b256-ga1-probe-2026-05-19-03-00-33,gated_delta_net_default,batch_accum_probe,completed,123,123,4,4,true,1,256,16,1,256,256x1,0,395.445,false,8599,11264,0.41821613907814026,0.94699609375,0.61090625,0.967625,0.982859375,0.61090625,0.967625,0.61090625
