machine,model,checkpoint_role,train_precision,eval_precision,shape,num_examples,n_seeds,accuracy_mean,accuracy_population_std
3090,flash,best,fp32,fp32,512x128,1000,3,0.9930989583333333,0.0050182136254300095
3090,flash,best,fp32,fp32,512x64,1000,3,0.99378125,0.0010735485598782353
3090,flash,best,fp32,fp32,64x16,1000,3,1.0,0.0
3090,flash,best,fp32,fp32,64x4,1000,3,0.9999166666666667,0.00011785113019774494
3090,flash,best,fp32,fp32,64x8,1000,3,1.0,0.0
3090,flash,best,fp32,fp32,8190x2047,500,3,0.12773131533463794,0.03760904056566434
3090,flash,best,fp32,fp32,8190x512,500,3,0.6262213541666667,0.08836900208278345
3090,flash,last,bf16,bf16,1024x256,500,3,0.95721875,0.008190757045387317
3090,flash,last,bf16,bf16,1024x256,1000,3,0.9578072916666667,0.008228251655023326
3090,flash,last,bf16,bf16,128x32,1000,3,0.9969479166666666,0.0010020595111513472
3090,flash,last,bf16,bf16,2048x512,500,3,0.75066796875,0.04814113097568274
3090,flash,last,bf16,bf16,256x64,1000,3,0.99828125,0.00014377264314416885
3090,flash,last,bf16,bf16,4096x1024,500,3,0.3758346354166667,0.055144590657078114
3090,flash,last,bf16,bf16,512x128,1000,3,0.9953359375,0.0007300682669991346
3090,flash,last,bf16,bf16,512x64,1000,3,0.9944322916666667,0.0005137011669140728
3090,flash,last,bf16,bf16,64x16,1000,3,1.0,0.0
3090,flash,last,bf16,bf16,64x4,1000,3,0.99975,0.0
3090,flash,last,bf16,bf16,64x8,1000,3,1.0,0.0
3090,flash,last,bf16,bf16,8190x2047,500,3,0.12159550420443217,0.020582842458458078
3090,flash,last,bf16,bf16,8190x512,500,3,0.6206653645833333,0.05287607893407875
3090,flash,last,bf16,fp16,1024x256,500,3,0.9575755208333333,0.008260465104681447
3090,flash,last,bf16,fp16,1024x256,1000,3,0.9582174479166666,0.008265416598401938
3090,flash,last,bf16,fp16,128x32,1000,3,0.9969791666666666,0.000986343380313786
3090,flash,last,bf16,fp16,2048x512,500,3,0.7518645833333333,0.04812959948822247
3090,flash,last,bf16,fp16,256x64,1000,3,0.9982916666666667,0.00013641459222612902
3090,flash,last,bf16,fp16,4096x1024,500,3,0.3770104166666667,0.05539506486041901
3090,flash,last,bf16,fp16,512x128,1000,3,0.9954114583333333,0.0006133130410196206
3090,flash,last,bf16,fp16,512x64,1000,3,0.9944062499999999,0.0005323212239021249
3090,flash,last,bf16,fp16,64x16,1000,3,1.0,0.0
3090,flash,last,bf16,fp16,64x4,1000,3,0.99975,0.0
3090,flash,last,bf16,fp16,64x8,1000,3,1.0,0.0
3090,flash,last,bf16,fp16,8190x2047,500,3,0.12230125238498052,0.020938911151791414
3090,flash,last,bf16,fp16,8190x512,500,3,0.6218984375,0.053183005537893555
3090,flash,last,bf16,fp32,1024x256,500,3,0.9576197916666667,0.008269922316797653
3090,flash,last,bf16,fp32,1024x256,1000,3,0.9582252604166667,0.008240120157725793
3090,flash,last,bf16,fp32,128x32,1000,3,0.9969791666666666,0.0009660019266141512
3090,flash,last,bf16,fp32,2048x512,500,3,0.7518411458333333,0.04798424073527654
3090,flash,last,bf16,fp32,256x64,1000,3,0.9982916666666667,0.00013641459222612902
3090,flash,last,bf16,fp32,4096x1024,500,3,0.3769635416666667,0.055354020376590006
3090,flash,last,bf16,fp32,512x128,1000,3,0.9953958333333334,0.0006300684245524797
3090,flash,last,bf16,fp32,512x64,1000,3,0.9944166666666667,0.0005243630395272217
3090,flash,last,bf16,fp32,64x16,1000,3,1.0,0.0
3090,flash,last,bf16,fp32,64x4,1000,3,0.99975,0.0
3090,flash,last,bf16,fp32,64x8,1000,3,1.0,0.0
3090,flash,last,bf16,fp32,8190x2047,500,3,0.12223090557257335,0.02089070735382735
3090,flash,last,bf16,fp32,8190x512,500,3,0.62193359375,0.05303700471194715
3090,flash,last,fp16,bf16,1024x256,500,3,0.964140625,0.004073322923046576
3090,flash,last,fp16,bf16,1024x256,1000,3,0.96477734375,0.004402984346878138
3090,flash,last,fp16,bf16,128x32,1000,3,0.99725,0.0001325825214724827
3090,flash,last,fp16,bf16,2048x512,500,3,0.7933463541666667,0.018443220646919174
3090,flash,last,fp16,bf16,256x64,1000,3,0.998453125,0.0001930599270088392
3090,flash,last,fp16,bf16,4096x1024,500,3,0.421373046875,0.022247386707469407
3090,flash,last,fp16,bf16,512x128,1000,3,0.9956432291666667,0.0005404132131732624
3090,flash,last,fp16,bf16,512x64,1000,3,0.9945364583333334,0.00010699290929253324
3090,flash,last,fp16,bf16,64x16,1000,3,0.9999583333333334,2.946278254942315e-05
3090,flash,last,fp16,bf16,64x4,1000,3,1.0,0.0
3090,flash,last,fp16,bf16,64x8,1000,3,1.0,0.0
3090,flash,last,fp16,bf16,8190x2047,500,3,0.13791629791259766,0.009015780030044607
3090,flash,last,fp16,bf16,8190x512,500,3,0.6661197916666667,0.02093083045721008
3090,flash,last,fp16,fp16,1024x256,500,3,0.964515625,0.0041291261323902
3090,flash,last,fp16,fp16,1024x256,1000,3,0.9650104166666666,0.004502362043446655
3090,flash,last,fp16,fp16,128x32,1000,3,0.99725,0.00010206207261595451
3090,flash,last,fp16,fp16,2048x512,500,3,0.7938411458333333,0.018676239828624056
3090,flash,last,fp16,fp16,256x64,1000,3,0.9984791666666667,0.0001814713686477258
3090,flash,last,fp16,fp16,4096x1024,500,3,0.42233138020833333,0.022629776274284627
3090,flash,last,fp16,fp16,512x128,1000,3,0.9957239583333334,0.0005159537041502539
3090,flash,last,fp16,fp16,512x64,1000,3,0.9945260416666667,0.00018590175309971218
3090,flash,last,fp16,fp16,64x16,1000,3,0.9999583333333334,2.946278254942315e-05
3090,flash,last,fp16,fp16,64x4,1000,3,1.0,0.0
3090,flash,last,fp16,fp16,64x8,1000,3,1.0,0.0
3090,flash,last,fp16,fp16,8190x2047,500,3,0.1385331355581681,0.00930484200765982
3090,flash,last,fp16,fp16,8190x512,500,3,0.6673893229166666,0.021104688120177365
3090,flash,last,fp16,fp32,1024x256,500,3,0.964453125,0.004125241667478897
3090,flash,last,fp16,fp32,1024x256,1000,3,0.9650234375,0.004495417769738306
3090,flash,last,fp16,fp32,128x32,1000,3,0.9972291666666666,0.0001284252917285392
3090,flash,last,fp16,fp32,2048x512,500,3,0.79391796875,0.018600916368888085
3090,flash,last,fp16,fp32,256x64,1000,3,0.99846875,0.00018879759333737027
3090,flash,last,fp16,fp32,4096x1024,500,3,0.4224010416666667,0.02255861496286279
3090,flash,last,fp16,fp32,512x128,1000,3,0.9957083333333333,0.0004955996692069521
3090,flash,last,fp16,fp32,512x64,1000,3,0.9945208333333334,0.00017921510973004575
3090,flash,last,fp16,fp32,64x16,1000,3,0.9999583333333334,2.946278254942315e-05
3090,flash,last,fp16,fp32,64x4,1000,3,1.0,0.0
3090,flash,last,fp16,fp32,64x8,1000,3,1.0,0.0
3090,flash,last,fp16,fp32,8190x2047,500,3,0.13849861360092958,0.009309587451413665
3090,flash,last,fp16,fp32,8190x512,500,3,0.6673880208333334,0.021027258806810802
3090,flash,last,fp32,bf16,1024x256,500,3,0.9498125,0.030548486077506418
3090,flash,last,fp32,bf16,1024x256,1000,3,0.9496770833333333,0.030184434073823378
3090,flash,last,fp32,bf16,128x32,1000,3,0.9969583333333333,0.0009663388452757337
3090,flash,last,fp32,bf16,2048x512,500,3,0.7530638020833333,0.08883943891030241
3090,flash,last,fp32,bf16,256x64,1000,3,0.9979479166666667,0.0009879097690606911
3090,flash,last,fp32,bf16,4096x1024,500,3,0.387591796875,0.08924524568491045
3090,flash,last,fp32,bf16,512x128,1000,3,0.9930651041666667,0.005006003611376862
3090,flash,last,fp32,bf16,512x64,1000,3,0.99371875,0.0010800481036741002
3090,flash,last,fp32,bf16,64x16,1000,3,1.0,0.0
3090,flash,last,fp32,bf16,64x4,1000,3,0.9999166666666667,0.00011785113019774494
3090,flash,last,fp32,bf16,64x8,1000,3,1.0,0.0
3090,flash,last,fp32,bf16,8190x2047,500,3,0.12686240153511366,0.03730469925846589
3090,flash,last,fp32,bf16,8190x512,500,3,0.624375,0.08780781793567702
3090,flash,last,fp32,fp16,1024x256,500,3,0.9501536458333334,0.030867549242621466
3090,flash,last,fp32,fp16,1024x256,1000,3,0.9499934895833333,0.03027735430531184
3090,flash,last,fp32,fp16,128x32,1000,3,0.99690625,0.0009440741716976892
3090,flash,last,fp32,fp16,2048x512,500,3,0.7542552083333334,0.08895263442070182
3090,flash,last,fp32,fp16,256x64,1000,3,0.9979322916666666,0.0010115167980013356
3090,flash,last,fp32,fp16,4096x1024,500,3,0.38896549479166664,0.08962004875624646
3090,flash,last,fp32,fp16,512x128,1000,3,0.9930807291666667,0.0050397441130305655
3090,flash,last,fp32,fp16,512x64,1000,3,0.9937552083333333,0.0010626021192755271
3090,flash,last,fp32,fp16,64x16,1000,3,1.0,0.0
3090,flash,last,fp32,fp16,64x4,1000,3,0.9999166666666667,0.00011785113019774494
3090,flash,last,fp32,fp16,64x8,1000,3,1.0,0.0
3090,flash,last,fp32,fp16,8190x2047,500,3,0.12770526092251142,0.037593067652537
3090,flash,last,fp32,fp16,8190x512,500,3,0.62604296875,0.08840951895577866
3090,flash,last,fp32,fp32,1024x256,500,3,0.9501354166666667,0.03094444717172837
3090,flash,last,fp32,fp32,1024x256,1000,3,0.9499609375,0.030235922488121337
3090,flash,last,fp32,fp32,128x32,1000,3,0.996875,0.0009440741716976892
3090,flash,last,fp32,fp32,2048x512,500,3,0.7543138020833333,0.08891830188280826
3090,flash,last,fp32,fp32,256x64,1000,3,0.9979322916666666,0.0010216036634325596
3090,flash,last,fp32,fp32,4096x1024,500,3,0.38889778645833334,0.08948797038315054
3090,flash,last,fp32,fp32,512x128,1000,3,0.9930989583333333,0.0050182136254300095
3090,flash,last,fp32,fp32,512x64,1000,3,0.99378125,0.0010735485598782353
3090,flash,last,fp32,fp32,64x16,1000,3,1.0,0.0
3090,flash,last,fp32,fp32,64x4,1000,3,0.9999166666666667,0.00011785113019774494
3090,flash,last,fp32,fp32,64x8,1000,3,1.0,0.0
3090,flash,last,fp32,fp32,8190x2047,500,3,0.12773131533463794,0.03760904056566434
3090,flash,last,fp32,fp32,8190x512,500,3,0.6262213541666667,0.08836900208278345
3090,gdn,best,bf16,bf16,1024x256,500,3,0.9687057291666666,0.0012489796182506368
3090,gdn,best,bf16,bf16,1024x256,1000,3,0.96835546875,0.0016158502673789465
3090,gdn,best,bf16,bf16,128x32,1000,3,1.0,0.0
3090,gdn,best,bf16,bf16,2048x512,500,3,0.4781953125,0.004343224216904699
3090,gdn,best,bf16,bf16,256x64,1000,3,1.0,0.0
3090,gdn,best,bf16,bf16,4096x1024,500,3,0.07473567708333333,0.001382623366204844
3090,gdn,best,bf16,bf16,512x128,1000,3,0.9999609375,0.0
3090,gdn,best,bf16,bf16,512x64,1000,3,0.9992916666666667,2.9462782549475487e-05
3090,gdn,best,bf16,bf16,64x16,1000,3,1.0,0.0
3090,gdn,best,bf16,bf16,64x4,1000,3,0.9999166666666667,0.00011785113019774494
3090,gdn,best,bf16,bf16,64x8,1000,3,1.0,0.0
3090,gdn,best,bf16,bf16,8190x2047,500,3,0.0035560983937854567,8.339948112119256e-05
3090,gdn,best,bf16,bf16,8190x512,500,3,0.2977682291666667,0.004911246722973182
3090,gdn,best,bf16,fp16,1024x256,500,3,0.9686770833333334,0.001261572945866796
3090,gdn,best,bf16,fp16,1024x256,1000,3,0.9683828125,0.0016577234012343136
3090,gdn,best,bf16,fp16,128x32,1000,3,1.0,0.0
3090,gdn,best,bf16,fp16,2048x512,500,3,0.4784348958333334,0.004450288448438544
3090,gdn,best,bf16,fp16,256x64,1000,3,1.0,0.0
3090,gdn,best,bf16,fp16,4096x1024,500,3,0.07482291666666667,0.001356536200621244
3090,gdn,best,bf16,fp16,512x128,1000,3,0.9999609375,0.0
3090,gdn,best,bf16,fp16,512x64,1000,3,0.9992864583333333,2.655739329998762e-05
3090,gdn,best,bf16,fp16,64x16,1000,3,1.0,0.0
3090,gdn,best,bf16,fp16,64x4,1000,3,0.9999166666666667,0.00011785113019774494
3090,gdn,best,bf16,fp16,64x8,1000,3,1.0,0.0
3090,gdn,best,bf16,fp16,8190x2047,500,3,0.0035528415964605907,7.57245890522694e-05
3090,gdn,best,bf16,fp16,8190x512,500,3,0.29792447916666664,0.0048591660062461935
3090,gdn,best,bf16,fp32,1024x256,500,3,0.9686848958333333,0.001263216801807228
3090,gdn,best,bf16,fp32,1024x256,1000,3,0.9683997395833334,0.0016640635188442524
3090,gdn,best,bf16,fp32,128x32,1000,3,1.0,0.0
3090,gdn,best,bf16,fp32,2048x512,500,3,0.47845963541666664,0.004442569421919753
3090,gdn,best,bf16,fp32,256x64,1000,3,1.0,0.0
3090,gdn,best,bf16,fp32,4096x1024,500,3,0.07483658854166667,0.0013568904772703128
3090,gdn,best,bf16,fp32,512x128,1000,3,0.9999609375,0.0
3090,gdn,best,bf16,fp32,512x64,1000,3,0.9992864583333333,2.655739329998762e-05
3090,gdn,best,bf16,fp32,64x16,1000,3,1.0,0.0
3090,gdn,best,bf16,fp32,64x4,1000,3,0.9999166666666667,0.00011785113019774494
3090,gdn,best,bf16,fp32,64x8,1000,3,1.0,0.0
3090,gdn,best,bf16,fp32,8190x2047,500,3,0.0035508875177862743,7.745293702993455e-05
3090,gdn,best,bf16,fp32,8190x512,500,3,0.29799739583333335,0.004836773930312582
3090,gdn,best,fp16,bf16,1024x256,500,3,0.9686640625,0.0013465782977529312
3090,gdn,best,fp16,bf16,1024x256,1000,3,0.9683958333333333,0.001634301844350152
3090,gdn,best,fp16,bf16,128x32,1000,3,1.0,0.0
3090,gdn,best,fp16,bf16,2048x512,500,3,0.4786171875,0.0036544257935904787
3090,gdn,best,fp16,bf16,256x64,1000,3,1.0,0.0
3090,gdn,best,fp16,bf16,4096x1024,500,3,0.07499544270833333,0.0010867244756568946
3090,gdn,best,fp16,bf16,512x128,1000,3,0.9999661458333333,3.6828478186451835e-06
3090,gdn,best,fp16,bf16,512x64,1000,3,0.99928125,2.2097086912080447e-05
3090,gdn,best,fp16,bf16,64x16,1000,3,1.0,0.0
3090,gdn,best,fp16,bf16,64x4,1000,3,0.9999166666666667,0.00011785113019774494
3090,gdn,best,fp16,bf16,64x8,1000,3,1.0,0.0
3090,gdn,best,fp16,bf16,8190x2047,500,3,0.0036147207728742313,6.602712453299859e-05
3090,gdn,best,fp16,bf16,8190x512,500,3,0.298609375,0.004322305193325067
3090,gdn,best,fp16,fp16,1024x256,500,3,0.9686458333333333,0.0013601430620731052
3090,gdn,best,fp16,fp16,1024x256,1000,3,0.9684153645833333,0.001638286817633456
3090,gdn,best,fp16,fp16,128x32,1000,3,1.0,0.0
3090,gdn,best,fp16,fp16,2048x512,500,3,0.47884505208333333,0.003693870200238032
3090,gdn,best,fp16,fp16,256x64,1000,3,1.0,0.0
3090,gdn,best,fp16,fp16,4096x1024,500,3,0.0750078125,0.00113156697871191
3090,gdn,best,fp16,fp16,512x128,1000,3,0.9999661458333333,3.6828478186451835e-06
3090,gdn,best,fp16,fp16,512x64,1000,3,0.99928125,2.2097086912080447e-05
3090,gdn,best,fp16,fp16,64x16,1000,3,1.0,0.0
3090,gdn,best,fp16,fp16,64x4,1000,3,0.9999166666666667,0.00011785113019774494
3090,gdn,best,fp16,fp16,64x8,1000,3,1.0,0.0
3090,gdn,best,fp16,fp16,8190x2047,500,3,0.00362644524864542,6.233345697360573e-05
3090,gdn,best,fp16,fp16,8190x512,500,3,0.29858984375,0.004294929720651839
3090,gdn,best,fp16,fp32,1024x256,500,3,0.9686510416666666,0.0013563534026762136
3090,gdn,best,fp16,fp32,1024x256,1000,3,0.9684036458333334,0.0016304880700487294
3090,gdn,best,fp16,fp32,128x32,1000,3,1.0,0.0
3090,gdn,best,fp16,fp32,2048x512,500,3,0.47890494791666666,0.0036941607246032773
3090,gdn,best,fp16,fp32,256x64,1000,3,1.0,0.0
3090,gdn,best,fp16,fp32,4096x1024,500,3,0.07502994791666666,0.0011237360128970948
3090,gdn,best,fp16,fp32,512x128,1000,3,0.9999661458333333,3.6828478186451835e-06
3090,gdn,best,fp16,fp32,512x64,1000,3,0.99928125,2.2097086912080447e-05
3090,gdn,best,fp16,fp32,64x16,1000,3,1.0,0.0
3090,gdn,best,fp16,fp32,64x4,1000,3,0.9999166666666667,0.00011785113019774494
3090,gdn,best,fp16,fp32,64x8,1000,3,1.0,0.0
3090,gdn,best,fp16,fp32,8190x2047,500,3,0.0036238398095592857,6.360520007781323e-05
3090,gdn,best,fp16,fp32,8190x512,500,3,0.29865234375,0.00429173105926105
3090,gdn,best,fp32,bf16,1024x256,500,3,0.9686666666666667,0.001335691274417696
3090,gdn,best,fp32,bf16,1024x256,1000,3,0.9684348958333333,0.0016488457646747293
3090,gdn,best,fp32,bf16,128x32,1000,3,1.0,0.0
3090,gdn,best,fp32,bf16,2048x512,500,3,0.47859375,0.003689553244130777
3090,gdn,best,fp32,bf16,256x64,1000,3,1.0,0.0
3090,gdn,best,fp32,bf16,4096x1024,500,3,0.07491861979166667,0.0011541920352723066
3090,gdn,best,fp32,bf16,512x128,1000,3,0.9999661458333333,3.6828478186451835e-06
3090,gdn,best,fp32,bf16,512x64,1000,3,0.9992864583333333,2.655739329998762e-05
3090,gdn,best,fp32,bf16,64x16,1000,3,1.0,0.0
3090,gdn,best,fp32,bf16,64x4,1000,3,0.9999166666666667,0.00011785113019774494
3090,gdn,best,fp32,bf16,64x8,1000,3,1.0,0.0
3090,gdn,best,fp32,bf16,8190x2047,500,3,0.0036069044560814896,7.631062120769977e-05
3090,gdn,best,fp32,bf16,8190x512,500,3,0.29840755208333336,0.004431779448590176
3090,gdn,best,fp32,fp16,1024x256,500,3,0.9687395833333333,0.0013383085886566402
3090,gdn,best,fp32,fp16,1024x256,1000,3,0.9684778645833333,0.0016948574097958515
3090,gdn,best,fp32,fp16,128x32,1000,3,1.0,0.0
3090,gdn,best,fp32,fp16,2048x512,500,3,0.47879947916666665,0.003698398956225474
3090,gdn,best,fp32,fp16,256x64,1000,3,1.0,0.0
3090,gdn,best,fp32,fp16,4096x1024,500,3,0.07499934895833334,0.0011120290990691971
3090,gdn,best,fp32,fp16,512x128,1000,3,0.9999661458333333,3.6828478186451835e-06
3090,gdn,best,fp32,fp16,512x64,1000,3,0.99928125,2.2097086912080447e-05
3090,gdn,best,fp32,fp16,64x16,1000,3,1.0,0.0
3090,gdn,best,fp32,fp16,64x4,1000,3,0.9999166666666667,0.00011785113019774494
3090,gdn,best,fp32,fp16,64x8,1000,3,1.0,0.0
3090,gdn,best,fp32,fp16,8190x2047,500,3,0.003613418055543055,7.092945294191356e-05
3090,gdn,best,fp32,fp16,8190x512,500,3,0.29849869791666667,0.004421868481910194
3090,gdn,best,fp32,fp32,1024x256,500,3,0.9687369791666667,0.001358601512061696
3090,gdn,best,fp32,fp32,1024x256,1000,3,0.9684739583333334,0.0016834875055095407
3090,gdn,best,fp32,fp32,128x32,1000,3,1.0,0.0
3090,gdn,best,fp32,fp32,2048x512,500,3,0.47885546875,0.003639720973684109
3090,gdn,best,fp32,fp32,256x64,1000,3,1.0,0.0
3090,gdn,best,fp32,fp32,4096x1024,500,3,0.07502083333333333,0.0011075089450510334
3090,gdn,best,fp32,fp32,512x128,1000,3,0.9999661458333333,3.6828478186451835e-06
3090,gdn,best,fp32,fp32,512x64,1000,3,0.99928125,2.2097086912080447e-05
3090,gdn,best,fp32,fp32,64x16,1000,3,1.0,0.0
3090,gdn,best,fp32,fp32,64x4,1000,3,0.9999166666666667,0.00011785113019774494
3090,gdn,best,fp32,fp32,64x8,1000,3,1.0,0.0
3090,gdn,best,fp32,fp32,8190x2047,500,3,0.0036134180563967676,6.698404013300969e-05
3090,gdn,best,fp32,fp32,8190x512,500,3,0.2985651041666667,0.004394569251378903
3090,gdn,last,bf16,bf16,1024x256,500,3,0.9687057291666666,0.0012489796182506368
3090,gdn,last,bf16,bf16,1024x256,1000,3,0.96835546875,0.0016158502673789465
3090,gdn,last,bf16,bf16,128x32,1000,3,1.0,0.0
3090,gdn,last,bf16,bf16,2048x512,500,3,0.4781953125,0.004343224216904699
3090,gdn,last,bf16,bf16,256x64,1000,3,1.0,0.0
3090,gdn,last,bf16,bf16,4096x1024,500,3,0.07473567708333333,0.001382623366204844
3090,gdn,last,bf16,bf16,512x128,1000,3,0.9999609375,0.0
3090,gdn,last,bf16,bf16,512x64,1000,3,0.9992916666666667,2.9462782549475487e-05
3090,gdn,last,bf16,bf16,64x16,1000,3,1.0,0.0
3090,gdn,last,bf16,bf16,64x4,1000,3,0.9999166666666667,0.00011785113019774494
3090,gdn,last,bf16,bf16,64x8,1000,3,1.0,0.0
3090,gdn,last,bf16,bf16,8190x2047,500,3,0.0035560983937854567,8.339948112119256e-05
3090,gdn,last,bf16,bf16,8190x512,500,3,0.2977682291666667,0.004911246722973182
3090,gdn,last,bf16,fp16,1024x256,500,3,0.9686770833333334,0.001261572945866796
3090,gdn,last,bf16,fp16,1024x256,1000,3,0.9683828125,0.0016577234012343136
3090,gdn,last,bf16,fp16,128x32,1000,3,1.0,0.0
3090,gdn,last,bf16,fp16,2048x512,500,3,0.4784348958333334,0.004450288448438544
3090,gdn,last,bf16,fp16,256x64,1000,3,1.0,0.0
3090,gdn,last,bf16,fp16,4096x1024,500,3,0.07482291666666667,0.001356536200621244
3090,gdn,last,bf16,fp16,512x128,1000,3,0.9999609375,0.0
3090,gdn,last,bf16,fp16,512x64,1000,3,0.9992864583333333,2.655739329998762e-05
3090,gdn,last,bf16,fp16,64x16,1000,3,1.0,0.0
3090,gdn,last,bf16,fp16,64x4,1000,3,0.9999166666666667,0.00011785113019774494
3090,gdn,last,bf16,fp16,64x8,1000,3,1.0,0.0
3090,gdn,last,bf16,fp16,8190x2047,500,3,0.0035528415964605907,7.57245890522694e-05
3090,gdn,last,bf16,fp16,8190x512,500,3,0.29792447916666664,0.0048591660062461935
3090,gdn,last,bf16,fp32,1024x256,500,3,0.9686848958333333,0.001263216801807228
3090,gdn,last,bf16,fp32,1024x256,1000,3,0.9683997395833334,0.0016640635188442524
3090,gdn,last,bf16,fp32,128x32,1000,3,1.0,0.0
3090,gdn,last,bf16,fp32,2048x512,500,3,0.47845963541666664,0.004442569421919753
3090,gdn,last,bf16,fp32,256x64,1000,3,1.0,0.0
3090,gdn,last,bf16,fp32,4096x1024,500,3,0.07483658854166667,0.0013568904772703128
3090,gdn,last,bf16,fp32,512x128,1000,3,0.9999609375,0.0
3090,gdn,last,bf16,fp32,512x64,1000,3,0.9992864583333333,2.655739329998762e-05
3090,gdn,last,bf16,fp32,64x16,1000,3,1.0,0.0
3090,gdn,last,bf16,fp32,64x4,1000,3,0.9999166666666667,0.00011785113019774494
3090,gdn,last,bf16,fp32,64x8,1000,3,1.0,0.0
3090,gdn,last,bf16,fp32,8190x2047,500,3,0.0035508875177862743,7.745293702993455e-05
3090,gdn,last,bf16,fp32,8190x512,500,3,0.29799739583333335,0.004836773930312582
3090,gdn,last,fp16,bf16,1024x256,500,3,0.9686640625,0.0013465782977529312
3090,gdn,last,fp16,bf16,1024x256,1000,3,0.9683958333333333,0.001634301844350152
3090,gdn,last,fp16,bf16,128x32,1000,3,1.0,0.0
3090,gdn,last,fp16,bf16,2048x512,500,3,0.4786171875,0.0036544257935904787
3090,gdn,last,fp16,bf16,256x64,1000,3,1.0,0.0
3090,gdn,last,fp16,bf16,4096x1024,500,3,0.07499544270833333,0.0010867244756568946
3090,gdn,last,fp16,bf16,512x128,1000,3,0.9999661458333333,3.6828478186451835e-06
3090,gdn,last,fp16,bf16,512x64,1000,3,0.99928125,2.2097086912080447e-05
3090,gdn,last,fp16,bf16,64x16,1000,3,1.0,0.0
3090,gdn,last,fp16,bf16,64x4,1000,3,0.9999166666666667,0.00011785113019774494
3090,gdn,last,fp16,bf16,64x8,1000,3,1.0,0.0
3090,gdn,last,fp16,bf16,8190x2047,500,3,0.0036147207728742313,6.602712453299859e-05
3090,gdn,last,fp16,bf16,8190x512,500,3,0.298609375,0.004322305193325067
3090,gdn,last,fp16,fp16,1024x256,500,3,0.9686458333333333,0.0013601430620731052
3090,gdn,last,fp16,fp16,1024x256,1000,3,0.9684153645833333,0.001638286817633456
3090,gdn,last,fp16,fp16,128x32,1000,3,1.0,0.0
3090,gdn,last,fp16,fp16,2048x512,500,3,0.47884505208333333,0.003693870200238032
3090,gdn,last,fp16,fp16,256x64,1000,3,1.0,0.0
3090,gdn,last,fp16,fp16,4096x1024,500,3,0.0750078125,0.00113156697871191
3090,gdn,last,fp16,fp16,512x128,1000,3,0.9999661458333333,3.6828478186451835e-06
3090,gdn,last,fp16,fp16,512x64,1000,3,0.99928125,2.2097086912080447e-05
3090,gdn,last,fp16,fp16,64x16,1000,3,1.0,0.0
3090,gdn,last,fp16,fp16,64x4,1000,3,0.9999166666666667,0.00011785113019774494
3090,gdn,last,fp16,fp16,64x8,1000,3,1.0,0.0
3090,gdn,last,fp16,fp16,8190x2047,500,3,0.00362644524864542,6.233345697360573e-05
3090,gdn,last,fp16,fp16,8190x512,500,3,0.29858984375,0.004294929720651839
3090,gdn,last,fp16,fp32,1024x256,500,3,0.9686510416666666,0.0013563534026762136
3090,gdn,last,fp16,fp32,1024x256,1000,3,0.9684036458333334,0.0016304880700487294
3090,gdn,last,fp16,fp32,128x32,1000,3,1.0,0.0
3090,gdn,last,fp16,fp32,2048x512,500,3,0.47890494791666666,0.0036941607246032773
3090,gdn,last,fp16,fp32,256x64,1000,3,1.0,0.0
3090,gdn,last,fp16,fp32,4096x1024,500,3,0.07502994791666666,0.0011237360128970948
3090,gdn,last,fp16,fp32,512x128,1000,3,0.9999661458333333,3.6828478186451835e-06
3090,gdn,last,fp16,fp32,512x64,1000,3,0.99928125,2.2097086912080447e-05
3090,gdn,last,fp16,fp32,64x16,1000,3,1.0,0.0
3090,gdn,last,fp16,fp32,64x4,1000,3,0.9999166666666667,0.00011785113019774494
3090,gdn,last,fp16,fp32,64x8,1000,3,1.0,0.0
3090,gdn,last,fp16,fp32,8190x2047,500,3,0.0036238398095592857,6.360520007781323e-05
3090,gdn,last,fp16,fp32,8190x512,500,3,0.29865234375,0.00429173105926105
3090,gdn,last,fp32,bf16,1024x256,500,3,0.9686666666666667,0.001335691274417696
3090,gdn,last,fp32,bf16,1024x256,1000,3,0.9684348958333333,0.0016488457646747293
3090,gdn,last,fp32,bf16,128x32,1000,3,1.0,0.0
3090,gdn,last,fp32,bf16,2048x512,500,3,0.47859375,0.003689553244130777
3090,gdn,last,fp32,bf16,256x64,1000,3,1.0,0.0
3090,gdn,last,fp32,bf16,4096x1024,500,3,0.07491861979166667,0.0011541920352723066
3090,gdn,last,fp32,bf16,512x128,1000,3,0.9999661458333333,3.6828478186451835e-06
3090,gdn,last,fp32,bf16,512x64,1000,3,0.9992864583333333,2.655739329998762e-05
3090,gdn,last,fp32,bf16,64x16,1000,3,1.0,0.0
3090,gdn,last,fp32,bf16,64x4,1000,3,0.9999166666666667,0.00011785113019774494
3090,gdn,last,fp32,bf16,64x8,1000,3,1.0,0.0
3090,gdn,last,fp32,bf16,8190x2047,500,3,0.0036069044560814896,7.631062120769977e-05
3090,gdn,last,fp32,bf16,8190x512,500,3,0.29840755208333336,0.004431779448590176
3090,gdn,last,fp32,fp16,1024x256,500,3,0.9687395833333333,0.0013383085886566402
3090,gdn,last,fp32,fp16,1024x256,1000,3,0.9684778645833333,0.0016948574097958515
3090,gdn,last,fp32,fp16,128x32,1000,3,1.0,0.0
3090,gdn,last,fp32,fp16,2048x512,500,3,0.47879947916666665,0.003698398956225474
3090,gdn,last,fp32,fp16,256x64,1000,3,1.0,0.0
