machine,model,checkpoint_role,train_precision,eval_precision,shape,num_examples,n_seeds,accuracy_mean,accuracy_population_std
2080ti,flash,last,fp32,fp16,8190x2047,500,3,0.09319100956184169,0.0613145523661402
2080ti,flash,last,fp32,fp16,8190x512,500,3,0.5469791666666667,0.176620424862156
2080ti,flash,last,fp32,fp32,1024x256,500,3,0.9601875,0.021934119330857853
2080ti,flash,last,fp32,fp32,1024x256,1000,3,0.9601875,0.022076625433784493
2080ti,flash,last,fp32,fp32,128x32,1000,3,0.99696875,0.0005303300858899308
2080ti,flash,last,fp32,fp32,2048x512,500,3,0.7109856770833334,0.13626295617085188
2080ti,flash,last,fp32,fp32,256x64,1000,3,0.9985104166666666,0.0001495072926500708
2080ti,flash,last,fp32,fp32,4096x1024,500,3,0.31450390625,0.1483649894938951
2080ti,flash,last,fp32,fp32,512x128,1000,3,0.9969713541666666,0.0015725760185763226
2080ti,flash,last,fp32,fp32,512x64,1000,3,0.9944479166666667,0.0005694497374415248
2080ti,flash,last,fp32,fp32,64x16,1000,3,0.9999583333333334,2.946278254942315e-05
2080ti,flash,last,fp32,fp32,64x4,1000,3,0.9999166666666667,0.00011785113019774494
2080ti,flash,last,fp32,fp32,64x8,1000,3,0.9999166666666667,5.892556509889864e-05
2080ti,flash,last,fp32,fp32,8190x2047,500,3,0.09315485908440314,0.061298994134192854
2080ti,flash,last,fp32,fp32,8190x512,500,3,0.5470169270833334,0.17665971772544767
2080ti,gdn,best,fp16,fp16,1024x256,500,3,0.9686067708333334,0.0018493177467574996
2080ti,gdn,best,fp16,fp16,1024x256,1000,3,0.96873046875,0.0017247970093049732
2080ti,gdn,best,fp16,fp16,128x32,1000,3,1.0,0.0
2080ti,gdn,best,fp16,fp16,2048x512,500,3,0.47625260416666665,0.004703447625862071
2080ti,gdn,best,fp16,fp16,256x64,1000,3,1.0,0.0
2080ti,gdn,best,fp16,fp16,4096x1024,500,3,0.07278190104166667,0.0026628815490479397
2080ti,gdn,best,fp16,fp16,512x128,1000,3,0.9999583333333333,1.327869664999381e-05
2080ti,gdn,best,fp16,fp16,512x64,1000,3,0.999265625,4.419417382416089e-05
2080ti,gdn,best,fp16,fp16,64x16,1000,3,1.0,0.0
2080ti,gdn,best,fp16,fp16,64x4,1000,3,1.0,0.0
2080ti,gdn,best,fp16,fp16,64x8,1000,3,1.0,0.0
2080ti,gdn,best,fp16,fp16,8190x2047,500,3,0.0033821853556049368,0.00022325776079615305
2080ti,gdn,best,fp16,fp16,8190x512,500,3,0.29361458333333335,0.0017725663624619593
2080ti,gdn,best,fp16,fp32,1024x256,500,3,0.9686041666666667,0.0018302642101601493
2080ti,gdn,best,fp16,fp32,1024x256,1000,3,0.9687434895833333,0.0017341677491286558
2080ti,gdn,best,fp16,fp32,128x32,1000,3,1.0,0.0
2080ti,gdn,best,fp16,fp32,2048x512,500,3,0.47630208333333335,0.0047426458169062165
2080ti,gdn,best,fp16,fp32,256x64,1000,3,1.0,0.0
2080ti,gdn,best,fp16,fp32,4096x1024,500,3,0.07280468749999999,0.0026692143032631898
2080ti,gdn,best,fp16,fp32,512x128,1000,3,0.9999583333333333,1.327869664999381e-05
2080ti,gdn,best,fp16,fp32,512x64,1000,3,0.999265625,4.419417382416089e-05
2080ti,gdn,best,fp16,fp32,64x16,1000,3,1.0,0.0
2080ti,gdn,best,fp16,fp32,64x4,1000,3,1.0,0.0
2080ti,gdn,best,fp16,fp32,64x8,1000,3,1.0,0.0
2080ti,gdn,best,fp16,fp32,8190x2047,500,3,0.0033847907930612564,0.00022182934832280714
2080ti,gdn,best,fp16,fp32,8190x512,500,3,0.2936640625,0.00178423144580897
2080ti,gdn,best,fp32,fp16,1024x256,500,3,0.9685182291666666,0.0018744610047050493
2080ti,gdn,best,fp32,fp16,1024x256,1000,3,0.9686861979166667,0.001760253898725225
2080ti,gdn,best,fp32,fp16,128x32,1000,3,1.0,0.0
2080ti,gdn,best,fp32,fp16,2048x512,500,3,0.47604296875,0.004750765554741643
2080ti,gdn,best,fp32,fp16,256x64,1000,3,1.0,0.0
2080ti,gdn,best,fp32,fp16,4096x1024,500,3,0.07270442708333334,0.0026838601868686114
2080ti,gdn,best,fp32,fp16,512x128,1000,3,0.9999583333333333,1.327869664999381e-05
2080ti,gdn,best,fp32,fp16,512x64,1000,3,0.999265625,4.419417382416089e-05
