accuracy,cuda_device,dataset_hash,eval_event_id,eval_mode,eval_status,failure_detail,failure_type,gpu,gpu_name,input_seq_len,num_kv_pairs,repro_check_accuracy_delta_abs,repro_check_accuracy_match,repro_check_dataset_hash_match,source_config,source_config_family,source_model_family,source_seed
0.9908671875,0,f30f1e09e1300deb2e0f430d7c50c47a77f58f43657aa4d6f425f938a91a9acb,20260526-longer-mqar-official-core:formal:gd-r10-s125-d123-b64-ga4-fp32-noearly4ep:1024x256:n500,formal,completed,,,0,NVIDIA GeForce RTX 2080 Ti,1024,256,,,,cb256-r10-s125-d123,cb256-r10,flash,125
0.9442890625,0,e446efc9f4dc774377c56c403a468c747870beb18ff0320f15df794dcb69f015,20260526-longer-mqar-official-core:formal:gd-r10-s125-d123-b64-ga4-fp32-noearly4ep:2048x512:n500,formal,completed,,,0,NVIDIA GeForce RTX 2080 Ti,2048,512,,,,cb256-r10-s125-d123,cb256-r10,flash,125
0.748025390625,0,0981292ce8ebea1402a4c3a7a6655dfc1de42688c329bd5ea921541a0f1d16ed,20260526-longer-mqar-official-core:formal:gd-r10-s125-d123-b64-ga4-fp32-noearly4ep:4096x1024:n500,formal,completed,,,0,NVIDIA GeForce RTX 2080 Ti,4096,1024,,,,cb256-r10-s125-d123,cb256-r10,flash,125
0.3926770884220811,1,8c16a91ea127bb7bf2130238ecd56b49fb1fd73bb3e0c2f4c586ddba8e9b97a9,20260526-longer-mqar-official-core:formal:gd-r10-s124-d123-b64-ga4-fp32-noearly4ep:8190x2047:n500,formal,completed,,,1,NVIDIA GeForce RTX 2080 Ti,8190,2047,,,,cb256-r10-s124-d123,cb256-r10,flash,124
0.9853984375,1,f30f1e09e1300deb2e0f430d7c50c47a77f58f43657aa4d6f425f938a91a9acb,20260526-longer-mqar-official-core:repro:gd-r10-s124-d123-b64-ga4-fp32-noearly4ep:1024x256:n500,repro,completed,,,1,NVIDIA GeForce RTX 2080 Ti,1024,256,0.0,true,true,cb256-r10-s124-d123,cb256-r10,flash,124
0.898734375,0,37a8533a985fabd3db03daf9dfd3a8e0936513ab724039c63b9a22bf352d002d,20260526-longer-mqar-official-core:formal:gd-r10-s125-d123-b64-ga4-fp32-noearly4ep:8190x512:n500,formal,completed,,,0,NVIDIA GeForce RTX 2080 Ti,8190,512,,,,cb256-r10-s125-d123,cb256-r10,flash,125
0.7888984375,1,f30f1e09e1300deb2e0f430d7c50c47a77f58f43657aa4d6f425f938a91a9acb,20260526-longer-mqar-official-core:formal:gd-r10-s126-d123-b64-ga4-fp32-noearly4ep:1024x256:n500,formal,completed,,,1,NVIDIA GeForce RTX 2080 Ti,1024,256,,,,cb256-r10-s126-d123,cb256-r10,flash,126
0.3733828125,1,e446efc9f4dc774377c56c403a468c747870beb18ff0320f15df794dcb69f015,20260526-longer-mqar-official-core:formal:gd-r10-s126-d123-b64-ga4-fp32-noearly4ep:2048x512:n500,formal,completed,,,1,NVIDIA GeForce RTX 2080 Ti,2048,512,,,,cb256-r10-s126-d123,cb256-r10,flash,126
0.11008984375,1,0981292ce8ebea1402a4c3a7a6655dfc1de42688c329bd5ea921541a0f1d16ed,20260526-longer-mqar-official-core:formal:gd-r10-s126-d123-b64-ga4-fp32-noearly4ep:4096x1024:n500,formal,completed,,,1,NVIDIA GeForce RTX 2080 Ti,4096,1024,,,,cb256-r10-s126-d123,cb256-r10,flash,126
0.39922911577918907,0,8c16a91ea127bb7bf2130238ecd56b49fb1fd73bb3e0c2f4c586ddba8e9b97a9,20260526-longer-mqar-official-core:formal:gd-r10-s125-d123-b64-ga4-fp32-noearly4ep:8190x2047:n500,formal,completed,,,0,NVIDIA GeForce RTX 2080 Ti,8190,2047,,,,cb256-r10-s125-d123,cb256-r10,flash,125
0.9908671875,0,f30f1e09e1300deb2e0f430d7c50c47a77f58f43657aa4d6f425f938a91a9acb,20260526-longer-mqar-official-core:repro:gd-r10-s125-d123-b64-ga4-fp32-noearly4ep:1024x256:n500,repro,completed,,,0,NVIDIA GeForce RTX 2080 Ti,1024,256,0.0,true,true,cb256-r10-s125-d123,cb256-r10,flash,125
0.89415625,0,f30f1e09e1300deb2e0f430d7c50c47a77f58f43657aa4d6f425f938a91a9acb,20260526-longer-mqar-official-core:formal:gd-cb256-r4-s123-d123-b64-ga4-fp32-noearly4ep:1024x256:n500,formal,completed,,,0,NVIDIA GeForce RTX 2080 Ti,1024,256,,,,cb256-r4-s123-d123,cb256-r4,flash,123
0.66669140625,0,e446efc9f4dc774377c56c403a468c747870beb18ff0320f15df794dcb69f015,20260526-longer-mqar-official-core:formal:gd-cb256-r4-s123-d123-b64-ga4-fp32-noearly4ep:2048x512:n500,formal,completed,,,0,NVIDIA GeForce RTX 2080 Ti,2048,512,,,,cb256-r4-s123-d123,cb256-r4,flash,123
0.380677734375,0,0981292ce8ebea1402a4c3a7a6655dfc1de42688c329bd5ea921541a0f1d16ed,20260526-longer-mqar-official-core:formal:gd-cb256-r4-s123-d123-b64-ga4-fp32-noearly4ep:4096x1024:n500,formal,completed,,,0,NVIDIA GeForce RTX 2080 Ti,4096,1024,,,,cb256-r4-s123-d123,cb256-r4,flash,123
0.26051953125,1,37a8533a985fabd3db03daf9dfd3a8e0936513ab724039c63b9a22bf352d002d,20260526-longer-mqar-official-core:formal:gd-r10-s126-d123-b64-ga4-fp32-noearly4ep:8190x512:n500,formal,completed,,,1,NVIDIA GeForce RTX 2080 Ti,8190,512,,,,cb256-r10-s126-d123,cb256-r10,flash,126
0.566734375,0,37a8533a985fabd3db03daf9dfd3a8e0936513ab724039c63b9a22bf352d002d,20260526-longer-mqar-official-core:formal:gd-cb256-r4-s123-d123-b64-ga4-fp32-noearly4ep:8190x512:n500,formal,completed,,,0,NVIDIA GeForce RTX 2080 Ti,8190,512,,,,cb256-r4-s123-d123,cb256-r4,flash,123
0.1717020029311187,0,8c16a91ea127bb7bf2130238ecd56b49fb1fd73bb3e0c2f4c586ddba8e9b97a9,20260526-longer-mqar-official-core:formal:gd-cb256-r4-s123-d123-b64-ga4-fp32-noearly4ep:8190x2047:n500,formal,completed,,,0,NVIDIA GeForce RTX 2080 Ti,8190,2047,,,,cb256-r4-s123-d123,cb256-r4,flash,123
0.89415625,0,f30f1e09e1300deb2e0f430d7c50c47a77f58f43657aa4d6f425f938a91a9acb,20260526-longer-mqar-official-core:repro:gd-cb256-r4-s123-d123-b64-ga4-fp32-noearly4ep:1024x256:n500,repro,completed,,,0,NVIDIA GeForce RTX 2080 Ti,1024,256,0.0,true,true,cb256-r4-s123-d123,cb256-r4,flash,123
0.028369320957498778,1,8c16a91ea127bb7bf2130238ecd56b49fb1fd73bb3e0c2f4c586ddba8e9b97a9,20260526-longer-mqar-official-core:formal:gd-r10-s126-d123-b64-ga4-fp32-noearly4ep:8190x2047:n500,formal,completed,,,1,NVIDIA GeForce RTX 2080 Ti,8190,2047,,,,cb256-r10-s126-d123,cb256-r10,flash,126
0.7888984375,1,f30f1e09e1300deb2e0f430d7c50c47a77f58f43657aa4d6f425f938a91a9acb,20260526-longer-mqar-official-core:repro:gd-r10-s126-d123-b64-ga4-fp32-noearly4ep:1024x256:n500,repro,completed,,,1,NVIDIA GeForce RTX 2080 Ti,1024,256,0.0,true,true,cb256-r10-s126-d123,cb256-r10,flash,126
0.8341796875,0,f30f1e09e1300deb2e0f430d7c50c47a77f58f43657aa4d6f425f938a91a9acb,20260526-longer-mqar-official-core:formal:gdn-h2-ev8-s123-d123-b64-ga4-fp32-noearly4ep:1024x256:n500,formal,completed,,,0,NVIDIA GeForce RTX 2080 Ti,1024,256,,,,gdn-h2-ev8-usegate0-s123-d123,gdn-h2-ev8-usegate0,gdn,123
0.969625,1,f30f1e09e1300deb2e0f430d7c50c47a77f58f43657aa4d6f425f938a91a9acb,20260526-longer-mqar-official-core:formal:gd-cb64-r16-s123-d123-b64-ga4-fp32-noearly4ep:1024x256:n500,formal,completed,,,1,NVIDIA GeForce RTX 2080 Ti,1024,256,,,,cb64-r16-s123-d123,cb64-r16,flash,123
0.36530859375,0,e446efc9f4dc774377c56c403a468c747870beb18ff0320f15df794dcb69f015,20260526-longer-mqar-official-core:formal:gdn-h2-ev8-s123-d123-b64-ga4-fp32-noearly4ep:2048x512:n500,formal,completed,,,0,NVIDIA GeForce RTX 2080 Ti,2048,512,,,,gdn-h2-ev8-usegate0-s123-d123,gdn-h2-ev8-usegate0,gdn,123
0.82264453125,1,e446efc9f4dc774377c56c403a468c747870beb18ff0320f15df794dcb69f015,20260526-longer-mqar-official-core:formal:gd-cb64-r16-s123-d123-b64-ga4-fp32-noearly4ep:2048x512:n500,formal,completed,,,1,NVIDIA GeForce RTX 2080 Ti,2048,512,,,,cb64-r16-s123-d123,cb64-r16,flash,123
0.10373046875,0,0981292ce8ebea1402a4c3a7a6655dfc1de42688c329bd5ea921541a0f1d16ed,20260526-longer-mqar-official-core:formal:gdn-h2-ev8-s123-d123-b64-ga4-fp32-noearly4ep:4096x1024:n500,formal,completed,,,0,NVIDIA GeForce RTX 2080 Ti,4096,1024,,,,gdn-h2-ev8-usegate0-s123-d123,gdn-h2-ev8-usegate0,gdn,123
0.258609375,0,37a8533a985fabd3db03daf9dfd3a8e0936513ab724039c63b9a22bf352d002d,20260526-longer-mqar-official-core:formal:gdn-h2-ev8-s123-d123-b64-ga4-fp32-noearly4ep:8190x512:n500,formal,completed,,,0,NVIDIA GeForce RTX 2080 Ti,8190,512,,,,gdn-h2-ev8-usegate0-s123-d123,gdn-h2-ev8-usegate0,gdn,123
0.468923828125,1,0981292ce8ebea1402a4c3a7a6655dfc1de42688c329bd5ea921541a0f1d16ed,20260526-longer-mqar-official-core:formal:gd-cb64-r16-s123-d123-b64-ga4-fp32-noearly4ep:4096x1024:n500,formal,completed,,,1,NVIDIA GeForce RTX 2080 Ti,4096,1024,,,,cb64-r16-s123-d123,cb64-r16,flash,123
0.012080117244748412,0,8c16a91ea127bb7bf2130238ecd56b49fb1fd73bb3e0c2f4c586ddba8e9b97a9,20260526-longer-mqar-official-core:formal:gdn-h2-ev8-s123-d123-b64-ga4-fp32-noearly4ep:8190x2047:n500,formal,completed,,,0,NVIDIA GeForce RTX 2080 Ti,8190,2047,,,,gdn-h2-ev8-usegate0-s123-d123,gdn-h2-ev8-usegate0,gdn,123
0.8341796875,0,f30f1e09e1300deb2e0f430d7c50c47a77f58f43657aa4d6f425f938a91a9acb,20260526-longer-mqar-official-core:repro:gdn-h2-ev8-s123-d123-b64-ga4-fp32-noearly4ep:1024x256:n500,repro,completed,,,0,NVIDIA GeForce RTX 2080 Ti,1024,256,0.0,true,true,gdn-h2-ev8-usegate0-s123-d123,gdn-h2-ev8-usegate0,gdn,123
0.825828125,0,f30f1e09e1300deb2e0f430d7c50c47a77f58f43657aa4d6f425f938a91a9acb,20260526-longer-mqar-official-core:formal:gdn-h2-ev8-s124-d123-b64-ga4-fp32-noearly4ep:1024x256:n500,formal,completed,,,0,NVIDIA GeForce RTX 2080 Ti,1024,256,,,,gdn-h2-ev8-usegate0-s124-d123,gdn-h2-ev8-usegate0,gdn,124
0.36681640625,0,e446efc9f4dc774377c56c403a468c747870beb18ff0320f15df794dcb69f015,20260526-longer-mqar-official-core:formal:gdn-h2-ev8-s124-d123-b64-ga4-fp32-noearly4ep:2048x512:n500,formal,completed,,,0,NVIDIA GeForce RTX 2080 Ti,2048,512,,,,gdn-h2-ev8-usegate0-s124-d123,gdn-h2-ev8-usegate0,gdn,124
0.105216796875,0,0981292ce8ebea1402a4c3a7a6655dfc1de42688c329bd5ea921541a0f1d16ed,20260526-longer-mqar-official-core:formal:gdn-h2-ev8-s124-d123-b64-ga4-fp32-noearly4ep:4096x1024:n500,formal,completed,,,0,NVIDIA GeForce RTX 2080 Ti,4096,1024,,,,gdn-h2-ev8-usegate0-s124-d123,gdn-h2-ev8-usegate0,gdn,124
0.259546875,0,37a8533a985fabd3db03daf9dfd3a8e0936513ab724039c63b9a22bf352d002d,20260526-longer-mqar-official-core:formal:gdn-h2-ev8-s124-d123-b64-ga4-fp32-noearly4ep:8190x512:n500,formal,completed,,,0,NVIDIA GeForce RTX 2080 Ti,8190,512,,,,gdn-h2-ev8-usegate0-s124-d123,gdn-h2-ev8-usegate0,gdn,124
0.71726171875,1,37a8533a985fabd3db03daf9dfd3a8e0936513ab724039c63b9a22bf352d002d,20260526-longer-mqar-official-core:formal:gd-cb64-r16-s123-d123-b64-ga4-fp32-noearly4ep:8190x512:n500,formal,completed,,,1,NVIDIA GeForce RTX 2080 Ti,8190,512,,,,cb64-r16-s123-d123,cb64-r16,flash,123
0.01220420127015144,0,8c16a91ea127bb7bf2130238ecd56b49fb1fd73bb3e0c2f4c586ddba8e9b97a9,20260526-longer-mqar-official-core:formal:gdn-h2-ev8-s124-d123-b64-ga4-fp32-noearly4ep:8190x2047:n500,formal,completed,,,0,NVIDIA GeForce RTX 2080 Ti,8190,2047,,,,gdn-h2-ev8-usegate0-s124-d123,gdn-h2-ev8-usegate0,gdn,124
0.825828125,0,f30f1e09e1300deb2e0f430d7c50c47a77f58f43657aa4d6f425f938a91a9acb,20260526-longer-mqar-official-core:repro:gdn-h2-ev8-s124-d123-b64-ga4-fp32-noearly4ep:1024x256:n500,repro,completed,,,0,NVIDIA GeForce RTX 2080 Ti,1024,256,0.0,true,true,gdn-h2-ev8-usegate0-s124-d123,gdn-h2-ev8-usegate0,gdn,124
0.83328125,0,f30f1e09e1300deb2e0f430d7c50c47a77f58f43657aa4d6f425f938a91a9acb,20260526-longer-mqar-official-core:formal:gdn-h2-ev8-s126-d123-b64-ga4-fp32-noearly4ep:1024x256:n500,formal,completed,,,0,NVIDIA GeForce RTX 2080 Ti,1024,256,,,,gdn-h2-ev8-usegate0-s126-d123,gdn-h2-ev8-usegate0,gdn,126
0.37432421875,0,e446efc9f4dc774377c56c403a468c747870beb18ff0320f15df794dcb69f015,20260526-longer-mqar-official-core:formal:gdn-h2-ev8-s126-d123-b64-ga4-fp32-noearly4ep:2048x512:n500,formal,completed,,,0,NVIDIA GeForce RTX 2080 Ti,2048,512,,,,gdn-h2-ev8-usegate0-s126-d123,gdn-h2-ev8-usegate0,gdn,126
0.16228822667318024,1,8c16a91ea127bb7bf2130238ecd56b49fb1fd73bb3e0c2f4c586ddba8e9b97a9,20260526-longer-mqar-official-core:formal:gd-cb64-r16-s123-d123-b64-ga4-fp32-noearly4ep:8190x2047:n500,formal,completed,,,1,NVIDIA GeForce RTX 2080 Ti,8190,2047,,,,cb64-r16-s123-d123,cb64-r16,flash,123
0.969625,1,f30f1e09e1300deb2e0f430d7c50c47a77f58f43657aa4d6f425f938a91a9acb,20260526-longer-mqar-official-core:repro:gd-cb64-r16-s123-d123-b64-ga4-fp32-noearly4ep:1024x256:n500,repro,completed,,,1,NVIDIA GeForce RTX 2080 Ti,1024,256,0.0,true,true,cb64-r16-s123-d123,cb64-r16,flash,123
0.1137421875,0,0981292ce8ebea1402a4c3a7a6655dfc1de42688c329bd5ea921541a0f1d16ed,20260526-longer-mqar-official-core:formal:gdn-h2-ev8-s126-d123-b64-ga4-fp32-noearly4ep:4096x1024:n500,formal,completed,,,0,NVIDIA GeForce RTX 2080 Ti,4096,1024,,,,gdn-h2-ev8-usegate0-s126-d123,gdn-h2-ev8-usegate0,gdn,126
0.26677734375,0,37a8533a985fabd3db03daf9dfd3a8e0936513ab724039c63b9a22bf352d002d,20260526-longer-mqar-official-core:formal:gdn-h2-ev8-s126-d123-b64-ga4-fp32-noearly4ep:8190x512:n500,formal,completed,,,0,NVIDIA GeForce RTX 2080 Ti,8190,512,,,,gdn-h2-ev8-usegate0-s126-d123,gdn-h2-ev8-usegate0,gdn,126
0.017704934049829018,0,8c16a91ea127bb7bf2130238ecd56b49fb1fd73bb3e0c2f4c586ddba8e9b97a9,20260526-longer-mqar-official-core:formal:gdn-h2-ev8-s126-d123-b64-ga4-fp32-noearly4ep:8190x2047:n500,formal,completed,,,0,NVIDIA GeForce RTX 2080 Ti,8190,2047,,,,gdn-h2-ev8-usegate0-s126-d123,gdn-h2-ev8-usegate0,gdn,126
0.83328125,0,f30f1e09e1300deb2e0f430d7c50c47a77f58f43657aa4d6f425f938a91a9acb,20260526-longer-mqar-official-core:repro:gdn-h2-ev8-s126-d123-b64-ga4-fp32-noearly4ep:1024x256:n500,repro,completed,,,0,NVIDIA GeForce RTX 2080 Ti,1024,256,0.0,true,true,gdn-h2-ev8-usegate0-s126-d123,gdn-h2-ev8-usegate0,gdn,126
0.8478359375,1,f30f1e09e1300deb2e0f430d7c50c47a77f58f43657aa4d6f425f938a91a9acb,20260526-longer-mqar-official-core:formal:gdn-h2-ev8-s125-d123-b64-ga4-fp32-noearly4ep:1024x256:n500,formal,completed,,,1,NVIDIA GeForce RTX 2080 Ti,1024,256,,,,gdn-h2-ev8-usegate0-s125-d123,gdn-h2-ev8-usegate0,gdn,125
0.35875,1,e446efc9f4dc774377c56c403a468c747870beb18ff0320f15df794dcb69f015,20260526-longer-mqar-official-core:formal:gdn-h2-ev8-s125-d123-b64-ga4-fp32-noearly4ep:2048x512:n500,formal,completed,,,1,NVIDIA GeForce RTX 2080 Ti,2048,512,,,,gdn-h2-ev8-usegate0-s125-d123,gdn-h2-ev8-usegate0,gdn,125
0.080427734375,1,0981292ce8ebea1402a4c3a7a6655dfc1de42688c329bd5ea921541a0f1d16ed,20260526-longer-mqar-official-core:formal:gdn-h2-ev8-s125-d123-b64-ga4-fp32-noearly4ep:4096x1024:n500,formal,completed,,,1,NVIDIA GeForce RTX 2080 Ti,4096,1024,,,,gdn-h2-ev8-usegate0-s125-d123,gdn-h2-ev8-usegate0,gdn,125
0.24406640625,1,37a8533a985fabd3db03daf9dfd3a8e0936513ab724039c63b9a22bf352d002d,20260526-longer-mqar-official-core:formal:gdn-h2-ev8-s125-d123-b64-ga4-fp32-noearly4ep:8190x512:n500,formal,completed,,,1,NVIDIA GeForce RTX 2080 Ti,8190,512,,,,gdn-h2-ev8-usegate0-s125-d123,gdn-h2-ev8-usegate0,gdn,125
0.0062364435759648265,1,8c16a91ea127bb7bf2130238ecd56b49fb1fd73bb3e0c2f4c586ddba8e9b97a9,20260526-longer-mqar-official-core:formal:gdn-h2-ev8-s125-d123-b64-ga4-fp32-noearly4ep:8190x2047:n500,formal,completed,,,1,NVIDIA GeForce RTX 2080 Ti,8190,2047,,,,gdn-h2-ev8-usegate0-s125-d123,gdn-h2-ev8-usegate0,gdn,125
0.846375,0,f30f1e09e1300deb2e0f430d7c50c47a77f58f43657aa4d6f425f938a91a9acb,20260526-longer-mqar-official-core:formal:gdn-h2-ev16-s124-d123-b64-ga4-fp32-noearly4ep:1024x256:n500,formal,completed,,,0,NVIDIA GeForce RTX 2080 Ti,1024,256,,,,gdn-h2-ev16-usegate0-s124-d123,gdn-h2-ev16-usegate0,gdn,124
0.8478359375,1,f30f1e09e1300deb2e0f430d7c50c47a77f58f43657aa4d6f425f938a91a9acb,20260526-longer-mqar-official-core:repro:gdn-h2-ev8-s125-d123-b64-ga4-fp32-noearly4ep:1024x256:n500,repro,completed,,,1,NVIDIA GeForce RTX 2080 Ti,1024,256,0.0,true,true,gdn-h2-ev8-usegate0-s125-d123,gdn-h2-ev8-usegate0,gdn,125
0.39109375,0,e446efc9f4dc774377c56c403a468c747870beb18ff0320f15df794dcb69f015,20260526-longer-mqar-official-core:formal:gdn-h2-ev16-s124-d123-b64-ga4-fp32-noearly4ep:2048x512:n500,formal,completed,,,0,NVIDIA GeForce RTX 2080 Ti,2048,512,,,,gdn-h2-ev16-usegate0-s124-d123,gdn-h2-ev16-usegate0,gdn,124
0.12396875,0,0981292ce8ebea1402a4c3a7a6655dfc1de42688c329bd5ea921541a0f1d16ed,20260526-longer-mqar-official-core:formal:gdn-h2-ev16-s124-d123-b64-ga4-fp32-noearly4ep:4096x1024:n500,formal,completed,,,0,NVIDIA GeForce RTX 2080 Ti,4096,1024,,,,gdn-h2-ev16-usegate0-s124-d123,gdn-h2-ev16-usegate0,gdn,124
0.27147265625,0,37a8533a985fabd3db03daf9dfd3a8e0936513ab724039c63b9a22bf352d002d,20260526-longer-mqar-official-core:formal:gdn-h2-ev16-s124-d123-b64-ga4-fp32-noearly4ep:8190x512:n500,formal,completed,,,0,NVIDIA GeForce RTX 2080 Ti,8190,512,,,,gdn-h2-ev16-usegate0-s124-d123,gdn-h2-ev16-usegate0,gdn,124
0.019612115290669273,0,8c16a91ea127bb7bf2130238ecd56b49fb1fd73bb3e0c2f4c586ddba8e9b97a9,20260526-longer-mqar-official-core:formal:gdn-h2-ev16-s124-d123-b64-ga4-fp32-noearly4ep:8190x2047:n500,formal,completed,,,0,NVIDIA GeForce RTX 2080 Ti,8190,2047,,,,gdn-h2-ev16-usegate0-s124-d123,gdn-h2-ev16-usegate0,gdn,124
0.7044140625,1,f30f1e09e1300deb2e0f430d7c50c47a77f58f43657aa4d6f425f938a91a9acb,20260526-longer-mqar-official-core:formal:gdn-h2-ev16-s123-d123-b64-ga4-fp32-noearly4ep:1024x256:n500,formal,completed,,,1,NVIDIA GeForce RTX 2080 Ti,1024,256,,,,gdn-h2-ev16-usegate0-s123-d123,gdn-h2-ev16-usegate0,gdn,123
0.846375,0,f30f1e09e1300deb2e0f430d7c50c47a77f58f43657aa4d6f425f938a91a9acb,20260526-longer-mqar-official-core:repro:gdn-h2-ev16-s124-d123-b64-ga4-fp32-noearly4ep:1024x256:n500,repro,completed,,,0,NVIDIA GeForce RTX 2080 Ti,1024,256,0.0,true,true,gdn-h2-ev16-usegate0-s124-d123,gdn-h2-ev16-usegate0,gdn,124
0.28591015625,1,e446efc9f4dc774377c56c403a468c747870beb18ff0320f15df794dcb69f015,20260526-longer-mqar-official-core:formal:gdn-h2-ev16-s123-d123-b64-ga4-fp32-noearly4ep:2048x512:n500,formal,completed,,,1,NVIDIA GeForce RTX 2080 Ti,2048,512,,,,gdn-h2-ev16-usegate0-s123-d123,gdn-h2-ev16-usegate0,gdn,123
0.08493359375,1,0981292ce8ebea1402a4c3a7a6655dfc1de42688c329bd5ea921541a0f1d16ed,20260526-longer-mqar-official-core:formal:gdn-h2-ev16-s123-d123-b64-ga4-fp32-noearly4ep:4096x1024:n500,formal,completed,,,1,NVIDIA GeForce RTX 2080 Ti,4096,1024,,,,gdn-h2-ev16-usegate0-s123-d123,gdn-h2-ev16-usegate0,gdn,123
0.2088203125,1,37a8533a985fabd3db03daf9dfd3a8e0936513ab724039c63b9a22bf352d002d,20260526-longer-mqar-official-core:formal:gdn-h2-ev16-s123-d123-b64-ga4-fp32-noearly4ep:8190x512:n500,formal,completed,,,1,NVIDIA GeForce RTX 2080 Ti,8190,512,,,,gdn-h2-ev16-usegate0-s123-d123,gdn-h2-ev16-usegate0,gdn,123
0.014005862237420615,1,8c16a91ea127bb7bf2130238ecd56b49fb1fd73bb3e0c2f4c586ddba8e9b97a9,20260526-longer-mqar-official-core:formal:gdn-h2-ev16-s123-d123-b64-ga4-fp32-noearly4ep:8190x2047:n500,formal,completed,,,1,NVIDIA GeForce RTX 2080 Ti,8190,2047,,,,gdn-h2-ev16-usegate0-s123-d123,gdn-h2-ev16-usegate0,gdn,123
0.7044140625,1,f30f1e09e1300deb2e0f430d7c50c47a77f58f43657aa4d6f425f938a91a9acb,20260526-longer-mqar-official-core:repro:gdn-h2-ev16-s123-d123-b64-ga4-fp32-noearly4ep:1024x256:n500,repro,completed,,,1,NVIDIA GeForce RTX 2080 Ti,1024,256,0.0,true,true,gdn-h2-ev16-usegate0-s123-d123,gdn-h2-ev16-usegate0,gdn,123
0.8611328125,0,f30f1e09e1300deb2e0f430d7c50c47a77f58f43657aa4d6f425f938a91a9acb,20260526-longer-mqar-official-core:formal:gdn-h2-ev10-s123-d123-b64-ga4-fp32-noearly4ep:1024x256:n500,formal,completed,,,0,NVIDIA GeForce RTX 2080 Ti,1024,256,,,,gdn-h2-ev10-usegate0-s123-d123,gdn-h2-ev10-usegate0,gdn,123
