accuracy,cuda_device,dataset_hash,eval_event_id,eval_mode,eval_status,failure_detail,failure_type,gpu,gpu_name,input_seq_len,num_kv_pairs,repro_check_accuracy_delta_abs,repro_check_accuracy_match,repro_check_dataset_hash_match,source_config,source_config_family,source_model_family,source_seed
0.36369140625,0,e446efc9f4dc774377c56c403a468c747870beb18ff0320f15df794dcb69f015,20260526-longer-mqar-official-core:formal:gdn-h2-ev10-s123-d123-b64-ga4-fp32-noearly4ep:2048x512:n500,formal,completed,,,0,NVIDIA GeForce RTX 2080 Ti,2048,512,,,,gdn-h2-ev10-usegate0-s123-d123,gdn-h2-ev10-usegate0,gdn,123
0.076576171875,0,0981292ce8ebea1402a4c3a7a6655dfc1de42688c329bd5ea921541a0f1d16ed,20260526-longer-mqar-official-core:formal:gdn-h2-ev10-s123-d123-b64-ga4-fp32-noearly4ep:4096x1024:n500,formal,completed,,,0,NVIDIA GeForce RTX 2080 Ti,4096,1024,,,,gdn-h2-ev10-usegate0-s123-d123,gdn-h2-ev10-usegate0,gdn,123
0.23253125,0,37a8533a985fabd3db03daf9dfd3a8e0936513ab724039c63b9a22bf352d002d,20260526-longer-mqar-official-core:formal:gdn-h2-ev10-s123-d123-b64-ga4-fp32-noearly4ep:8190x512:n500,formal,completed,,,0,NVIDIA GeForce RTX 2080 Ti,8190,512,,,,gdn-h2-ev10-usegate0-s123-d123,gdn-h2-ev10-usegate0,gdn,123
0.808140625,1,f30f1e09e1300deb2e0f430d7c50c47a77f58f43657aa4d6f425f938a91a9acb,20260526-longer-mqar-official-core:formal:gdn-h2-ev8-s127-d123-b64-ga4-fp32-noearly4ep:1024x256:n500,formal,completed,,,1,NVIDIA GeForce RTX 2080 Ti,1024,256,,,,gdn-h2-ev8-usegate0-s127-d123,gdn-h2-ev8-usegate0,gdn,127
0.005663898387884709,0,8c16a91ea127bb7bf2130238ecd56b49fb1fd73bb3e0c2f4c586ddba8e9b97a9,20260526-longer-mqar-official-core:formal:gdn-h2-ev10-s123-d123-b64-ga4-fp32-noearly4ep:8190x2047:n500,formal,completed,,,0,NVIDIA GeForce RTX 2080 Ti,8190,2047,,,,gdn-h2-ev10-usegate0-s123-d123,gdn-h2-ev10-usegate0,gdn,123
0.33979296875,1,e446efc9f4dc774377c56c403a468c747870beb18ff0320f15df794dcb69f015,20260526-longer-mqar-official-core:formal:gdn-h2-ev8-s127-d123-b64-ga4-fp32-noearly4ep:2048x512:n500,formal,completed,,,1,NVIDIA GeForce RTX 2080 Ti,2048,512,,,,gdn-h2-ev8-usegate0-s127-d123,gdn-h2-ev8-usegate0,gdn,127
0.8611328125,0,f30f1e09e1300deb2e0f430d7c50c47a77f58f43657aa4d6f425f938a91a9acb,20260526-longer-mqar-official-core:repro:gdn-h2-ev10-s123-d123-b64-ga4-fp32-noearly4ep:1024x256:n500,repro,completed,,,0,NVIDIA GeForce RTX 2080 Ti,1024,256,0.0,true,true,gdn-h2-ev10-usegate0-s123-d123,gdn-h2-ev10-usegate0,gdn,123
0.083830078125,1,0981292ce8ebea1402a4c3a7a6655dfc1de42688c329bd5ea921541a0f1d16ed,20260526-longer-mqar-official-core:formal:gdn-h2-ev8-s127-d123-b64-ga4-fp32-noearly4ep:4096x1024:n500,formal,completed,,,1,NVIDIA GeForce RTX 2080 Ti,4096,1024,,,,gdn-h2-ev8-usegate0-s127-d123,gdn-h2-ev8-usegate0,gdn,127
0.21734375,1,37a8533a985fabd3db03daf9dfd3a8e0936513ab724039c63b9a22bf352d002d,20260526-longer-mqar-official-core:formal:gdn-h2-ev8-s127-d123-b64-ga4-fp32-noearly4ep:8190x512:n500,formal,completed,,,1,NVIDIA GeForce RTX 2080 Ti,8190,512,,,,gdn-h2-ev8-usegate0-s127-d123,gdn-h2-ev8-usegate0,gdn,127
0.007699071812408402,1,8c16a91ea127bb7bf2130238ecd56b49fb1fd73bb3e0c2f4c586ddba8e9b97a9,20260526-longer-mqar-official-core:formal:gdn-h2-ev8-s127-d123-b64-ga4-fp32-noearly4ep:8190x2047:n500,formal,completed,,,1,NVIDIA GeForce RTX 2080 Ti,8190,2047,,,,gdn-h2-ev8-usegate0-s127-d123,gdn-h2-ev8-usegate0,gdn,127
0.808140625,1,f30f1e09e1300deb2e0f430d7c50c47a77f58f43657aa4d6f425f938a91a9acb,20260526-longer-mqar-official-core:repro:gdn-h2-ev8-s127-d123-b64-ga4-fp32-noearly4ep:1024x256:n500,repro,completed,,,1,NVIDIA GeForce RTX 2080 Ti,1024,256,0.0,true,true,gdn-h2-ev8-usegate0-s127-d123,gdn-h2-ev8-usegate0,gdn,127
0.82909375,0,f30f1e09e1300deb2e0f430d7c50c47a77f58f43657aa4d6f425f938a91a9acb,20260526-longer-mqar-official-core:formal:gdn-h2-ev10-s125-d123-b64-ga4-fp32-noearly4ep:1024x256:n500,formal,completed,,,0,NVIDIA GeForce RTX 2080 Ti,1024,256,,,,gdn-h2-ev10-usegate0-s125-d123,gdn-h2-ev10-usegate0,gdn,125
0.33095703125,0,e446efc9f4dc774377c56c403a468c747870beb18ff0320f15df794dcb69f015,20260526-longer-mqar-official-core:formal:gdn-h2-ev10-s125-d123-b64-ga4-fp32-noearly4ep:2048x512:n500,formal,completed,,,0,NVIDIA GeForce RTX 2080 Ti,2048,512,,,,gdn-h2-ev10-usegate0-s125-d123,gdn-h2-ev10-usegate0,gdn,125
0.065513671875,0,0981292ce8ebea1402a4c3a7a6655dfc1de42688c329bd5ea921541a0f1d16ed,20260526-longer-mqar-official-core:formal:gdn-h2-ev10-s125-d123-b64-ga4-fp32-noearly4ep:4096x1024:n500,formal,completed,,,0,NVIDIA GeForce RTX 2080 Ti,4096,1024,,,,gdn-h2-ev10-usegate0-s125-d123,gdn-h2-ev10-usegate0,gdn,125
0.8487734375,1,f30f1e09e1300deb2e0f430d7c50c47a77f58f43657aa4d6f425f938a91a9acb,20260526-longer-mqar-official-core:formal:gdn-h2-ev16-s125-d123-b64-ga4-fp32-noearly4ep:1024x256:n500,formal,completed,,,1,NVIDIA GeForce RTX 2080 Ti,1024,256,,,,gdn-h2-ev16-usegate0-s125-d123,gdn-h2-ev16-usegate0,gdn,125
0.22366796875,0,37a8533a985fabd3db03daf9dfd3a8e0936513ab724039c63b9a22bf352d002d,20260526-longer-mqar-official-core:formal:gdn-h2-ev10-s125-d123-b64-ga4-fp32-noearly4ep:8190x512:n500,formal,completed,,,0,NVIDIA GeForce RTX 2080 Ti,8190,512,,,,gdn-h2-ev10-usegate0-s125-d123,gdn-h2-ev10-usegate0,gdn,125
0.38780078125,1,e446efc9f4dc774377c56c403a468c747870beb18ff0320f15df794dcb69f015,20260526-longer-mqar-official-core:formal:gdn-h2-ev16-s125-d123-b64-ga4-fp32-noearly4ep:2048x512:n500,formal,completed,,,1,NVIDIA GeForce RTX 2080 Ti,2048,512,,,,gdn-h2-ev16-usegate0-s125-d123,gdn-h2-ev16-usegate0,gdn,125
0.11298828125,1,0981292ce8ebea1402a4c3a7a6655dfc1de42688c329bd5ea921541a0f1d16ed,20260526-longer-mqar-official-core:formal:gdn-h2-ev16-s125-d123-b64-ga4-fp32-noearly4ep:4096x1024:n500,formal,completed,,,1,NVIDIA GeForce RTX 2080 Ti,4096,1024,,,,gdn-h2-ev16-usegate0-s125-d123,gdn-h2-ev16-usegate0,gdn,125
0.004429897410845139,0,8c16a91ea127bb7bf2130238ecd56b49fb1fd73bb3e0c2f4c586ddba8e9b97a9,20260526-longer-mqar-official-core:formal:gdn-h2-ev10-s125-d123-b64-ga4-fp32-noearly4ep:8190x2047:n500,formal,completed,,,0,NVIDIA GeForce RTX 2080 Ti,8190,2047,,,,gdn-h2-ev10-usegate0-s125-d123,gdn-h2-ev10-usegate0,gdn,125
0.82909375,0,f30f1e09e1300deb2e0f430d7c50c47a77f58f43657aa4d6f425f938a91a9acb,20260526-longer-mqar-official-core:repro:gdn-h2-ev10-s125-d123-b64-ga4-fp32-noearly4ep:1024x256:n500,repro,completed,,,0,NVIDIA GeForce RTX 2080 Ti,1024,256,0.0,true,true,gdn-h2-ev10-usegate0-s125-d123,gdn-h2-ev10-usegate0,gdn,125
0.26697265625,1,37a8533a985fabd3db03daf9dfd3a8e0936513ab724039c63b9a22bf352d002d,20260526-longer-mqar-official-core:formal:gdn-h2-ev16-s125-d123-b64-ga4-fp32-noearly4ep:8190x512:n500,formal,completed,,,1,NVIDIA GeForce RTX 2080 Ti,8190,512,,,,gdn-h2-ev16-usegate0-s125-d123,gdn-h2-ev16-usegate0,gdn,125
0.014153395212506107,1,8c16a91ea127bb7bf2130238ecd56b49fb1fd73bb3e0c2f4c586ddba8e9b97a9,20260526-longer-mqar-official-core:formal:gdn-h2-ev16-s125-d123-b64-ga4-fp32-noearly4ep:8190x2047:n500,formal,completed,,,1,NVIDIA GeForce RTX 2080 Ti,8190,2047,,,,gdn-h2-ev16-usegate0-s125-d123,gdn-h2-ev16-usegate0,gdn,125
0.8487734375,1,f30f1e09e1300deb2e0f430d7c50c47a77f58f43657aa4d6f425f938a91a9acb,20260526-longer-mqar-official-core:repro:gdn-h2-ev16-s125-d123-b64-ga4-fp32-noearly4ep:1024x256:n500,repro,completed,,,1,NVIDIA GeForce RTX 2080 Ti,1024,256,0.0,true,true,gdn-h2-ev16-usegate0-s125-d123,gdn-h2-ev16-usegate0,gdn,125
0.8402890625,0,f30f1e09e1300deb2e0f430d7c50c47a77f58f43657aa4d6f425f938a91a9acb,20260526-longer-mqar-official-core:formal:gdn-h2-ev10-s127-d123-b64-ga4-fp32-noearly4ep:1024x256:n500,formal,completed,,,0,NVIDIA GeForce RTX 2080 Ti,1024,256,,,,gdn-h2-ev10-usegate0-s127-d123,gdn-h2-ev10-usegate0,gdn,127
0.33909765625,0,e446efc9f4dc774377c56c403a468c747870beb18ff0320f15df794dcb69f015,20260526-longer-mqar-official-core:formal:gdn-h2-ev10-s127-d123-b64-ga4-fp32-noearly4ep:2048x512:n500,formal,completed,,,0,NVIDIA GeForce RTX 2080 Ti,2048,512,,,,gdn-h2-ev10-usegate0-s127-d123,gdn-h2-ev10-usegate0,gdn,127
0.8379296875,1,f30f1e09e1300deb2e0f430d7c50c47a77f58f43657aa4d6f425f938a91a9acb,20260526-longer-mqar-official-core:formal:gdn-h2-ev10-s124-d123-b64-ga4-fp32-noearly4ep:1024x256:n500,formal,completed,,,1,NVIDIA GeForce RTX 2080 Ti,1024,256,,,,gdn-h2-ev10-usegate0-s124-d123,gdn-h2-ev10-usegate0,gdn,124
0.067822265625,0,0981292ce8ebea1402a4c3a7a6655dfc1de42688c329bd5ea921541a0f1d16ed,20260526-longer-mqar-official-core:formal:gdn-h2-ev10-s127-d123-b64-ga4-fp32-noearly4ep:4096x1024:n500,formal,completed,,,0,NVIDIA GeForce RTX 2080 Ti,4096,1024,,,,gdn-h2-ev10-usegate0-s127-d123,gdn-h2-ev10-usegate0,gdn,127
0.3732578125,1,e446efc9f4dc774377c56c403a468c747870beb18ff0320f15df794dcb69f015,20260526-longer-mqar-official-core:formal:gdn-h2-ev10-s124-d123-b64-ga4-fp32-noearly4ep:2048x512:n500,formal,completed,,,1,NVIDIA GeForce RTX 2080 Ti,2048,512,,,,gdn-h2-ev10-usegate0-s124-d123,gdn-h2-ev10-usegate0,gdn,124
0.21753125,0,37a8533a985fabd3db03daf9dfd3a8e0936513ab724039c63b9a22bf352d002d,20260526-longer-mqar-official-core:formal:gdn-h2-ev10-s127-d123-b64-ga4-fp32-noearly4ep:8190x512:n500,formal,completed,,,0,NVIDIA GeForce RTX 2080 Ti,8190,512,,,,gdn-h2-ev10-usegate0-s127-d123,gdn-h2-ev10-usegate0,gdn,127
0.10676953125,1,0981292ce8ebea1402a4c3a7a6655dfc1de42688c329bd5ea921541a0f1d16ed,20260526-longer-mqar-official-core:formal:gdn-h2-ev10-s124-d123-b64-ga4-fp32-noearly4ep:4096x1024:n500,formal,completed,,,1,NVIDIA GeForce RTX 2080 Ti,4096,1024,,,,gdn-h2-ev10-usegate0-s124-d123,gdn-h2-ev10-usegate0,gdn,124
0.25651171875,1,37a8533a985fabd3db03daf9dfd3a8e0936513ab724039c63b9a22bf352d002d,20260526-longer-mqar-official-core:formal:gdn-h2-ev10-s124-d123-b64-ga4-fp32-noearly4ep:8190x512:n500,formal,completed,,,1,NVIDIA GeForce RTX 2080 Ti,8190,512,,,,gdn-h2-ev10-usegate0-s124-d123,gdn-h2-ev10-usegate0,gdn,124
0.00510210063507572,0,8c16a91ea127bb7bf2130238ecd56b49fb1fd73bb3e0c2f4c586ddba8e9b97a9,20260526-longer-mqar-official-core:formal:gdn-h2-ev10-s127-d123-b64-ga4-fp32-noearly4ep:8190x2047:n500,formal,completed,,,0,NVIDIA GeForce RTX 2080 Ti,8190,2047,,,,gdn-h2-ev10-usegate0-s127-d123,gdn-h2-ev10-usegate0,gdn,127
0.8402890625,0,f30f1e09e1300deb2e0f430d7c50c47a77f58f43657aa4d6f425f938a91a9acb,20260526-longer-mqar-official-core:repro:gdn-h2-ev10-s127-d123-b64-ga4-fp32-noearly4ep:1024x256:n500,repro,completed,,,0,NVIDIA GeForce RTX 2080 Ti,1024,256,0.0,true,true,gdn-h2-ev10-usegate0-s127-d123,gdn-h2-ev10-usegate0,gdn,127
0.01191695163654128,1,8c16a91ea127bb7bf2130238ecd56b49fb1fd73bb3e0c2f4c586ddba8e9b97a9,20260526-longer-mqar-official-core:formal:gdn-h2-ev10-s124-d123-b64-ga4-fp32-noearly4ep:8190x2047:n500,formal,completed,,,1,NVIDIA GeForce RTX 2080 Ti,8190,2047,,,,gdn-h2-ev10-usegate0-s124-d123,gdn-h2-ev10-usegate0,gdn,124
0.8379296875,1,f30f1e09e1300deb2e0f430d7c50c47a77f58f43657aa4d6f425f938a91a9acb,20260526-longer-mqar-official-core:repro:gdn-h2-ev10-s124-d123-b64-ga4-fp32-noearly4ep:1024x256:n500,repro,completed,,,1,NVIDIA GeForce RTX 2080 Ti,1024,256,0.0,true,true,gdn-h2-ev10-usegate0-s124-d123,gdn-h2-ev10-usegate0,gdn,124
0.8145390625,1,f30f1e09e1300deb2e0f430d7c50c47a77f58f43657aa4d6f425f938a91a9acb,20260526-longer-mqar-official-core:formal:gdn-h2-ev10-s126-d123-b64-ga4-fp32-noearly4ep:1024x256:n500,formal,completed,,,1,NVIDIA GeForce RTX 2080 Ti,1024,256,,,,gdn-h2-ev10-usegate0-s126-d123,gdn-h2-ev10-usegate0,gdn,126
0.33010546875,1,e446efc9f4dc774377c56c403a468c747870beb18ff0320f15df794dcb69f015,20260526-longer-mqar-official-core:formal:gdn-h2-ev10-s126-d123-b64-ga4-fp32-noearly4ep:2048x512:n500,formal,completed,,,1,NVIDIA GeForce RTX 2080 Ti,2048,512,,,,gdn-h2-ev10-usegate0-s126-d123,gdn-h2-ev10-usegate0,gdn,126
0.070939453125,1,0981292ce8ebea1402a4c3a7a6655dfc1de42688c329bd5ea921541a0f1d16ed,20260526-longer-mqar-official-core:formal:gdn-h2-ev10-s126-d123-b64-ga4-fp32-noearly4ep:4096x1024:n500,formal,completed,,,1,NVIDIA GeForce RTX 2080 Ti,4096,1024,,,,gdn-h2-ev10-usegate0-s126-d123,gdn-h2-ev10-usegate0,gdn,126
0.2113203125,1,37a8533a985fabd3db03daf9dfd3a8e0936513ab724039c63b9a22bf352d002d,20260526-longer-mqar-official-core:formal:gdn-h2-ev10-s126-d123-b64-ga4-fp32-noearly4ep:8190x512:n500,formal,completed,,,1,NVIDIA GeForce RTX 2080 Ti,8190,512,,,,gdn-h2-ev10-usegate0-s126-d123,gdn-h2-ev10-usegate0,gdn,126
0.005278944797264289,1,8c16a91ea127bb7bf2130238ecd56b49fb1fd73bb3e0c2f4c586ddba8e9b97a9,20260526-longer-mqar-official-core:formal:gdn-h2-ev10-s126-d123-b64-ga4-fp32-noearly4ep:8190x2047:n500,formal,completed,,,1,NVIDIA GeForce RTX 2080 Ti,8190,2047,,,,gdn-h2-ev10-usegate0-s126-d123,gdn-h2-ev10-usegate0,gdn,126
0.8145390625,1,f30f1e09e1300deb2e0f430d7c50c47a77f58f43657aa4d6f425f938a91a9acb,20260526-longer-mqar-official-core:repro:gdn-h2-ev10-s126-d123-b64-ga4-fp32-noearly4ep:1024x256:n500,repro,completed,,,1,NVIDIA GeForce RTX 2080 Ti,1024,256,0.0,true,true,gdn-h2-ev10-usegate0-s126-d123,gdn-h2-ev10-usegate0,gdn,126
