metric,seeds,a0_mean,a1_mean,a1_minus_a0_mean,a1_minus_a0_population_sd
standard_mqar_1024x256,3,0.9669596354166666,0.9734622395833333,0.006502604166666666,0.009196071003243798
2048x512,3,0.80670703125,0.82665234375,0.019945312500000017,0.028206931443269644
4096x1024,3,0.44371875,0.464123046875,0.020404296875000005,0.028856033371311967
8190x512,3,0.6760130208333334,0.6973020833333333,0.021289062499999994,0.030107280917708458
8190x2047,3,0.15061064864198367,0.1586796928048134,0.00806904416282971,0.011411351690461233
