seed,a0_model_state_sha256,a1_model_state_sha256,hashes_equal
123,087ae6642f36557b10f537d00cd53df05990bdf9e40ff356984b9ca8f8917938,087ae6642f36557b10f537d00cd53df05990bdf9e40ff356984b9ca8f8917938,True
124,61717b066693c31ffae88a50798cdba91e717196e7486e3346517274563e424d,681fb6589abbb7c49f9dc9bb0c554297bbb3b8b838286b3687d673fdee1d9ffd,False
125,f6922ebda1094fbd1964753581077fc90063236646b1a5e7baa83ca716b43e5d,f6922ebda1094fbd1964753581077fc90063236646b1a5e7baa83ca716b43e5d,True
