machine,phase,success,error,policy,source
3090,eval,False,"OutOfResources: out of resource: shared memory, Required: 147456, Hardware limit: 101376. Reducing block sizes or `num_stages` may help.",frozen GDN source/config; FP32; TF32 off; no launch monkeypatch,zoology/experiments/flash_vqg/scripts/20260724-01-flash-vqg-gd-residual-efficiency/outputs/3090/gdn-compatibility/eval.json
3090,train,False,"OutOfResources: out of resource: shared memory, Required: 147456, Hardware limit: 101376. Reducing block sizes or `num_stages` may help.",frozen GDN source/config; FP32; TF32 off; no launch monkeypatch,zoology/experiments/flash_vqg/scripts/20260724-01-flash-vqg-gd-residual-efficiency/outputs/3090/gdn-compatibility/train.json
