training_seed,accuracy_1024x256_2080ti,accuracy_1024x256_3090,paired_gap,paired_gap_percentage_points,paired_gap_pass,quality_pass
124,0.93320703125,0.93031640625,0.0028906250000000355,0.28906250000000355,True,True
125,0.92148828125,0.951328125,0.029839843749999928,2.983984374999993,True,True
