experiment_id,machine,run_id,launch_id,model,seed,data_seed,status,configured_max_epochs,final_epoch,started_at_utc,ended_at_utc,wall_clock_sec,gpu,gpu_name,dtype_policy,outer_model_dtype,GDN_KERNEL_DTYPE,TRITON_F32_DEFAULT,tf32_enabled,train_batch_size,eval_batch_size,gradient_accumulation_steps,effective_train_batch_size,validations_per_epoch,trainable_params,valid_loss,valid_accuracy,valid_1024x256,valid_512x128,valid_512x64,valid_256x64,valid_input_seq_len_512,valid_input_seq_len_1024,valid_num_kv_pairs_128,valid_num_kv_pairs_256,last_checkpoint_path,last_checkpoint_sha256,last_model_state_sha256,best_checkpoint_path,best_checkpoint_sha256,best_model_state_sha256,resolved_config_path,resolved_config_sha256
20260725-01-current-baselines-longer-mqar,2080ti,flash-s123-fixedinit-s124-d123-b64ga4-formal,20260725-01-current-baselines-longer-mqar-2080ti-formal,flash,123,123,completed,4,4,2026-07-24T19:29:56.491902+00:00,2026-07-24T19:56:23.289157+00:00,1586.7972658060025,1,NVIDIA GeForce RTX 2080 Ti,float32_ieee_tf32_off,float32,not_applicable,ieee,False,64,16,4,256,4,1160390,0.06178122451150095,0.99523046875,0.9745625,0.996828125,0.995046875,0.998375,0.9959375,0.9745625,0.996828125,0.9745625,/home/lyj/mnt/project/zoology/checkpoints/fvqg-20260725-01-current-baselines-longer-mqar-2080ti/20260725-01-current-baselines-longer-mqar-2080ti-formal/flash-s123-fixedinit-s124-d123-b64ga4-formal/last.pt,e804804fee19d3cd22d8b9ab0c4a09a12068aa3880e5265b8c8f8f32f23782e2,04f7ede029aecba3cf0dae16ba82e39e539cbe6af070672f6e1fa06c3ef2a31f,/home/lyj/mnt/project/zoology/checkpoints/fvqg-20260725-01-current-baselines-longer-mqar-2080ti/20260725-01-current-baselines-longer-mqar-2080ti-formal/flash-s123-fixedinit-s124-d123-b64ga4-formal/best.pt,8ba011be8efa2f8b2198163c8e7a728cdc14261b0b3d46ead3003d733e80cac8,04f7ede029aecba3cf0dae16ba82e39e539cbe6af070672f6e1fa06c3ef2a31f,/home/lyj/mnt/project/zoology/zoology/experiments/flash_vqg/generated/20260725-01-current-baselines-longer-mqar-2080ti-formal/flash-s123-fixedinit-s124-d123-b64ga4-formal.json,23755faee0de6c2c735a1da8cb999967007cb09432d3ea1bb4f89ebde5645e96
20260725-01-current-baselines-longer-mqar,2080ti,flash-s124-fixedinit-s124-d123-b64ga4-formal,20260725-01-current-baselines-longer-mqar-2080ti-formal,flash,124,123,completed,4,4,2026-07-24T20:15:23.531520+00:00,2026-07-24T20:41:48.662488+00:00,1585.1309789188672,1,NVIDIA GeForce RTX 2080 Ti,float32_ieee_tf32_off,float32,not_applicable,ieee,False,64,16,4,256,4,1160390,0.12072645545898315,0.98695947265625,0.91254296875,0.9935859375,0.99409375,0.998265625,0.99383984375,0.91254296875,0.9935859375,0.91254296875,/home/lyj/mnt/project/zoology/checkpoints/fvqg-20260725-01-current-baselines-longer-mqar-2080ti/20260725-01-current-baselines-longer-mqar-2080ti-formal/flash-s124-fixedinit-s124-d123-b64ga4-formal/last.pt,66b2fc85f7238d0ee656c115b7e0080383d2f4be741a000a7abecca1f640c471,2b99ca677e62d22e4f2a9fa4d0eae0f22c9720ee809236916ba77a45c46f19cc,/home/lyj/mnt/project/zoology/checkpoints/fvqg-20260725-01-current-baselines-longer-mqar-2080ti/20260725-01-current-baselines-longer-mqar-2080ti-formal/flash-s124-fixedinit-s124-d123-b64ga4-formal/best.pt,3afd3be0cc3482799a38caa79760e4cc4a042732cfaec60bdd12dadd9caec677,1e81fb42d69fe7dab4000df549f97d7e65c6f413b9e5a27b9a0d85b4fae990c8,/home/lyj/mnt/project/zoology/zoology/experiments/flash_vqg/generated/20260725-01-current-baselines-longer-mqar-2080ti-formal/flash-s124-fixedinit-s124-d123-b64ga4-formal.json,76a8a24bc14ef1862f4e59f75fccb6774d58b58478172157bbb1b34e9407cef9
20260725-01-current-baselines-longer-mqar,2080ti,flash-s125-fixedinit-s124-d123-b64ga4-formal,20260725-01-current-baselines-longer-mqar-2080ti-formal,flash,125,123,completed,4,4,2026-07-24T21:00:43.468895+00:00,2026-07-24T21:27:08.050709+00:00,1584.58182647801,1,NVIDIA GeForce RTX 2080 Ti,float32_ieee_tf32_off,float32,not_applicable,ieee,False,64,16,4,256,4,1160390,0.06589244754609859,0.99457275390625,0.97009765625,0.99671875,0.993984375,0.9984375,0.9953515625,0.97009765625,0.99671875,0.97009765625,/home/lyj/mnt/project/zoology/checkpoints/fvqg-20260725-01-current-baselines-longer-mqar-2080ti/20260725-01-current-baselines-longer-mqar-2080ti-formal/flash-s125-fixedinit-s124-d123-b64ga4-formal/last.pt,f83cd2b1d9235888c8b92db8d9517d5fefa3067dfdcb261ca164e34aaf5b1771,a20416e8b550e3a7f9737ceb1f5ab404a34bbefcceb7e6b470f0cedb5f45f801,/home/lyj/mnt/project/zoology/checkpoints/fvqg-20260725-01-current-baselines-longer-mqar-2080ti/20260725-01-current-baselines-longer-mqar-2080ti-formal/flash-s125-fixedinit-s124-d123-b64ga4-formal/best.pt,4a455c3adf9d332d3ea3f4e5f88af9d39d5cbd1276cc3284b16accfffe7dd086,a20416e8b550e3a7f9737ceb1f5ab404a34bbefcceb7e6b470f0cedb5f45f801,/home/lyj/mnt/project/zoology/zoology/experiments/flash_vqg/generated/20260725-01-current-baselines-longer-mqar-2080ti-formal/flash-s125-fixedinit-s124-d123-b64ga4-formal.json,8304deb1b1dcea961ccbd768b54ccecc80057f695addaa355997af47691d224a
20260725-01-current-baselines-longer-mqar,2080ti,gdn-s123-fixedinit-s124-d123-b64ga4-formal,20260725-01-current-baselines-longer-mqar-2080ti-formal,gdn,123,123,completed,4,4,2026-07-24T19:56:27.230140+00:00,2026-07-24T20:15:19.554784+00:00,1132.324654466007,1,NVIDIA GeForce RTX 2080 Ti,float32_ieee_tf32_off,float32,float32,ieee,False,64,16,4,256,4,1335942,0.16895278509360245,0.99578955078125,0.96737109375,0.9999453125,0.999375,1.0,0.99966015625,0.96737109375,0.9999453125,0.96737109375,/home/lyj/mnt/project/zoology/checkpoints/fvqg-20260725-01-current-baselines-longer-mqar-2080ti/20260725-01-current-baselines-longer-mqar-2080ti-formal/gdn-s123-fixedinit-s124-d123-b64ga4-formal/last.pt,86e6ca05a1d11615d928643d8947b60b704f50ad5dc67d2462ee07ed55c8145f,c21cb50d4f9001c649ca70e584a6fb52f580c47d890460712b9fc9c34fa482aa,/home/lyj/mnt/project/zoology/checkpoints/fvqg-20260725-01-current-baselines-longer-mqar-2080ti/20260725-01-current-baselines-longer-mqar-2080ti-formal/gdn-s123-fixedinit-s124-d123-b64ga4-formal/best.pt,3e6b145dcb435f863bf7b09f8ea344da94a871f9ff26b183427aa55195c79a81,c21cb50d4f9001c649ca70e584a6fb52f580c47d890460712b9fc9c34fa482aa,/home/lyj/mnt/project/zoology/zoology/experiments/flash_vqg/generated/20260725-01-current-baselines-longer-mqar-2080ti-formal/gdn-s123-fixedinit-s124-d123-b64ga4-formal.json,8b54efa70e26576d9f7528c3c662d443e4966f538a8843568e10206cd44c661d
20260725-01-current-baselines-longer-mqar,2080ti,gdn-s124-fixedinit-s124-d123-b64ga4-formal,20260725-01-current-baselines-longer-mqar-2080ti-formal,gdn,124,123,completed,4,4,2026-07-24T20:41:52.612905+00:00,2026-07-24T21:00:39.523012+00:00,1126.9101186229382,1,NVIDIA GeForce RTX 2080 Ti,float32_ieee_tf32_off,float32,float32,ieee,False,64,16,4,256,4,1335942,0.17123541775857568,0.99566748046875,0.96635546875,0.99996875,0.999390625,1.0,0.9996796875,0.96635546875,0.99996875,0.96635546875,/home/lyj/mnt/project/zoology/checkpoints/fvqg-20260725-01-current-baselines-longer-mqar-2080ti/20260725-01-current-baselines-longer-mqar-2080ti-formal/gdn-s124-fixedinit-s124-d123-b64ga4-formal/last.pt,b5732f7001f6c35089254ab51fa2d0ee5a1c280b7a416ea24843e2f427399dbe,ce5133589a6175ef516691cb31fa73d1152bf6a00f5c24c4171cbc869ff4d44e,/home/lyj/mnt/project/zoology/checkpoints/fvqg-20260725-01-current-baselines-longer-mqar-2080ti/20260725-01-current-baselines-longer-mqar-2080ti-formal/gdn-s124-fixedinit-s124-d123-b64ga4-formal/best.pt,1d77d3e223e95f4895ed942742e62df61ef30d4be4ef6ada39aba5da60067a63,ce5133589a6175ef516691cb31fa73d1152bf6a00f5c24c4171cbc869ff4d44e,/home/lyj/mnt/project/zoology/zoology/experiments/flash_vqg/generated/20260725-01-current-baselines-longer-mqar-2080ti-formal/gdn-s124-fixedinit-s124-d123-b64ga4-formal.json,da0f46200625616678e6af11beeeb5befff5e96e26773b8b83fefce87e92af76
20260725-01-current-baselines-longer-mqar,2080ti,gdn-s125-fixedinit-s124-d123-b64ga4-formal,20260725-01-current-baselines-longer-mqar-2080ti-formal,gdn,125,123,completed,4,4,2026-07-24T21:27:12.022368+00:00,2026-07-24T21:45:56.334679+00:00,1124.3123196281958,1,NVIDIA GeForce RTX 2080 Ti,float32_ieee_tf32_off,float32,float32,ieee,False,64,16,4,256,4,1335942,0.16717036652872116,0.996248046875,0.9710625,0.999984375,0.9993125,1.0,0.9996484375,0.9710625,0.999984375,0.9710625,/home/lyj/mnt/project/zoology/checkpoints/fvqg-20260725-01-current-baselines-longer-mqar-2080ti/20260725-01-current-baselines-longer-mqar-2080ti-formal/gdn-s125-fixedinit-s124-d123-b64ga4-formal/last.pt,c5548f8d6b65a1eaf619f546e41054db714b23c0c6e75476c75602a3d568e873,3a63310d1b4252131564e42a922c2502ec6b9e4e558666600f42911f02bc9d84,/home/lyj/mnt/project/zoology/checkpoints/fvqg-20260725-01-current-baselines-longer-mqar-2080ti/20260725-01-current-baselines-longer-mqar-2080ti-formal/gdn-s125-fixedinit-s124-d123-b64ga4-formal/best.pt,4f308f52724278526bb115d28f3c99f40bb1150ce144aeac3cf545c1a312f626,3a63310d1b4252131564e42a922c2502ec6b9e4e558666600f42911f02bc9d84,/home/lyj/mnt/project/zoology/zoology/experiments/flash_vqg/generated/20260725-01-current-baselines-longer-mqar-2080ti-formal/gdn-s125-fixedinit-s124-d123-b64ga4-formal.json,185eead5f42a1d63cfa32f71c52dbf773f793bf3362635dc96957b246196215a
20260725-01-current-baselines-longer-mqar,3090,flash-s123-fixedinit-s124-d123-b64ga4-3090-formal,20260725-01-current-baselines-longer-mqar-3090-formal,flash,123,123,completed,4,4,2026-07-25T03:56:31.781082+00:00,2026-07-25T04:19:21.884615+00:00,1370.1035380652174,0,NVIDIA GeForce RTX 3090,float32_ieee_tf32_off,float32,not_applicable,ieee,False,64,16,4,256,4,1160390,0.08201234726676909,0.99205859375,0.953703125,0.994671875,0.994125,0.9983125,0.9943984375,0.953703125,0.994671875,0.953703125,/home/lyj/mnt/project/zoology/checkpoints/fvqg-20260725-01-current-baselines-longer-mqar-3090/20260725-01-current-baselines-longer-mqar-3090-formal/flash-s123-fixedinit-s124-d123-b64ga4-3090-formal/last.pt,6d1ae3ce529be8ae17db653d855d5b4265b615b80d059c52d131249de2b61251,f26cdde48c0d1183749414af96913d408c15b6930c97caea01dcfaf327e6a31e,/home/lyj/mnt/project/zoology/checkpoints/fvqg-20260725-01-current-baselines-longer-mqar-3090/20260725-01-current-baselines-longer-mqar-3090-formal/flash-s123-fixedinit-s124-d123-b64ga4-3090-formal/best.pt,a221172ac473984062fc27e4aa65c21ffec77db551372cb89cacbda55f36cce1,f26cdde48c0d1183749414af96913d408c15b6930c97caea01dcfaf327e6a31e,/home/lyj/mnt/project/zoology/zoology/experiments/flash_vqg/generated/20260725-01-current-baselines-longer-mqar-3090-formal/flash-s123-fixedinit-s124-d123-b64ga4-3090-formal.json,47d103c0259c756ad349b89c233b97634532a044ed9212df229b82b9a496d522
20260725-01-current-baselines-longer-mqar,3090,flash-s124-fixedinit-s124-d123-b64ga4-3090-formal,20260725-01-current-baselines-longer-mqar-3090-formal,flash,124,123,completed,4,4,2026-07-25T04:49:12.104887+00:00,2026-07-25T05:12:28.589712+00:00,1396.4848329322413,0,NVIDIA GeForce RTX 3090,float32_ieee_tf32_off,float32,not_applicable,ieee,False,64,16,4,256,4,1160390,0.0726760591958679,0.99335498046875,0.96164453125,0.9951328125,0.994671875,0.998328125,0.99490234375,0.96164453125,0.9951328125,0.96164453125,/home/lyj/mnt/project/zoology/checkpoints/fvqg-20260725-01-current-baselines-longer-mqar-3090/20260725-01-current-baselines-longer-mqar-3090-formal/flash-s124-fixedinit-s124-d123-b64ga4-3090-formal/last.pt,4fad7919672addabf7854ad6d0a2067520438d966211f9112fbc21898d622576,a4624f1ef83ab4ff58fa9c42857d619ae8dfe99b55f5c2c9201b0549051d23ac,/home/lyj/mnt/project/zoology/checkpoints/fvqg-20260725-01-current-baselines-longer-mqar-3090/20260725-01-current-baselines-longer-mqar-3090-formal/flash-s124-fixedinit-s124-d123-b64ga4-3090-formal/best.pt,196bd94b9c5594c6a2b51babbb4970011f52a5a776003acf1bfbee8a92749688,a4624f1ef83ab4ff58fa9c42857d619ae8dfe99b55f5c2c9201b0549051d23ac,/home/lyj/mnt/project/zoology/zoology/experiments/flash_vqg/generated/20260725-01-current-baselines-longer-mqar-3090-formal/flash-s124-fixedinit-s124-d123-b64ga4-3090-formal.json,6d2b90294e10a7c4386f5457a0352fd04f1e9e0dbbf2d85f43931720e180b0cd
20260725-01-current-baselines-longer-mqar,3090,flash-s125-fixedinit-s124-d123-b64ga4-3090-formal,20260725-01-current-baselines-longer-mqar-3090-formal,flash,125,123,completed,4,4,2026-07-25T05:40:51.988953+00:00,2026-07-25T06:04:21.712636+00:00,1409.72368635796,0,NVIDIA GeForce RTX 3090,float32_ieee_tf32_off,float32,not_applicable,ieee,False,64,16,4,256,4,1160390,0.05971379480869805,0.99549755859375,0.97678515625,0.9974765625,0.994578125,0.998609375,0.99602734375,0.97678515625,0.9974765625,0.97678515625,/home/lyj/mnt/project/zoology/checkpoints/fvqg-20260725-01-current-baselines-longer-mqar-3090/20260725-01-current-baselines-longer-mqar-3090-formal/flash-s125-fixedinit-s124-d123-b64ga4-3090-formal/last.pt,eacf6771b8a71ca0465dc596937ac124cf30768a3dbb5a1885da9ddb68c8cce5,730bf7c6f75c32b79a4b0c4e43abaaaf92c2f582c56d423b517c2acb19db687d,/home/lyj/mnt/project/zoology/checkpoints/fvqg-20260725-01-current-baselines-longer-mqar-3090/20260725-01-current-baselines-longer-mqar-3090-formal/flash-s125-fixedinit-s124-d123-b64ga4-3090-formal/best.pt,28daa600f9fa232e4621e0531bb8c467e067e57402809a948fc776e748123ee6,730bf7c6f75c32b79a4b0c4e43abaaaf92c2f582c56d423b517c2acb19db687d,/home/lyj/mnt/project/zoology/zoology/experiments/flash_vqg/generated/20260725-01-current-baselines-longer-mqar-3090-formal/flash-s125-fixedinit-s124-d123-b64ga4-3090-formal.json,048e5956c2e2cdbfc802694f933d1708a317ef4932feef9799505a416a68cb7b
20260725-01-current-baselines-longer-mqar,3090,gdn-s123-fixedinit-s124-d123-b64ga4-3090-formal,20260725-01-current-baselines-longer-mqar-3090-formal,gdn,123,123,completed,4,4,2026-07-25T04:19:25.285399+00:00,2026-07-25T04:49:08.601626+00:00,1783.316235226579,0,NVIDIA GeForce RTX 3090,float32_ieee_tf32_off,float32,float32,ieee,False,64,16,4,256,4,1335942,0.16772340829467997,0.99609326171875,0.96974609375,0.99996875,0.99940625,1.0,0.9996875,0.96974609375,0.99996875,0.96974609375,/home/lyj/mnt/project/zoology/checkpoints/fvqg-20260725-01-current-baselines-longer-mqar-3090/20260725-01-current-baselines-longer-mqar-3090-formal/gdn-s123-fixedinit-s124-d123-b64ga4-3090-formal/last.pt,f109a8a289256bc755d1c98d3418bab68c17602c2c5ac2f51bc7430233eafe9a,2f991584dc5e8f774a70504dc186f41288bec9f6f54049af2e96ed4d6a527dd4,/home/lyj/mnt/project/zoology/checkpoints/fvqg-20260725-01-current-baselines-longer-mqar-3090/20260725-01-current-baselines-longer-mqar-3090-formal/gdn-s123-fixedinit-s124-d123-b64ga4-3090-formal/best.pt,94fbcdbbbd3236d0d0d90febc3d3b4ece3cfa87b0e14f0a217868e9ce3b30f8e,2f991584dc5e8f774a70504dc186f41288bec9f6f54049af2e96ed4d6a527dd4,/home/lyj/mnt/project/zoology/zoology/experiments/flash_vqg/generated/20260725-01-current-baselines-longer-mqar-3090-formal/gdn-s123-fixedinit-s124-d123-b64ga4-3090-formal.json,2c6157c202834da12f9d4b866de4f1fde4aa5b7e9cec2a8247dafeb8411e3092
