run_id,launch_id,status,wall_clock_sec,wall_clock,oom,gpu,observed_peak_memory_used_mib,peak_memory_total_mib,peak_memory_source,created_at_utc,finished_at_utc
gated_delta_net-default-s123-d123-noearly4ep-b64-ga4-gdnkernel-fp32,flash-vqg-20260519-gdn-default-fp32-kernel-2026-05-19-05-00-58,completed,450.526,00:07:30,false,0,3483,11264,manual_nvidia_smi_samples_during_run,2026-05-19T05:00:58.978652+00:00,2026-05-19T05:08:29.504722+00:00
