run_id,launch_id,model,run_type,status,seed,data_seed,max_epochs,configured_max_epochs,early_stopping_disabled,validations_per_epoch,train_batch_size,eval_batch_size,gradient_accumulation_steps,effective_train_batch_size,batch_accum_profile,gdn_kernel_dtype_policy,outer_model_dtype,fla_kernel_input_dtype,gpu,gpu_name,gpu_compute_capability,wall_clock_sec,wall_clock,oom,observed_peak_memory_used_mib,peak_memory_total_mib,valid_loss,valid_accuracy,valid_mqar_case_accuracy_1024x256,valid_mqar_case_accuracy_512x128,valid_input_seq_len_accuracy_512,valid_input_seq_len_accuracy_1024,valid_num_kv_pairs_accuracy_128,valid_num_kv_pairs_accuracy_256,swanlab_url,swanlab_run_dir
gated_delta_net-default-s123-d123-noearly4ep-b64-ga4-gdnkernel-fp32,flash-vqg-20260519-gdn-default-fp32-kernel-2026-05-19-05-00-58,gated_delta_net_use_gate_false,gdn_kernel_dtype_probe,completed,123,123,4,4,true,1,64,16,4,256,64x4,float32,float32,float32,0,NVIDIA GeForce RTX 2080 Ti,7.5,450.526,00:07:30,false,3483,11264,0.34775078296661377,0.9622470703125,0.711828125,0.9876015625,0.99332421875,0.711828125,0.9876015625,0.711828125,https://swanlab.cn/@scu-mclab/flash_vqg_vs_gdn/runs/zj2djroxvi570stgq4om1,/home/lyj/mnt/project/zoology/swanlog/run-20260519_050103-zj2djroxvi570stgq4om1
