source_id,arm,seed,checkpoint_role,checkpoint_model_state_sha256,case,input_seq_len,num_kv_pairs,num_examples,batch_size,accuracy,loss,dataset_hash,wall_clock_sec
3090-factor-block-s123-bf16-last,factor-block,123,last,14be05a2b28993c92e811dda236a4e37a9e64efd46c136d04c44f4fc547901cb,256x64-n1000,256,64,1000,64,0.998359375,0.02406070402543992,b5a14d15ac1321e868ed153a60a440ab1170bf0bf9dbab035adeabc115b1a47d,8.224512428045273
3090-factor-block-s123-bf16-last,factor-block,123,last,14be05a2b28993c92e811dda236a4e37a9e64efd46c136d04c44f4fc547901cb,512x64-n1000,512,64,1000,64,0.9964375,0.04539322568196803,bdc202e48037c839a7c56b7e1f7c9c7d6f368d38e006a46d739da726c94fd649,8.50006723869592
3090-factor-block-s123-bf16-last,factor-block,123,last,14be05a2b28993c92e811dda236a4e37a9e64efd46c136d04c44f4fc547901cb,512x128-n1000,512,128,1000,64,0.9888046875,0.12499965564534068,042872131264d4b41ea03a6cdbf7733e3e4301ca773349ec9434d827bd9c4a5e,8.450697373598814
3090-factor-block-s123-bf16-last,factor-block,123,last,14be05a2b28993c92e811dda236a4e37a9e64efd46c136d04c44f4fc547901cb,1024x256-n1000,1024,256,1000,64,0.71230859375,1.818781438112259,4e659938a27b5e33a3d99d261f1b2680fdeb1cd8c74363ea5a71ac4d1c36296c,9.935740158893168
3090-factor-block-s123-bf16-last,factor-block,123,last,14be05a2b28993c92e811dda236a4e37a9e64efd46c136d04c44f4fc547901cb,1024x256-n500,1024,256,500,64,0.7133046875,1.816991938829422,f30f1e09e1300deb2e0f430d7c50c47a77f58f43657aa4d6f425f938a91a9acb,8.56708902399987
3090-factor-block-s123-bf16-last,factor-block,123,last,14be05a2b28993c92e811dda236a4e37a9e64efd46c136d04c44f4fc547901cb,2048x512-n500,2048,512,500,32,0.180640625,7.462277781486511,e446efc9f4dc774377c56c403a468c747870beb18ff0320f15df794dcb69f015,9.722375572659075
3090-factor-block-s123-bf16-last,factor-block,123,last,14be05a2b28993c92e811dda236a4e37a9e64efd46c136d04c44f4fc547901cb,4096x1024-n500,4096,1024,500,16,0.0136015625,11.37490763092041,0981292ce8ebea1402a4c3a7a6655dfc1de42688c329bd5ea921541a0f1d16ed,13.920646504499018
3090-factor-block-s123-bf16-last,factor-block,123,last,14be05a2b28993c92e811dda236a4e37a9e64efd46c136d04c44f4fc547901cb,8190x512-n500,8190,512,500,8,0.109078125,9.585462434768676,37a8533a985fabd3db03daf9dfd3a8e0936513ab724039c63b9a22bf352d002d,26.047138068825006
3090-factor-block-s123-bf16-last,factor-block,123,last,14be05a2b28993c92e811dda236a4e37a9e64efd46c136d04c44f4fc547901cb,8190x2047-n500,8190,2047,500,8,0.0004044943822082132,12.372637607574463,8c16a91ea127bb7bf2130238ecd56b49fb1fd73bb3e0c2f4c586ddba8e9b97a9,26.01285520941019
3090-factor-block-s125-bf16-best,factor-block,125,best,2dd05c1af8f4104ed97baafb0227dec807854e81bf0b2e675d20d28bd7d020f8,64x4-n1000,64,4,1000,64,0.99975,0.023736324237659572,59caf02282ef418abc77da09411e4dd086ec2be1f3a8df5bef214a3311d9fead,7.690425302833319
3090-factor-block-s125-bf16-best,factor-block,125,best,2dd05c1af8f4104ed97baafb0227dec807854e81bf0b2e675d20d28bd7d020f8,64x8-n1000,64,8,1000,64,1.0,0.02360562754608691,712f2ed078441018d5e5105403984e30f54b89ce85313998e4ffaed260977d1b,7.965140290558338
3090-factor-block-s125-bf16-best,factor-block,125,best,2dd05c1af8f4104ed97baafb0227dec807854e81bf0b2e675d20d28bd7d020f8,64x16-n1000,64,16,1000,64,0.9999375,0.02507657396234572,7298e6d64228dc9b8e75d90a58ceed496d8665e6ebf015689030e2593ffbf970,7.968998895026743
3090-factor-block-s125-bf16-best,factor-block,125,best,2dd05c1af8f4104ed97baafb0227dec807854e81bf0b2e675d20d28bd7d020f8,128x32-n1000,128,32,1000,64,0.99975,0.028141819635406136,a23066631270a2b388cbcbb247516054c1ccd018cd0270e1167315940e48a0a9,7.82570762000978
3090-factor-block-s125-bf16-best,factor-block,125,best,2dd05c1af8f4104ed97baafb0227dec807854e81bf0b2e675d20d28bd7d020f8,256x64-n1000,256,64,1000,64,0.997015625,0.0874351515211165,b5a14d15ac1321e868ed153a60a440ab1170bf0bf9dbab035adeabc115b1a47d,8.011962328106165
3090-factor-block-s125-bf16-best,factor-block,125,best,2dd05c1af8f4104ed97baafb0227dec807854e81bf0b2e675d20d28bd7d020f8,512x64-n1000,512,64,1000,64,0.994953125,0.11630783957242966,bdc202e48037c839a7c56b7e1f7c9c7d6f368d38e006a46d739da726c94fd649,8.550082512199879
3090-factor-block-s125-bf16-best,factor-block,125,best,2dd05c1af8f4104ed97baafb0227dec807854e81bf0b2e675d20d28bd7d020f8,512x128-n1000,512,128,1000,64,0.992625,0.1962801524847746,042872131264d4b41ea03a6cdbf7733e3e4301ca773349ec9434d827bd9c4a5e,8.65571556519717
