queue	machine	target	variant	gpu	pid	status	log	config_json	result_json	started_at	finished_at
repro-3090-gpu0	3090	r16-update-softcap0p5-injwarm512-rerun	r16-update-softcap0p5-injwarm512-rerun	0		pending	/home/lyj/mnt/project/zoology/zoology/experiments/flash_vqg/scripts/20260707-01-flash-vqg-r8-r16-joint-repro/outputs/repro-3090-gpu0-r16-update-softcap0p5-injwarm512-rerun-20260707T094133Z-3090only-r16-formal/logs/r16-update-softcap0p5-injwarm512-rerun.log	/home/lyj/mnt/project/zoology/zoology/experiments/flash_vqg/scripts/20260707-01-flash-vqg-r8-r16-joint-repro/outputs/repro-3090-gpu0-r16-update-softcap0p5-injwarm512-rerun-20260707T094133Z-3090only-r16-formal/configs/r16-update-softcap0p5-injwarm512-rerun.json	/home/lyj/mnt/project/zoology/zoology/experiments/flash_vqg/scripts/20260707-01-flash-vqg-r8-r16-joint-repro/outputs/repro-3090-gpu0-r16-update-softcap0p5-injwarm512-rerun-20260707T094133Z-3090only-r16-formal/results/r16-update-softcap0p5-injwarm512-rerun.json		
repro-3090-gpu0	3090	r16-update-softcap0p5-injwarm512-rerun	r16-update-softcap0p5-injwarm512-rerun	0	3844587	train-started	/home/lyj/mnt/project/zoology/zoology/experiments/flash_vqg/scripts/20260707-01-flash-vqg-r8-r16-joint-repro/outputs/repro-3090-gpu0-r16-update-softcap0p5-injwarm512-rerun-20260707T094133Z-3090only-r16-formal/logs/r16-update-softcap0p5-injwarm512-rerun.log	/home/lyj/mnt/project/zoology/zoology/experiments/flash_vqg/scripts/20260707-01-flash-vqg-r8-r16-joint-repro/outputs/repro-3090-gpu0-r16-update-softcap0p5-injwarm512-rerun-20260707T094133Z-3090only-r16-formal/configs/r16-update-softcap0p5-injwarm512-rerun.json	/home/lyj/mnt/project/zoology/zoology/experiments/flash_vqg/scripts/20260707-01-flash-vqg-r8-r16-joint-repro/outputs/repro-3090-gpu0-r16-update-softcap0p5-injwarm512-rerun-20260707T094133Z-3090only-r16-formal/results/r16-update-softcap0p5-injwarm512-rerun.json	2026-07-07T09:41:51+00:00	
repro-3090-gpu0	3090	r16-update-softcap0p5-injwarm512-rerun	r16-update-softcap0p5-injwarm512-rerun	0	3844587	completed	/home/lyj/mnt/project/zoology/zoology/experiments/flash_vqg/scripts/20260707-01-flash-vqg-r8-r16-joint-repro/outputs/repro-3090-gpu0-r16-update-softcap0p5-injwarm512-rerun-20260707T094133Z-3090only-r16-formal/logs/r16-update-softcap0p5-injwarm512-rerun.log	/home/lyj/mnt/project/zoology/zoology/experiments/flash_vqg/scripts/20260707-01-flash-vqg-r8-r16-joint-repro/outputs/repro-3090-gpu0-r16-update-softcap0p5-injwarm512-rerun-20260707T094133Z-3090only-r16-formal/configs/r16-update-softcap0p5-injwarm512-rerun.json	/home/lyj/mnt/project/zoology/zoology/experiments/flash_vqg/scripts/20260707-01-flash-vqg-r8-r16-joint-repro/outputs/repro-3090-gpu0-r16-update-softcap0p5-injwarm512-rerun-20260707T094133Z-3090only-r16-formal/results/r16-update-softcap0p5-injwarm512-rerun.json	2026-07-07T09:41:51+00:00	2026-07-07T11:01:51+00:00
