launch_id,sweep_id,run_id,source,status,project,entity,experiment_id,run_url,run_dir,backup_file,available_metrics,created_at_utc,finished_at_utc,seed,data_seed,learning_rate,d_model,n_layers,train_batch_order,block_len,local_num_blocks,if_remote_enabled,num_codebook_vectors,num_heads,use_time_mixing,fox_remote_path_backend,fox_remote_read_topk,read_mode,experiment_part,experiment_mode,fox_clr_selector_mode,fox_clr_merge_mode,fox_clr_gate_mode,fox_clr_lambda_remote,fox_clr_gate_init_bias,fox_clr_residual_update_mode,fox_clr_residual_forget_mode,fox_clr_state_write_topk,fox_clr_delta_target_mode
flash-vqg-20260420-gated-delta-write-tail-2026-04-20-09-43-23,flash-vqg-20260420-gated-delta-write-tail,dense-t025-delta-only-s123-d123,local,completed,flash_vqg_clr_v1_mainline,scu-mclab,w6bwqtlo26t11kzatykv3,https://swanlab.cn/@scu-mclab/flash_vqg_clr_v1_mainline/runs/w6bwqtlo26t11kzatykv3,/home/lyj/mnt/project/zoology/swanlog/run-20260420_094327-w6bwqtlo26t11kzatykv3,/home/lyj/mnt/project/zoology/swanlog/run-20260420_094327-w6bwqtlo26t11kzatykv3/backup.swanlab,"['attn/den_min', 'attn/nan_inf_count', 'attn/o_remote_energy_ratio', 'attn/remote_routing_entropy', 'train/loss', 'valid/accuracy', 'valid/attn/den_min', 'valid/attn/nan_inf_count', 'valid/attn/o_remote_energy_ratio', 'valid/attn/remote_routing_entropy', 'valid/input_seq_len/accuracy-1024', 'valid/input_seq_len/accuracy-128', 'valid/input_seq_len/accuracy-256', 'valid/input_seq_len/accuracy-512', 'valid/input_seq_len/accuracy-64', 'valid/loss', 'valid/mqar_case/accuracy-1024x256', 'valid/mqar_case/accuracy-128x32', 'valid/mqar_case/accuracy-256x64', 'valid/mqar_case/accuracy-512x128', 'valid/mqar_case/accuracy-512x64', 'valid/mqar_case/accuracy-64x16', 'valid/mqar_case/accuracy-64x4', 'valid/mqar_case/accuracy-64x8', 'valid/num_kv_pairs/accuracy-128', 'valid/num_kv_pairs/accuracy-16', 'valid/num_kv_pairs/accuracy-256', 'valid/num_kv_pairs/accuracy-32', 'valid/num_kv_pairs/accuracy-4', 'valid/num_kv_pairs/accuracy-64', 'valid/num_kv_pairs/accuracy-8', 'valid/vq/c_entropy', 'valid/vq/c_usage_mean', 'valid/vq/relative_err_mean', 'valid/vq/write_entropy_mean', 'valid/vq/write_top1_mass_mean', 'vq/c_entropy', 'vq/c_usage_mean', 'vq/relative_err_mean', 'vq/write_entropy_mean', 'vq/write_top1_mass_mean']",,,123,123,0.001,128,2,global_shuffle,32,2,True,128,2,kv_shift,torch,2,top2,gated_delta_write,delta,den_aware,shared_den,off,1.0,-2.0,delta,global,4,residual_to_coarse
flash-vqg-20260420-gated-delta-write-tail-2026-04-20-09-43-23,flash-vqg-20260420-gated-delta-write-tail,dense-t025-gated-delta-s123-d123,local,completed,flash_vqg_clr_v1_mainline,scu-mclab,fyi0u9gtvircbs76p8t5h,https://swanlab.cn/@scu-mclab/flash_vqg_clr_v1_mainline/runs/fyi0u9gtvircbs76p8t5h,/home/lyj/mnt/project/zoology/swanlog/run-20260420_094327-fyi0u9gtvircbs76p8t5h,/home/lyj/mnt/project/zoology/swanlog/run-20260420_094327-fyi0u9gtvircbs76p8t5h/backup.swanlab,"['attn/den_min', 'attn/nan_inf_count', 'attn/o_remote_energy_ratio', 'attn/remote_routing_entropy', 'train/loss', 'valid/accuracy', 'valid/attn/den_min', 'valid/attn/nan_inf_count', 'valid/attn/o_remote_energy_ratio', 'valid/attn/remote_routing_entropy', 'valid/input_seq_len/accuracy-1024', 'valid/input_seq_len/accuracy-128', 'valid/input_seq_len/accuracy-256', 'valid/input_seq_len/accuracy-512', 'valid/input_seq_len/accuracy-64', 'valid/loss', 'valid/mqar_case/accuracy-1024x256', 'valid/mqar_case/accuracy-128x32', 'valid/mqar_case/accuracy-256x64', 'valid/mqar_case/accuracy-512x128', 'valid/mqar_case/accuracy-512x64', 'valid/mqar_case/accuracy-64x16', 'valid/mqar_case/accuracy-64x4', 'valid/mqar_case/accuracy-64x8', 'valid/num_kv_pairs/accuracy-128', 'valid/num_kv_pairs/accuracy-16', 'valid/num_kv_pairs/accuracy-256', 'valid/num_kv_pairs/accuracy-32', 'valid/num_kv_pairs/accuracy-4', 'valid/num_kv_pairs/accuracy-64', 'valid/num_kv_pairs/accuracy-8', 'valid/vq/c_entropy', 'valid/vq/c_usage_mean', 'valid/vq/relative_err_mean', 'valid/vq/write_entropy_mean', 'valid/vq/write_top1_mass_mean', 'vq/c_entropy', 'vq/c_usage_mean', 'vq/relative_err_mean', 'vq/write_entropy_mean', 'vq/write_top1_mass_mean']",,,123,123,0.001,128,2,global_shuffle,32,2,True,128,2,kv_shift,torch,2,top2,gated_delta_write,delta_code_aware,den_aware,shared_den,off,1.0,-2.0,delta,code_aware,4,residual_to_coarse
