checkpoint_hash,checkpoint_hash_algorithm,official_core_constraint_status,selected_core_subset,source_actual_kernel_dtype,source_artifact,source_batch_accum_profile,source_ckpt_epoch,source_ckpt_exists,source_ckpt_identity,source_ckpt_mtime_utc,source_ckpt_path,source_ckpt_path_abs,source_ckpt_sha256,source_ckpt_size_bytes,source_ckpt_step,source_ckpt_type,source_comparison_scope,source_config,source_config_family,source_config_id,source_configured_max_epochs,source_conv_size,source_data_seed,source_dtype_policy,source_dynamic_capacity_per_layer,source_dynamic_capacity_total,source_early_stopping_disabled,source_effective_train_batch_size,source_eval_batch_size,source_expand_v,source_final_epoch,source_final_valid_accuracy,source_final_valid_loss,source_final_valid_mqar_case_accuracy_1024x256,source_gdn_kernel_dtype,source_gradient_accumulation_steps,source_hidden_states_dtype,source_kernel_input_dtype,source_ledger_path,source_model_family,source_num_heads,source_outer_model_dtype,source_role,source_run_id,source_run_type,source_scope,source_seed,source_train_batch_size,source_train_config_path,source_train_config_path_abs,source_train_config_sha256,source_trainable_params,source_use_gate,source_use_short_conv,source_validations_per_epoch
ad9afdaf8f77550160522eb1a692e3e7912e4829d5ef5566aae79212f4d17154,sha256,tmp_only_not_official,false,float32,/home/lyj/mnt/project/worktrees/fla-kblocked/zoology/artifacts/fla-kblocked-kernel/longer-mqar-ek16-ev1-retry-ieee-20260528T020346Z,b64_ga4,3,true,sha256:ad9afdaf8f77550160522eb1a692e3e7912e4829d5ef5566aae79212f4d17154,2026-05-28T02:18:36.400669+00:00,checkpoints/flash-vqg-20260528-kblocked-probe-ek16-ev1-retry-ieee-20260528T020346Z-2026-05-28-02-06-08/gdnxk-h2-ek16-ev1-s123-d123-b64-ga4-fp32-noearly4ep-retry-ieee-20260528T020346Z/last.pt,/home/lyj/mnt/project/worktrees/fla-kblocked/zoology/checkpoints/flash-vqg-20260528-kblocked-probe-ek16-ev1-retry-ieee-20260528T020346Z-2026-05-28-02-06-08/gdnxk-h2-ek16-ev1-s123-d123-b64-ga4-fp32-noearly4ep-retry-ieee-20260528T020346Z/last.pt,ad9afdaf8f77550160522eb1a692e3e7912e4829d5ef5566aae79212f4d17154,10770175,,last.pt_epoch4_final,tmp_only_kblocked_research_probe,gdnxk-h2-ek16-ev1-kblocked-ieee-s123-d123,gdnxk-h2-ek16-ev1-kblocked-ieee,gdnxk-h2-ek16-ev1-kblocked-ieee,4,4,123,float32,131072,131072,true,256,16,1,4,0.974,0.251,0.792,float32,4,float32,float32,tmp-only-kblocked-manual-source,gdn,2,float32,true_expanded_k_gdn_kblocked_probe,gdnxk-h2-ek16-ev1-s123-d123-b64-ga4-fp32-noearly4ep-retry-ieee-20260528T020346Z,training_probe_tmp_only,tmp_only_kblocked_research_probe,123,64,checkpoints/flash-vqg-20260528-kblocked-probe-ek16-ev1-retry-ieee-20260528T020346Z-2026-05-28-02-06-08/gdnxk-h2-ek16-ev1-s123-d123-b64-ga4-fp32-noearly4ep-retry-ieee-20260528T020346Z/train_config.json,/home/lyj/mnt/project/worktrees/fla-kblocked/zoology/checkpoints/flash-vqg-20260528-kblocked-probe-ek16-ev1-retry-ieee-20260528T020346Z-2026-05-28-02-06-08/gdnxk-h2-ek16-ev1-s123-d123-b64-ga4-fp32-noearly4ep-retry-ieee-20260528T020346Z/train_config.json,79b0f943d748d986efeb86ff630067a4e56d8f2a5d50e5165eb0d73cbc0491f3,1641414,true,true,2
