accuracy,ci95_high,ci95_low,config_override,correct,dataset_hash,distance_bucket,distance_def,eval_batch_size,eval_seed,model_label,n,run_status,seed,slice_num_kv_pairs,slice_seq_len,source_config_family,source_model_family,source_run_id,stderr,variant,variant_label
0.7527618395,0.7605867068,0.7449369722,{},8790,c0d72f24f32e8afcd192453a15113cee60455375a8563fbf8b3cfd3ba191f68f,257-512,query_pos-value_pos,8,123,gdn-h2-ev16-s123,11677,completed,123,512,4096,gdn-h2-ev16-usegate0,gdn,gdn-h2-ev16-s123-d123-b64-ga4-fp32-noearly4ep,0.0039922792,full,gdn-h2-ev16-s123:full
0.2987547254,0.3019079197,0.2956015310,{},24183,c0d72f24f32e8afcd192453a15113cee60455375a8563fbf8b3cfd3ba191f68f,513-1024,query_pos-value_pos,8,123,gdn-h2-ev16-s123,80946,completed,123,512,4096,gdn-h2-ev16-usegate0,gdn,gdn-h2-ev16-s123-d123-b64-ga4-fp32-noearly4ep,0.0016087726,full,gdn-h2-ev16-s123:full
0.2153402595,0.2178806048,0.2127999141,{},21660,c0d72f24f32e8afcd192453a15113cee60455375a8563fbf8b3cfd3ba191f68f,1025-2048,query_pos-value_pos,8,123,gdn-h2-ev16-s123,100585,completed,123,512,4096,gdn-h2-ev16-usegate0,gdn,gdn-h2-ev16-s123-d123-b64-ga4-fp32-noearly4ep,0.0012960946,full,gdn-h2-ev16-s123:full
0.1496848398,0.1525032211,0.1468664585,{},9214,c0d72f24f32e8afcd192453a15113cee60455375a8563fbf8b3cfd3ba191f68f,2049-4096,query_pos-value_pos,8,123,gdn-h2-ev16-s123,61556,completed,123,512,4096,gdn-h2-ev16-usegate0,gdn,gdn-h2-ev16-s123-d123-b64-ga4-fp32-noearly4ep,0.0014379496,full,gdn-h2-ev16-s123:full
,,,{},0,c0d72f24f32e8afcd192453a15113cee60455375a8563fbf8b3cfd3ba191f68f,>4096,query_pos-value_pos,8,123,gdn-h2-ev16-s123,0,completed,123,512,4096,gdn-h2-ev16-usegate0,gdn,gdn-h2-ev16-s123-d123-b64-ga4-fp32-noearly4ep,,full,gdn-h2-ev16-s123:full
,,,{},0,0981292ce8ebea1402a4c3a7a6655dfc1de42688c329bd5ea921541a0f1d16ed,<=32,query_pos-value_pos,8,123,gdn-h2-ev16-s123,0,completed,123,1024,4096,gdn-h2-ev16-usegate0,gdn,gdn-h2-ev16-s123-d123-b64-ga4-fp32-noearly4ep,,full,gdn-h2-ev16-s123:full
,,,{},0,0981292ce8ebea1402a4c3a7a6655dfc1de42688c329bd5ea921541a0f1d16ed,33-64,query_pos-value_pos,8,123,gdn-h2-ev16-s123,0,completed,123,1024,4096,gdn-h2-ev16-usegate0,gdn,gdn-h2-ev16-s123-d123-b64-ga4-fp32-noearly4ep,,full,gdn-h2-ev16-s123:full
,,,{},0,0981292ce8ebea1402a4c3a7a6655dfc1de42688c329bd5ea921541a0f1d16ed,65-128,query_pos-value_pos,8,123,gdn-h2-ev16-s123,0,completed,123,1024,4096,gdn-h2-ev16-usegate0,gdn,gdn-h2-ev16-s123-d123-b64-ga4-fp32-noearly4ep,,full,gdn-h2-ev16-s123:full
,,,{},0,0981292ce8ebea1402a4c3a7a6655dfc1de42688c329bd5ea921541a0f1d16ed,129-256,query_pos-value_pos,8,123,gdn-h2-ev16-s123,0,completed,123,1024,4096,gdn-h2-ev16-usegate0,gdn,gdn-h2-ev16-s123-d123-b64-ga4-fp32-noearly4ep,,full,gdn-h2-ev16-s123:full
0.8888888889,1.0000000000,0.6835660309,{},8,0981292ce8ebea1402a4c3a7a6655dfc1de42688c329bd5ea921541a0f1d16ed,257-512,query_pos-value_pos,8,123,gdn-h2-ev16-s123,9,completed,123,1024,4096,gdn-h2-ev16-usegate0,gdn,gdn-h2-ev16-s123-d123-b64-ga4-fp32-noearly4ep,0.1047565602,full,gdn-h2-ev16-s123:full
0.3645102374,0.3737590487,0.3552614262,{},3792,0981292ce8ebea1402a4c3a7a6655dfc1de42688c329bd5ea921541a0f1d16ed,513-1024,query_pos-value_pos,8,123,gdn-h2-ev16-s123,10403,completed,123,1024,4096,gdn-h2-ev16-usegate0,gdn,gdn-h2-ev16-s123-d123-b64-ga4-fp32-noearly4ep,0.0047187813,full,gdn-h2-ev16-s123:full
0.1258821792,0.1271312949,0.1246330636,{},34104,0981292ce8ebea1402a4c3a7a6655dfc1de42688c329bd5ea921541a0f1d16ed,1025-2048,query_pos-value_pos,8,123,gdn-h2-ev16-s123,270920,completed,123,1024,4096,gdn-h2-ev16-usegate0,gdn,gdn-h2-ev16-s123-d123-b64-ga4-fp32-noearly4ep,0.0006373039,full,gdn-h2-ev16-s123:full
0.0243250039,0.0249537010,0.0236963068,{},5611,0981292ce8ebea1402a4c3a7a6655dfc1de42688c329bd5ea921541a0f1d16ed,2049-4096,query_pos-value_pos,8,123,gdn-h2-ev16-s123,230668,completed,123,1024,4096,gdn-h2-ev16-usegate0,gdn,gdn-h2-ev16-s123-d123-b64-ga4-fp32-noearly4ep,0.0003207638,full,gdn-h2-ev16-s123:full
,,,{},0,0981292ce8ebea1402a4c3a7a6655dfc1de42688c329bd5ea921541a0f1d16ed,>4096,query_pos-value_pos,8,123,gdn-h2-ev16-s123,0,completed,123,1024,4096,gdn-h2-ev16-usegate0,gdn,gdn-h2-ev16-s123-d123-b64-ga4-fp32-noearly4ep,,full,gdn-h2-ev16-s123:full
,,,{},0,f30f1e09e1300deb2e0f430d7c50c47a77f58f43657aa4d6f425f938a91a9acb,<=32,query_pos-value_pos,8,123,gdn-h2-ev10-s123,0,invalid,123,256,1024,gdn-h2-ev10-usegate0,gdn,gdn-h2-ev10-s123-d123-b64-ga4-fp32-noearly4ep,,full,gdn-h2-ev10-s123:full
,,,{},0,f30f1e09e1300deb2e0f430d7c50c47a77f58f43657aa4d6f425f938a91a9acb,33-64,query_pos-value_pos,8,123,gdn-h2-ev10-s123,0,invalid,123,256,1024,gdn-h2-ev10-usegate0,gdn,gdn-h2-ev10-s123-d123-b64-ga4-fp32-noearly4ep,,full,gdn-h2-ev10-s123:full
1.0000000000,1.0000000000,1.0000000000,{},2,f30f1e09e1300deb2e0f430d7c50c47a77f58f43657aa4d6f425f938a91a9acb,65-128,query_pos-value_pos,8,123,gdn-h2-ev10-s123,2,invalid,123,256,1024,gdn-h2-ev10-usegate0,gdn,gdn-h2-ev10-s123-d123-b64-ga4-fp32-noearly4ep,0.0000000000,full,gdn-h2-ev10-s123:full
0.9977409639,0.9995465264,0.9959354014,{},2650,f30f1e09e1300deb2e0f430d7c50c47a77f58f43657aa4d6f425f938a91a9acb,129-256,query_pos-value_pos,8,123,gdn-h2-ev10-s123,2656,invalid,123,256,1024,gdn-h2-ev10-usegate0,gdn,gdn-h2-ev10-s123-d123-b64-ga4-fp32-noearly4ep,0.0009212054,full,gdn-h2-ev10-s123:full
0.9248302976,0.9268133402,0.9228472549,{},62808,f30f1e09e1300deb2e0f430d7c50c47a77f58f43657aa4d6f425f938a91a9acb,257-512,query_pos-value_pos,8,123,gdn-h2-ev10-s123,67913,invalid,123,256,1024,gdn-h2-ev10-usegate0,gdn,gdn-h2-ev10-s123-d123-b64-ga4-fp32-noearly4ep,0.0010117565,full,gdn-h2-ev10-s123:full
0.7803548730,0.7837409537,0.7769687923,{},44815,f30f1e09e1300deb2e0f430d7c50c47a77f58f43657aa4d6f425f938a91a9acb,513-1024,query_pos-value_pos,8,123,gdn-h2-ev10-s123,57429,invalid,123,256,1024,gdn-h2-ev10-usegate0,gdn,gdn-h2-ev10-s123-d123-b64-ga4-fp32-noearly4ep,0.0017275922,full,gdn-h2-ev10-s123:full
,,,{},0,f30f1e09e1300deb2e0f430d7c50c47a77f58f43657aa4d6f425f938a91a9acb,1025-2048,query_pos-value_pos,8,123,gdn-h2-ev10-s123,0,invalid,123,256,1024,gdn-h2-ev10-usegate0,gdn,gdn-h2-ev10-s123-d123-b64-ga4-fp32-noearly4ep,,full,gdn-h2-ev10-s123:full
,,,{},0,f30f1e09e1300deb2e0f430d7c50c47a77f58f43657aa4d6f425f938a91a9acb,2049-4096,query_pos-value_pos,8,123,gdn-h2-ev10-s123,0,invalid,123,256,1024,gdn-h2-ev10-usegate0,gdn,gdn-h2-ev10-s123-d123-b64-ga4-fp32-noearly4ep,,full,gdn-h2-ev10-s123:full
,,,{},0,f30f1e09e1300deb2e0f430d7c50c47a77f58f43657aa4d6f425f938a91a9acb,>4096,query_pos-value_pos,8,123,gdn-h2-ev10-s123,0,invalid,123,256,1024,gdn-h2-ev10-usegate0,gdn,gdn-h2-ev10-s123-d123-b64-ga4-fp32-noearly4ep,,full,gdn-h2-ev10-s123:full
,,,{},0,e446efc9f4dc774377c56c403a468c747870beb18ff0320f15df794dcb69f015,<=32,query_pos-value_pos,8,123,gdn-h2-ev10-s123,0,invalid,123,512,2048,gdn-h2-ev10-usegate0,gdn,gdn-h2-ev10-s123-d123-b64-ga4-fp32-noearly4ep,,full,gdn-h2-ev10-s123:full
,,,{},0,e446efc9f4dc774377c56c403a468c747870beb18ff0320f15df794dcb69f015,33-64,query_pos-value_pos,8,123,gdn-h2-ev10-s123,0,invalid,123,512,2048,gdn-h2-ev10-usegate0,gdn,gdn-h2-ev10-s123-d123-b64-ga4-fp32-noearly4ep,,full,gdn-h2-ev10-s123:full
,,,{},0,e446efc9f4dc774377c56c403a468c747870beb18ff0320f15df794dcb69f015,65-128,query_pos-value_pos,8,123,gdn-h2-ev10-s123,0,invalid,123,512,2048,gdn-h2-ev10-usegate0,gdn,gdn-h2-ev10-s123-d123-b64-ga4-fp32-noearly4ep,,full,gdn-h2-ev10-s123:full
1.0000000000,1.0000000000,1.0000000000,{},12,e446efc9f4dc774377c56c403a468c747870beb18ff0320f15df794dcb69f015,129-256,query_pos-value_pos,8,123,gdn-h2-ev10-s123,12,invalid,123,512,2048,gdn-h2-ev10-usegate0,gdn,gdn-h2-ev10-s123-d123-b64-ga4-fp32-noearly4ep,0.0000000000,full,gdn-h2-ev10-s123:full
0.9170264689,0.9244340335,0.9096189044,{},4885,e446efc9f4dc774377c56c403a468c747870beb18ff0320f15df794dcb69f015,257-512,query_pos-value_pos,8,123,gdn-h2-ev10-s123,5327,invalid,123,512,2048,gdn-h2-ev10-usegate0,gdn,gdn-h2-ev10-s123-d123-b64-ga4-fp32-noearly4ep,0.0037793697,full,gdn-h2-ev10-s123:full
0.4889651609,0.4916270055,0.4863033164,{},66245,e446efc9f4dc774377c56c403a468c747870beb18ff0320f15df794dcb69f015,513-1024,query_pos-value_pos,8,123,gdn-h2-ev10-s123,135480,invalid,123,512,2048,gdn-h2-ev10-usegate0,gdn,gdn-h2-ev10-s123-d123-b64-ga4-fp32-noearly4ep,0.0013580840,full,gdn-h2-ev10-s123:full
0.1918198314,0.1940937059,0.1895459569,{},22094,e446efc9f4dc774377c56c403a468c747870beb18ff0320f15df794dcb69f015,1025-2048,query_pos-value_pos,8,123,gdn-h2-ev10-s123,115181,invalid,123,512,2048,gdn-h2-ev10-usegate0,gdn,gdn-h2-ev10-s123-d123-b64-ga4-fp32-noearly4ep,0.0011601401,full,gdn-h2-ev10-s123:full
,,,{},0,e446efc9f4dc774377c56c403a468c747870beb18ff0320f15df794dcb69f015,2049-4096,query_pos-value_pos,8,123,gdn-h2-ev10-s123,0,invalid,123,512,2048,gdn-h2-ev10-usegate0,gdn,gdn-h2-ev10-s123-d123-b64-ga4-fp32-noearly4ep,,full,gdn-h2-ev10-s123:full
,,,{},0,e446efc9f4dc774377c56c403a468c747870beb18ff0320f15df794dcb69f015,>4096,query_pos-value_pos,8,123,gdn-h2-ev10-s123,0,invalid,123,512,2048,gdn-h2-ev10-usegate0,gdn,gdn-h2-ev10-s123-d123-b64-ga4-fp32-noearly4ep,,full,gdn-h2-ev10-s123:full
,,,{},0,c0d72f24f32e8afcd192453a15113cee60455375a8563fbf8b3cfd3ba191f68f,<=32,query_pos-value_pos,8,123,gdn-h2-ev10-s123,0,completed,123,512,4096,gdn-h2-ev10-usegate0,gdn,gdn-h2-ev10-s123-d123-b64-ga4-fp32-noearly4ep,,full,gdn-h2-ev10-s123:full
1.0000000000,1.0000000000,1.0000000000,{},1,c0d72f24f32e8afcd192453a15113cee60455375a8563fbf8b3cfd3ba191f68f,33-64,query_pos-value_pos,8,123,gdn-h2-ev10-s123,1,completed,123,512,4096,gdn-h2-ev10-usegate0,gdn,gdn-h2-ev10-s123-d123-b64-ga4-fp32-noearly4ep,0.0000000000,full,gdn-h2-ev10-s123:full
1.0000000000,1.0000000000,1.0000000000,{},47,c0d72f24f32e8afcd192453a15113cee60455375a8563fbf8b3cfd3ba191f68f,65-128,query_pos-value_pos,8,123,gdn-h2-ev10-s123,47,completed,123,512,4096,gdn-h2-ev10-usegate0,gdn,gdn-h2-ev10-s123-d123-b64-ga4-fp32-noearly4ep,0.0000000000,full,gdn-h2-ev10-s123:full
0.9966329966,0.9999271003,0.9933388930,{},1184,c0d72f24f32e8afcd192453a15113cee60455375a8563fbf8b3cfd3ba191f68f,129-256,query_pos-value_pos,8,123,gdn-h2-ev10-s123,1188,completed,123,512,4096,gdn-h2-ev10-usegate0,gdn,gdn-h2-ev10-s123-d123-b64-ga4-fp32-noearly4ep,0.0016806651,full,gdn-h2-ev10-s123:full
0.9174445491,0.9224363036,0.9124527946,{},10713,c0d72f24f32e8afcd192453a15113cee60455375a8563fbf8b3cfd3ba191f68f,257-512,query_pos-value_pos,8,123,gdn-h2-ev10-s123,11677,completed,123,512,4096,gdn-h2-ev10-usegate0,gdn,gdn-h2-ev10-s123-d123-b64-ga4-fp32-noearly4ep,0.0025468135,full,gdn-h2-ev10-s123:full
0.4181058978,0.4215038987,0.4147078968,{},33844,c0d72f24f32e8afcd192453a15113cee60455375a8563fbf8b3cfd3ba191f68f,513-1024,query_pos-value_pos,8,123,gdn-h2-ev10-s123,80946,completed,123,512,4096,gdn-h2-ev10-usegate0,gdn,gdn-h2-ev10-s123-d123-b64-ga4-fp32-noearly4ep,0.0017336740,full,gdn-h2-ev10-s123:full
0.2361385893,0.2387632926,0.2335138859,{},23752,c0d72f24f32e8afcd192453a15113cee60455375a8563fbf8b3cfd3ba191f68f,1025-2048,query_pos-value_pos,8,123,gdn-h2-ev10-s123,100585,completed,123,512,4096,gdn-h2-ev10-usegate0,gdn,gdn-h2-ev10-s123-d123-b64-ga4-fp32-noearly4ep,0.0013391344,full,gdn-h2-ev10-s123:full
0.0855643642,0.0877741181,0.0833546102,{},5267,c0d72f24f32e8afcd192453a15113cee60455375a8563fbf8b3cfd3ba191f68f,2049-4096,query_pos-value_pos,8,123,gdn-h2-ev10-s123,61556,completed,123,512,4096,gdn-h2-ev10-usegate0,gdn,gdn-h2-ev10-s123-d123-b64-ga4-fp32-noearly4ep,0.0011274255,full,gdn-h2-ev10-s123:full
,,,{},0,c0d72f24f32e8afcd192453a15113cee60455375a8563fbf8b3cfd3ba191f68f,>4096,query_pos-value_pos,8,123,gdn-h2-ev10-s123,0,completed,123,512,4096,gdn-h2-ev10-usegate0,gdn,gdn-h2-ev10-s123-d123-b64-ga4-fp32-noearly4ep,,full,gdn-h2-ev10-s123:full
,,,{},0,0981292ce8ebea1402a4c3a7a6655dfc1de42688c329bd5ea921541a0f1d16ed,<=32,query_pos-value_pos,8,123,gdn-h2-ev10-s123,0,invalid,123,1024,4096,gdn-h2-ev10-usegate0,gdn,gdn-h2-ev10-s123-d123-b64-ga4-fp32-noearly4ep,,full,gdn-h2-ev10-s123:full
,,,{},0,0981292ce8ebea1402a4c3a7a6655dfc1de42688c329bd5ea921541a0f1d16ed,33-64,query_pos-value_pos,8,123,gdn-h2-ev10-s123,0,invalid,123,1024,4096,gdn-h2-ev10-usegate0,gdn,gdn-h2-ev10-s123-d123-b64-ga4-fp32-noearly4ep,,full,gdn-h2-ev10-s123:full
,,,{},0,0981292ce8ebea1402a4c3a7a6655dfc1de42688c329bd5ea921541a0f1d16ed,65-128,query_pos-value_pos,8,123,gdn-h2-ev10-s123,0,invalid,123,1024,4096,gdn-h2-ev10-usegate0,gdn,gdn-h2-ev10-s123-d123-b64-ga4-fp32-noearly4ep,,full,gdn-h2-ev10-s123:full
,,,{},0,0981292ce8ebea1402a4c3a7a6655dfc1de42688c329bd5ea921541a0f1d16ed,129-256,query_pos-value_pos,8,123,gdn-h2-ev10-s123,0,invalid,123,1024,4096,gdn-h2-ev10-usegate0,gdn,gdn-h2-ev10-s123-d123-b64-ga4-fp32-noearly4ep,,full,gdn-h2-ev10-s123:full
1.0000000000,1.0000000000,1.0000000000,{},9,0981292ce8ebea1402a4c3a7a6655dfc1de42688c329bd5ea921541a0f1d16ed,257-512,query_pos-value_pos,8,123,gdn-h2-ev10-s123,9,invalid,123,1024,4096,gdn-h2-ev10-usegate0,gdn,gdn-h2-ev10-s123-d123-b64-ga4-fp32-noearly4ep,0.0000000000,full,gdn-h2-ev10-s123:full
0.4734211285,0.4830158485,0.4638264085,{},4925,0981292ce8ebea1402a4c3a7a6655dfc1de42688c329bd5ea921541a0f1d16ed,513-1024,query_pos-value_pos,8,123,gdn-h2-ev10-s123,10403,invalid,123,1024,4096,gdn-h2-ev10-usegate0,gdn,gdn-h2-ev10-s123-d123-b64-ga4-fp32-noearly4ep,0.0048952653,full,gdn-h2-ev10-s123:full
0.1142994242,0.1154975461,0.1131013022,{},30966,0981292ce8ebea1402a4c3a7a6655dfc1de42688c329bd5ea921541a0f1d16ed,1025-2048,query_pos-value_pos,8,123,gdn-h2-ev10-s123,270920,invalid,123,1024,4096,gdn-h2-ev10-usegate0,gdn,gdn-h2-ev10-s123-d123-b64-ga4-fp32-noearly4ep,0.0006112867,full,gdn-h2-ev10-s123:full
0.0146314183,0.0151214283,0.0141414083,{},3375,0981292ce8ebea1402a4c3a7a6655dfc1de42688c329bd5ea921541a0f1d16ed,2049-4096,query_pos-value_pos,8,123,gdn-h2-ev10-s123,230668,invalid,123,1024,4096,gdn-h2-ev10-usegate0,gdn,gdn-h2-ev10-s123-d123-b64-ga4-fp32-noearly4ep,0.0002500051,full,gdn-h2-ev10-s123:full
,,,{},0,0981292ce8ebea1402a4c3a7a6655dfc1de42688c329bd5ea921541a0f1d16ed,>4096,query_pos-value_pos,8,123,gdn-h2-ev10-s123,0,invalid,123,1024,4096,gdn-h2-ev10-usegate0,gdn,gdn-h2-ev10-s123-d123-b64-ga4-fp32-noearly4ep,,full,gdn-h2-ev10-s123:full
