queue,machine,target,variant,gpu,pid,status,log,config_json,result_json,started_at,finished_at,status_path
safe-limiter-2080ti-gpu0-r2,2080ti,r2-baseline,r2-baseline,0,135274,completed,/home/lyj/mnt/project/zoology/zoology/experiments/flash_vqg/scripts/20260703-04-flash-vqg-safe-limiter-readk2-readk4-screen/outputs/safe-limiter-2080ti-gpu0-r2-20260703T162133Z/logs/r2-baseline.log,/home/lyj/mnt/project/zoology/zoology/experiments/flash_vqg/scripts/20260703-04-flash-vqg-safe-limiter-readk2-readk4-screen/outputs/safe-limiter-2080ti-gpu0-r2-20260703T162133Z/configs/r2-baseline.json,/home/lyj/mnt/project/zoology/zoology/experiments/flash_vqg/scripts/20260703-04-flash-vqg-safe-limiter-readk2-readk4-screen/outputs/safe-limiter-2080ti-gpu0-r2-20260703T162133Z/results/r2-baseline.json,2026-07-04T00:22:13+08:00,2026-07-04T01:23:13+08:00,zoology/experiments/flash_vqg/scripts/20260703-04-flash-vqg-safe-limiter-readk2-readk4-screen/outputs/safe-limiter-2080ti-gpu0-r2-20260703T162133Z/queue-status.tsv
safe-limiter-2080ti-gpu0-r2,2080ti,r2-safe-inj-ratio1p0,r2-safe-inj-ratio1p0,0,135927,completed,/home/lyj/mnt/project/zoology/zoology/experiments/flash_vqg/scripts/20260703-04-flash-vqg-safe-limiter-readk2-readk4-screen/outputs/safe-limiter-2080ti-gpu0-r2-20260703T162133Z/logs/r2-safe-inj-ratio1p0.log,/home/lyj/mnt/project/zoology/zoology/experiments/flash_vqg/scripts/20260703-04-flash-vqg-safe-limiter-readk2-readk4-screen/outputs/safe-limiter-2080ti-gpu0-r2-20260703T162133Z/configs/r2-safe-inj-ratio1p0.json,/home/lyj/mnt/project/zoology/zoology/experiments/flash_vqg/scripts/20260703-04-flash-vqg-safe-limiter-readk2-readk4-screen/outputs/safe-limiter-2080ti-gpu0-r2-20260703T162133Z/results/r2-safe-inj-ratio1p0.json,2026-07-04T01:23:26+08:00,2026-07-04T02:35:27+08:00,zoology/experiments/flash_vqg/scripts/20260703-04-flash-vqg-safe-limiter-readk2-readk4-screen/outputs/safe-limiter-2080ti-gpu0-r2-20260703T162133Z/queue-status.tsv
safe-limiter-2080ti-gpu0-r2,2080ti,r2-safe-inj-ratio2p0,r2-safe-inj-ratio2p0,0,136473,completed,/home/lyj/mnt/project/zoology/zoology/experiments/flash_vqg/scripts/20260703-04-flash-vqg-safe-limiter-readk2-readk4-screen/outputs/safe-limiter-2080ti-gpu0-r2-20260703T162133Z/logs/r2-safe-inj-ratio2p0.log,/home/lyj/mnt/project/zoology/zoology/experiments/flash_vqg/scripts/20260703-04-flash-vqg-safe-limiter-readk2-readk4-screen/outputs/safe-limiter-2080ti-gpu0-r2-20260703T162133Z/configs/r2-safe-inj-ratio2p0.json,/home/lyj/mnt/project/zoology/zoology/experiments/flash_vqg/scripts/20260703-04-flash-vqg-safe-limiter-readk2-readk4-screen/outputs/safe-limiter-2080ti-gpu0-r2-20260703T162133Z/results/r2-safe-inj-ratio2p0.json,2026-07-04T02:35:40+08:00,2026-07-04T03:44:40+08:00,zoology/experiments/flash_vqg/scripts/20260703-04-flash-vqg-safe-limiter-readk2-readk4-screen/outputs/safe-limiter-2080ti-gpu0-r2-20260703T162133Z/queue-status.tsv
safe-limiter-2080ti-gpu0-r2,2080ti,r2-updatecap-0p5to0p8-linear512,r2-updatecap-0p5to0p8-linear512,0,137005,completed,/home/lyj/mnt/project/zoology/zoology/experiments/flash_vqg/scripts/20260703-04-flash-vqg-safe-limiter-readk2-readk4-screen/outputs/safe-limiter-2080ti-gpu0-r2-20260703T162133Z/logs/r2-updatecap-0p5to0p8-linear512.log,/home/lyj/mnt/project/zoology/zoology/experiments/flash_vqg/scripts/20260703-04-flash-vqg-safe-limiter-readk2-readk4-screen/outputs/safe-limiter-2080ti-gpu0-r2-20260703T162133Z/configs/r2-updatecap-0p5to0p8-linear512.json,/home/lyj/mnt/project/zoology/zoology/experiments/flash_vqg/scripts/20260703-04-flash-vqg-safe-limiter-readk2-readk4-screen/outputs/safe-limiter-2080ti-gpu0-r2-20260703T162133Z/results/r2-updatecap-0p5to0p8-linear512.json,2026-07-04T03:44:53+08:00,2026-07-04T05:25:53+08:00,zoology/experiments/flash_vqg/scripts/20260703-04-flash-vqg-safe-limiter-readk2-readk4-screen/outputs/safe-limiter-2080ti-gpu0-r2-20260703T162133Z/queue-status.tsv
safe-limiter-2080ti-gpu0-r2,2080ti,r2-updatecap-0p5to1p0-linear512,r2-updatecap-0p5to1p0-linear512,0,137604,completed,/home/lyj/mnt/project/zoology/zoology/experiments/flash_vqg/scripts/20260703-04-flash-vqg-safe-limiter-readk2-readk4-screen/outputs/safe-limiter-2080ti-gpu0-r2-20260703T162133Z/logs/r2-updatecap-0p5to1p0-linear512.log,/home/lyj/mnt/project/zoology/zoology/experiments/flash_vqg/scripts/20260703-04-flash-vqg-safe-limiter-readk2-readk4-screen/outputs/safe-limiter-2080ti-gpu0-r2-20260703T162133Z/configs/r2-updatecap-0p5to1p0-linear512.json,/home/lyj/mnt/project/zoology/zoology/experiments/flash_vqg/scripts/20260703-04-flash-vqg-safe-limiter-readk2-readk4-screen/outputs/safe-limiter-2080ti-gpu0-r2-20260703T162133Z/results/r2-updatecap-0p5to1p0-linear512.json,2026-07-04T05:26:06+08:00,2026-07-04T06:49:06+08:00,zoology/experiments/flash_vqg/scripts/20260703-04-flash-vqg-safe-limiter-readk2-readk4-screen/outputs/safe-limiter-2080ti-gpu0-r2-20260703T162133Z/queue-status.tsv
safe-limiter-2080ti-gpu1-r4,2080ti,r4-baseline,r4-baseline,1,135259,completed,/home/lyj/mnt/project/zoology/zoology/experiments/flash_vqg/scripts/20260703-04-flash-vqg-safe-limiter-readk2-readk4-screen/outputs/safe-limiter-2080ti-gpu1-r4-20260703T162133Z/logs/r4-baseline.log,/home/lyj/mnt/project/zoology/zoology/experiments/flash_vqg/scripts/20260703-04-flash-vqg-safe-limiter-readk2-readk4-screen/outputs/safe-limiter-2080ti-gpu1-r4-20260703T162133Z/configs/r4-baseline.json,/home/lyj/mnt/project/zoology/zoology/experiments/flash_vqg/scripts/20260703-04-flash-vqg-safe-limiter-readk2-readk4-screen/outputs/safe-limiter-2080ti-gpu1-r4-20260703T162133Z/results/r4-baseline.json,2026-07-04T00:22:13+08:00,2026-07-04T01:07:13+08:00,zoology/experiments/flash_vqg/scripts/20260703-04-flash-vqg-safe-limiter-readk2-readk4-screen/outputs/safe-limiter-2080ti-gpu1-r4-20260703T162133Z/queue-status.tsv
safe-limiter-2080ti-gpu1-r4,2080ti,r4-safe-inj-ratio1p0,r4-safe-inj-ratio1p0,1,135737,completed,/home/lyj/mnt/project/zoology/zoology/experiments/flash_vqg/scripts/20260703-04-flash-vqg-safe-limiter-readk2-readk4-screen/outputs/safe-limiter-2080ti-gpu1-r4-20260703T162133Z/logs/r4-safe-inj-ratio1p0.log,/home/lyj/mnt/project/zoology/zoology/experiments/flash_vqg/scripts/20260703-04-flash-vqg-safe-limiter-readk2-readk4-screen/outputs/safe-limiter-2080ti-gpu1-r4-20260703T162133Z/configs/r4-safe-inj-ratio1p0.json,/home/lyj/mnt/project/zoology/zoology/experiments/flash_vqg/scripts/20260703-04-flash-vqg-safe-limiter-readk2-readk4-screen/outputs/safe-limiter-2080ti-gpu1-r4-20260703T162133Z/results/r4-safe-inj-ratio1p0.json,2026-07-04T01:07:26+08:00,2026-07-04T01:55:26+08:00,zoology/experiments/flash_vqg/scripts/20260703-04-flash-vqg-safe-limiter-readk2-readk4-screen/outputs/safe-limiter-2080ti-gpu1-r4-20260703T162133Z/queue-status.tsv
safe-limiter-2080ti-gpu1-r4,2080ti,r4-safe-inj-ratio2p0,r4-safe-inj-ratio2p0,1,136184,completed,/home/lyj/mnt/project/zoology/zoology/experiments/flash_vqg/scripts/20260703-04-flash-vqg-safe-limiter-readk2-readk4-screen/outputs/safe-limiter-2080ti-gpu1-r4-20260703T162133Z/logs/r4-safe-inj-ratio2p0.log,/home/lyj/mnt/project/zoology/zoology/experiments/flash_vqg/scripts/20260703-04-flash-vqg-safe-limiter-readk2-readk4-screen/outputs/safe-limiter-2080ti-gpu1-r4-20260703T162133Z/configs/r4-safe-inj-ratio2p0.json,/home/lyj/mnt/project/zoology/zoology/experiments/flash_vqg/scripts/20260703-04-flash-vqg-safe-limiter-readk2-readk4-screen/outputs/safe-limiter-2080ti-gpu1-r4-20260703T162133Z/results/r4-safe-inj-ratio2p0.json,2026-07-04T01:55:39+08:00,2026-07-04T02:45:40+08:00,zoology/experiments/flash_vqg/scripts/20260703-04-flash-vqg-safe-limiter-readk2-readk4-screen/outputs/safe-limiter-2080ti-gpu1-r4-20260703T162133Z/queue-status.tsv
safe-limiter-2080ti-gpu1-r4,2080ti,r4-updatecap-0p5to0p8-linear512,r4-updatecap-0p5to0p8-linear512,1,136639,completed,/home/lyj/mnt/project/zoology/zoology/experiments/flash_vqg/scripts/20260703-04-flash-vqg-safe-limiter-readk2-readk4-screen/outputs/safe-limiter-2080ti-gpu1-r4-20260703T162133Z/logs/r4-updatecap-0p5to0p8-linear512.log,/home/lyj/mnt/project/zoology/zoology/experiments/flash_vqg/scripts/20260703-04-flash-vqg-safe-limiter-readk2-readk4-screen/outputs/safe-limiter-2080ti-gpu1-r4-20260703T162133Z/configs/r4-updatecap-0p5to0p8-linear512.json,/home/lyj/mnt/project/zoology/zoology/experiments/flash_vqg/scripts/20260703-04-flash-vqg-safe-limiter-readk2-readk4-screen/outputs/safe-limiter-2080ti-gpu1-r4-20260703T162133Z/results/r4-updatecap-0p5to0p8-linear512.json,2026-07-04T02:45:53+08:00,2026-07-04T03:48:53+08:00,zoology/experiments/flash_vqg/scripts/20260703-04-flash-vqg-safe-limiter-readk2-readk4-screen/outputs/safe-limiter-2080ti-gpu1-r4-20260703T162133Z/queue-status.tsv
safe-limiter-2080ti-gpu1-r4,2080ti,r4-updatecap-0p5to1p0-linear512,r4-updatecap-0p5to1p0-linear512,1,137147,completed,/home/lyj/mnt/project/zoology/zoology/experiments/flash_vqg/scripts/20260703-04-flash-vqg-safe-limiter-readk2-readk4-screen/outputs/safe-limiter-2080ti-gpu1-r4-20260703T162133Z/logs/r4-updatecap-0p5to1p0-linear512.log,/home/lyj/mnt/project/zoology/zoology/experiments/flash_vqg/scripts/20260703-04-flash-vqg-safe-limiter-readk2-readk4-screen/outputs/safe-limiter-2080ti-gpu1-r4-20260703T162133Z/configs/r4-updatecap-0p5to1p0-linear512.json,/home/lyj/mnt/project/zoology/zoology/experiments/flash_vqg/scripts/20260703-04-flash-vqg-safe-limiter-readk2-readk4-screen/outputs/safe-limiter-2080ti-gpu1-r4-20260703T162133Z/results/r4-updatecap-0p5to1p0-linear512.json,2026-07-04T03:49:06+08:00,2026-07-04T04:51:06+08:00,zoology/experiments/flash_vqg/scripts/20260703-04-flash-vqg-safe-limiter-readk2-readk4-screen/outputs/safe-limiter-2080ti-gpu1-r4-20260703T162133Z/queue-status.tsv
