queue,machine,target,variant,gpu,pid,status,log,config_json,result_json,started_at,finished_at,status_path
safe-limiter-3090-gpu0-all,3090,r2-baseline,r2-baseline,0,3715521,completed,/home/lyj/mnt/project/zoology/zoology/experiments/flash_vqg/scripts/20260703-04-flash-vqg-safe-limiter-readk2-readk4-screen/outputs/safe-limiter-3090-gpu0-all-20260703T162133Z/logs/r2-baseline.log,/home/lyj/mnt/project/zoology/zoology/experiments/flash_vqg/scripts/20260703-04-flash-vqg-safe-limiter-readk2-readk4-screen/outputs/safe-limiter-3090-gpu0-all-20260703T162133Z/configs/r2-baseline.json,/home/lyj/mnt/project/zoology/zoology/experiments/flash_vqg/scripts/20260703-04-flash-vqg-safe-limiter-readk2-readk4-screen/outputs/safe-limiter-3090-gpu0-all-20260703T162133Z/results/r2-baseline.json,2026-07-03T16:22:10+00:00,2026-07-03T17:10:10+00:00,zoology/experiments/flash_vqg/scripts/20260703-04-flash-vqg-safe-limiter-readk2-readk4-screen/outputs/safe-limiter-3090-gpu0-all-20260703T162133Z/queue-status.tsv
safe-limiter-3090-gpu0-all,3090,r2-safe-inj-ratio1p0,r2-safe-inj-ratio1p0,0,3716928,completed,/home/lyj/mnt/project/zoology/zoology/experiments/flash_vqg/scripts/20260703-04-flash-vqg-safe-limiter-readk2-readk4-screen/outputs/safe-limiter-3090-gpu0-all-20260703T162133Z/logs/r2-safe-inj-ratio1p0.log,/home/lyj/mnt/project/zoology/zoology/experiments/flash_vqg/scripts/20260703-04-flash-vqg-safe-limiter-readk2-readk4-screen/outputs/safe-limiter-3090-gpu0-all-20260703T162133Z/configs/r2-safe-inj-ratio1p0.json,/home/lyj/mnt/project/zoology/zoology/experiments/flash_vqg/scripts/20260703-04-flash-vqg-safe-limiter-readk2-readk4-screen/outputs/safe-limiter-3090-gpu0-all-20260703T162133Z/results/r2-safe-inj-ratio1p0.json,2026-07-03T17:10:20+00:00,2026-07-03T17:45:20+00:00,zoology/experiments/flash_vqg/scripts/20260703-04-flash-vqg-safe-limiter-readk2-readk4-screen/outputs/safe-limiter-3090-gpu0-all-20260703T162133Z/queue-status.tsv
safe-limiter-3090-gpu0-all,3090,r2-safe-inj-ratio2p0,r2-safe-inj-ratio2p0,0,3717775,completed,/home/lyj/mnt/project/zoology/zoology/experiments/flash_vqg/scripts/20260703-04-flash-vqg-safe-limiter-readk2-readk4-screen/outputs/safe-limiter-3090-gpu0-all-20260703T162133Z/logs/r2-safe-inj-ratio2p0.log,/home/lyj/mnt/project/zoology/zoology/experiments/flash_vqg/scripts/20260703-04-flash-vqg-safe-limiter-readk2-readk4-screen/outputs/safe-limiter-3090-gpu0-all-20260703T162133Z/configs/r2-safe-inj-ratio2p0.json,/home/lyj/mnt/project/zoology/zoology/experiments/flash_vqg/scripts/20260703-04-flash-vqg-safe-limiter-readk2-readk4-screen/outputs/safe-limiter-3090-gpu0-all-20260703T162133Z/results/r2-safe-inj-ratio2p0.json,2026-07-03T17:45:31+00:00,2026-07-03T18:26:31+00:00,zoology/experiments/flash_vqg/scripts/20260703-04-flash-vqg-safe-limiter-readk2-readk4-screen/outputs/safe-limiter-3090-gpu0-all-20260703T162133Z/queue-status.tsv
safe-limiter-3090-gpu0-all,3090,r2-updatecap-0p5to0p8-linear512,r2-updatecap-0p5to0p8-linear512,0,3718731,completed,/home/lyj/mnt/project/zoology/zoology/experiments/flash_vqg/scripts/20260703-04-flash-vqg-safe-limiter-readk2-readk4-screen/outputs/safe-limiter-3090-gpu0-all-20260703T162133Z/logs/r2-updatecap-0p5to0p8-linear512.log,/home/lyj/mnt/project/zoology/zoology/experiments/flash_vqg/scripts/20260703-04-flash-vqg-safe-limiter-readk2-readk4-screen/outputs/safe-limiter-3090-gpu0-all-20260703T162133Z/configs/r2-updatecap-0p5to0p8-linear512.json,/home/lyj/mnt/project/zoology/zoology/experiments/flash_vqg/scripts/20260703-04-flash-vqg-safe-limiter-readk2-readk4-screen/outputs/safe-limiter-3090-gpu0-all-20260703T162133Z/results/r2-updatecap-0p5to0p8-linear512.json,2026-07-03T18:26:41+00:00,2026-07-03T19:22:41+00:00,zoology/experiments/flash_vqg/scripts/20260703-04-flash-vqg-safe-limiter-readk2-readk4-screen/outputs/safe-limiter-3090-gpu0-all-20260703T162133Z/queue-status.tsv
safe-limiter-3090-gpu0-all,3090,r2-updatecap-0p5to1p0-linear512,r2-updatecap-0p5to1p0-linear512,0,3719957,completed,/home/lyj/mnt/project/zoology/zoology/experiments/flash_vqg/scripts/20260703-04-flash-vqg-safe-limiter-readk2-readk4-screen/outputs/safe-limiter-3090-gpu0-all-20260703T162133Z/logs/r2-updatecap-0p5to1p0-linear512.log,/home/lyj/mnt/project/zoology/zoology/experiments/flash_vqg/scripts/20260703-04-flash-vqg-safe-limiter-readk2-readk4-screen/outputs/safe-limiter-3090-gpu0-all-20260703T162133Z/configs/r2-updatecap-0p5to1p0-linear512.json,/home/lyj/mnt/project/zoology/zoology/experiments/flash_vqg/scripts/20260703-04-flash-vqg-safe-limiter-readk2-readk4-screen/outputs/safe-limiter-3090-gpu0-all-20260703T162133Z/results/r2-updatecap-0p5to1p0-linear512.json,2026-07-03T19:22:52+00:00,2026-07-03T20:13:52+00:00,zoology/experiments/flash_vqg/scripts/20260703-04-flash-vqg-safe-limiter-readk2-readk4-screen/outputs/safe-limiter-3090-gpu0-all-20260703T162133Z/queue-status.tsv
safe-limiter-3090-gpu0-all,3090,r4-baseline,r4-baseline,0,3721094,completed,/home/lyj/mnt/project/zoology/zoology/experiments/flash_vqg/scripts/20260703-04-flash-vqg-safe-limiter-readk2-readk4-screen/outputs/safe-limiter-3090-gpu0-all-20260703T162133Z/logs/r4-baseline.log,/home/lyj/mnt/project/zoology/zoology/experiments/flash_vqg/scripts/20260703-04-flash-vqg-safe-limiter-readk2-readk4-screen/outputs/safe-limiter-3090-gpu0-all-20260703T162133Z/configs/r4-baseline.json,/home/lyj/mnt/project/zoology/zoology/experiments/flash_vqg/scripts/20260703-04-flash-vqg-safe-limiter-readk2-readk4-screen/outputs/safe-limiter-3090-gpu0-all-20260703T162133Z/results/r4-baseline.json,2026-07-03T20:14:02+00:00,2026-07-03T20:50:02+00:00,zoology/experiments/flash_vqg/scripts/20260703-04-flash-vqg-safe-limiter-readk2-readk4-screen/outputs/safe-limiter-3090-gpu0-all-20260703T162133Z/queue-status.tsv
safe-limiter-3090-gpu0-all,3090,r4-safe-inj-ratio1p0,r4-safe-inj-ratio1p0,0,3721959,completed,/home/lyj/mnt/project/zoology/zoology/experiments/flash_vqg/scripts/20260703-04-flash-vqg-safe-limiter-readk2-readk4-screen/outputs/safe-limiter-3090-gpu0-all-20260703T162133Z/logs/r4-safe-inj-ratio1p0.log,/home/lyj/mnt/project/zoology/zoology/experiments/flash_vqg/scripts/20260703-04-flash-vqg-safe-limiter-readk2-readk4-screen/outputs/safe-limiter-3090-gpu0-all-20260703T162133Z/configs/r4-safe-inj-ratio1p0.json,/home/lyj/mnt/project/zoology/zoology/experiments/flash_vqg/scripts/20260703-04-flash-vqg-safe-limiter-readk2-readk4-screen/outputs/safe-limiter-3090-gpu0-all-20260703T162133Z/results/r4-safe-inj-ratio1p0.json,2026-07-03T20:50:13+00:00,2026-07-03T21:37:13+00:00,zoology/experiments/flash_vqg/scripts/20260703-04-flash-vqg-safe-limiter-readk2-readk4-screen/outputs/safe-limiter-3090-gpu0-all-20260703T162133Z/queue-status.tsv
safe-limiter-3090-gpu0-all,3090,r4-safe-inj-ratio2p0,r4-safe-inj-ratio2p0,0,3723031,completed,/home/lyj/mnt/project/zoology/zoology/experiments/flash_vqg/scripts/20260703-04-flash-vqg-safe-limiter-readk2-readk4-screen/outputs/safe-limiter-3090-gpu0-all-20260703T162133Z/logs/r4-safe-inj-ratio2p0.log,/home/lyj/mnt/project/zoology/zoology/experiments/flash_vqg/scripts/20260703-04-flash-vqg-safe-limiter-readk2-readk4-screen/outputs/safe-limiter-3090-gpu0-all-20260703T162133Z/configs/r4-safe-inj-ratio2p0.json,/home/lyj/mnt/project/zoology/zoology/experiments/flash_vqg/scripts/20260703-04-flash-vqg-safe-limiter-readk2-readk4-screen/outputs/safe-limiter-3090-gpu0-all-20260703T162133Z/results/r4-safe-inj-ratio2p0.json,2026-07-03T21:37:24+00:00,2026-07-03T22:18:24+00:00,zoology/experiments/flash_vqg/scripts/20260703-04-flash-vqg-safe-limiter-readk2-readk4-screen/outputs/safe-limiter-3090-gpu0-all-20260703T162133Z/queue-status.tsv
safe-limiter-3090-gpu0-all,3090,r4-updatecap-0p5to0p8-linear512,r4-updatecap-0p5to0p8-linear512,0,3723996,completed,/home/lyj/mnt/project/zoology/zoology/experiments/flash_vqg/scripts/20260703-04-flash-vqg-safe-limiter-readk2-readk4-screen/outputs/safe-limiter-3090-gpu0-all-20260703T162133Z/logs/r4-updatecap-0p5to0p8-linear512.log,/home/lyj/mnt/project/zoology/zoology/experiments/flash_vqg/scripts/20260703-04-flash-vqg-safe-limiter-readk2-readk4-screen/outputs/safe-limiter-3090-gpu0-all-20260703T162133Z/configs/r4-updatecap-0p5to0p8-linear512.json,/home/lyj/mnt/project/zoology/zoology/experiments/flash_vqg/scripts/20260703-04-flash-vqg-safe-limiter-readk2-readk4-screen/outputs/safe-limiter-3090-gpu0-all-20260703T162133Z/results/r4-updatecap-0p5to0p8-linear512.json,2026-07-03T22:18:34+00:00,2026-07-03T23:07:35+00:00,zoology/experiments/flash_vqg/scripts/20260703-04-flash-vqg-safe-limiter-readk2-readk4-screen/outputs/safe-limiter-3090-gpu0-all-20260703T162133Z/queue-status.tsv
safe-limiter-3090-gpu0-all,3090,r4-updatecap-0p5to1p0-linear512,r4-updatecap-0p5to1p0-linear512,0,3725095,completed,/home/lyj/mnt/project/zoology/zoology/experiments/flash_vqg/scripts/20260703-04-flash-vqg-safe-limiter-readk2-readk4-screen/outputs/safe-limiter-3090-gpu0-all-20260703T162133Z/logs/r4-updatecap-0p5to1p0-linear512.log,/home/lyj/mnt/project/zoology/zoology/experiments/flash_vqg/scripts/20260703-04-flash-vqg-safe-limiter-readk2-readk4-screen/outputs/safe-limiter-3090-gpu0-all-20260703T162133Z/configs/r4-updatecap-0p5to1p0-linear512.json,/home/lyj/mnt/project/zoology/zoology/experiments/flash_vqg/scripts/20260703-04-flash-vqg-safe-limiter-readk2-readk4-screen/outputs/safe-limiter-3090-gpu0-all-20260703T162133Z/results/r4-updatecap-0p5to1p0-linear512.json,2026-07-03T23:07:45+00:00,2026-07-03T23:55:45+00:00,zoology/experiments/flash_vqg/scripts/20260703-04-flash-vqg-safe-limiter-readk2-readk4-screen/outputs/safe-limiter-3090-gpu0-all-20260703T162133Z/queue-status.tsv
