experiment_id,machine,target,queue,wrapper_status,effective_status,execution_caveat,result_json,result_exists,config_json,config_exists,log_path,log_exists,log_done_marker,hash_probe_json,hash_probe_exists,started_at,finished_at,zoology_commit,flash_vqg_commit
20260703-04-flash-vqg-safe-limiter-readk2-readk4-screen,2080ti,r2-baseline,safe-limiter-2080ti-gpu0-r2,completed,completed,rebuilt_from_run_summary,/home/lyj/mnt/project/zoology/zoology/experiments/flash_vqg/scripts/20260703-04-flash-vqg-safe-limiter-readk2-readk4-screen/outputs/safe-limiter-2080ti-gpu0-r2-20260703T162133Z/results/r2-baseline.json,True,/home/lyj/mnt/project/zoology/zoology/experiments/flash_vqg/scripts/20260703-04-flash-vqg-safe-limiter-readk2-readk4-screen/outputs/safe-limiter-2080ti-gpu0-r2-20260703T162133Z/configs/r2-baseline.json,True,/home/lyj/mnt/project/zoology/zoology/experiments/flash_vqg/scripts/20260703-04-flash-vqg-safe-limiter-readk2-readk4-screen/outputs/safe-limiter-2080ti-gpu0-r2-20260703T162133Z/logs/r2-baseline.log,True,,,False,2026-07-04T00:22:13+08:00,2026-07-04T01:23:13+08:00,9776938,94c1591
20260703-04-flash-vqg-safe-limiter-readk2-readk4-screen,2080ti,r2-safe-inj-ratio1p0,safe-limiter-2080ti-gpu0-r2,completed,completed,rebuilt_from_run_summary,/home/lyj/mnt/project/zoology/zoology/experiments/flash_vqg/scripts/20260703-04-flash-vqg-safe-limiter-readk2-readk4-screen/outputs/safe-limiter-2080ti-gpu0-r2-20260703T162133Z/results/r2-safe-inj-ratio1p0.json,True,/home/lyj/mnt/project/zoology/zoology/experiments/flash_vqg/scripts/20260703-04-flash-vqg-safe-limiter-readk2-readk4-screen/outputs/safe-limiter-2080ti-gpu0-r2-20260703T162133Z/configs/r2-safe-inj-ratio1p0.json,True,/home/lyj/mnt/project/zoology/zoology/experiments/flash_vqg/scripts/20260703-04-flash-vqg-safe-limiter-readk2-readk4-screen/outputs/safe-limiter-2080ti-gpu0-r2-20260703T162133Z/logs/r2-safe-inj-ratio1p0.log,True,,,False,2026-07-04T01:23:26+08:00,2026-07-04T02:35:27+08:00,9776938,94c1591
20260703-04-flash-vqg-safe-limiter-readk2-readk4-screen,2080ti,r2-safe-inj-ratio2p0,safe-limiter-2080ti-gpu0-r2,completed,completed,rebuilt_from_run_summary,/home/lyj/mnt/project/zoology/zoology/experiments/flash_vqg/scripts/20260703-04-flash-vqg-safe-limiter-readk2-readk4-screen/outputs/safe-limiter-2080ti-gpu0-r2-20260703T162133Z/results/r2-safe-inj-ratio2p0.json,True,/home/lyj/mnt/project/zoology/zoology/experiments/flash_vqg/scripts/20260703-04-flash-vqg-safe-limiter-readk2-readk4-screen/outputs/safe-limiter-2080ti-gpu0-r2-20260703T162133Z/configs/r2-safe-inj-ratio2p0.json,True,/home/lyj/mnt/project/zoology/zoology/experiments/flash_vqg/scripts/20260703-04-flash-vqg-safe-limiter-readk2-readk4-screen/outputs/safe-limiter-2080ti-gpu0-r2-20260703T162133Z/logs/r2-safe-inj-ratio2p0.log,True,,,False,2026-07-04T02:35:40+08:00,2026-07-04T03:44:40+08:00,9776938,94c1591
20260703-04-flash-vqg-safe-limiter-readk2-readk4-screen,2080ti,r2-updatecap-0p5to0p8-linear512,safe-limiter-2080ti-gpu0-r2,completed,completed,rebuilt_from_run_summary,/home/lyj/mnt/project/zoology/zoology/experiments/flash_vqg/scripts/20260703-04-flash-vqg-safe-limiter-readk2-readk4-screen/outputs/safe-limiter-2080ti-gpu0-r2-20260703T162133Z/results/r2-updatecap-0p5to0p8-linear512.json,True,/home/lyj/mnt/project/zoology/zoology/experiments/flash_vqg/scripts/20260703-04-flash-vqg-safe-limiter-readk2-readk4-screen/outputs/safe-limiter-2080ti-gpu0-r2-20260703T162133Z/configs/r2-updatecap-0p5to0p8-linear512.json,True,/home/lyj/mnt/project/zoology/zoology/experiments/flash_vqg/scripts/20260703-04-flash-vqg-safe-limiter-readk2-readk4-screen/outputs/safe-limiter-2080ti-gpu0-r2-20260703T162133Z/logs/r2-updatecap-0p5to0p8-linear512.log,True,,,False,2026-07-04T03:44:53+08:00,2026-07-04T05:25:53+08:00,9776938,94c1591
20260703-04-flash-vqg-safe-limiter-readk2-readk4-screen,2080ti,r2-updatecap-0p5to1p0-linear512,safe-limiter-2080ti-gpu0-r2,completed,completed,rebuilt_from_run_summary,/home/lyj/mnt/project/zoology/zoology/experiments/flash_vqg/scripts/20260703-04-flash-vqg-safe-limiter-readk2-readk4-screen/outputs/safe-limiter-2080ti-gpu0-r2-20260703T162133Z/results/r2-updatecap-0p5to1p0-linear512.json,True,/home/lyj/mnt/project/zoology/zoology/experiments/flash_vqg/scripts/20260703-04-flash-vqg-safe-limiter-readk2-readk4-screen/outputs/safe-limiter-2080ti-gpu0-r2-20260703T162133Z/configs/r2-updatecap-0p5to1p0-linear512.json,True,/home/lyj/mnt/project/zoology/zoology/experiments/flash_vqg/scripts/20260703-04-flash-vqg-safe-limiter-readk2-readk4-screen/outputs/safe-limiter-2080ti-gpu0-r2-20260703T162133Z/logs/r2-updatecap-0p5to1p0-linear512.log,True,,,False,2026-07-04T05:26:06+08:00,2026-07-04T06:49:06+08:00,9776938,94c1591
20260703-04-flash-vqg-safe-limiter-readk2-readk4-screen,2080ti,r4-baseline,safe-limiter-2080ti-gpu1-r4,completed,completed,rebuilt_from_run_summary,/home/lyj/mnt/project/zoology/zoology/experiments/flash_vqg/scripts/20260703-04-flash-vqg-safe-limiter-readk2-readk4-screen/outputs/safe-limiter-2080ti-gpu1-r4-20260703T162133Z/results/r4-baseline.json,True,/home/lyj/mnt/project/zoology/zoology/experiments/flash_vqg/scripts/20260703-04-flash-vqg-safe-limiter-readk2-readk4-screen/outputs/safe-limiter-2080ti-gpu1-r4-20260703T162133Z/configs/r4-baseline.json,True,/home/lyj/mnt/project/zoology/zoology/experiments/flash_vqg/scripts/20260703-04-flash-vqg-safe-limiter-readk2-readk4-screen/outputs/safe-limiter-2080ti-gpu1-r4-20260703T162133Z/logs/r4-baseline.log,True,,,False,2026-07-04T00:22:13+08:00,2026-07-04T01:07:13+08:00,9776938,94c1591
20260703-04-flash-vqg-safe-limiter-readk2-readk4-screen,2080ti,r4-safe-inj-ratio1p0,safe-limiter-2080ti-gpu1-r4,completed,completed,rebuilt_from_run_summary,/home/lyj/mnt/project/zoology/zoology/experiments/flash_vqg/scripts/20260703-04-flash-vqg-safe-limiter-readk2-readk4-screen/outputs/safe-limiter-2080ti-gpu1-r4-20260703T162133Z/results/r4-safe-inj-ratio1p0.json,True,/home/lyj/mnt/project/zoology/zoology/experiments/flash_vqg/scripts/20260703-04-flash-vqg-safe-limiter-readk2-readk4-screen/outputs/safe-limiter-2080ti-gpu1-r4-20260703T162133Z/configs/r4-safe-inj-ratio1p0.json,True,/home/lyj/mnt/project/zoology/zoology/experiments/flash_vqg/scripts/20260703-04-flash-vqg-safe-limiter-readk2-readk4-screen/outputs/safe-limiter-2080ti-gpu1-r4-20260703T162133Z/logs/r4-safe-inj-ratio1p0.log,True,,,False,2026-07-04T01:07:26+08:00,2026-07-04T01:55:26+08:00,9776938,94c1591
20260703-04-flash-vqg-safe-limiter-readk2-readk4-screen,2080ti,r4-safe-inj-ratio2p0,safe-limiter-2080ti-gpu1-r4,completed,completed,rebuilt_from_run_summary,/home/lyj/mnt/project/zoology/zoology/experiments/flash_vqg/scripts/20260703-04-flash-vqg-safe-limiter-readk2-readk4-screen/outputs/safe-limiter-2080ti-gpu1-r4-20260703T162133Z/results/r4-safe-inj-ratio2p0.json,True,/home/lyj/mnt/project/zoology/zoology/experiments/flash_vqg/scripts/20260703-04-flash-vqg-safe-limiter-readk2-readk4-screen/outputs/safe-limiter-2080ti-gpu1-r4-20260703T162133Z/configs/r4-safe-inj-ratio2p0.json,True,/home/lyj/mnt/project/zoology/zoology/experiments/flash_vqg/scripts/20260703-04-flash-vqg-safe-limiter-readk2-readk4-screen/outputs/safe-limiter-2080ti-gpu1-r4-20260703T162133Z/logs/r4-safe-inj-ratio2p0.log,True,,,False,2026-07-04T01:55:39+08:00,2026-07-04T02:45:40+08:00,9776938,94c1591
20260703-04-flash-vqg-safe-limiter-readk2-readk4-screen,2080ti,r4-updatecap-0p5to0p8-linear512,safe-limiter-2080ti-gpu1-r4,completed,completed,rebuilt_from_run_summary,/home/lyj/mnt/project/zoology/zoology/experiments/flash_vqg/scripts/20260703-04-flash-vqg-safe-limiter-readk2-readk4-screen/outputs/safe-limiter-2080ti-gpu1-r4-20260703T162133Z/results/r4-updatecap-0p5to0p8-linear512.json,True,/home/lyj/mnt/project/zoology/zoology/experiments/flash_vqg/scripts/20260703-04-flash-vqg-safe-limiter-readk2-readk4-screen/outputs/safe-limiter-2080ti-gpu1-r4-20260703T162133Z/configs/r4-updatecap-0p5to0p8-linear512.json,True,/home/lyj/mnt/project/zoology/zoology/experiments/flash_vqg/scripts/20260703-04-flash-vqg-safe-limiter-readk2-readk4-screen/outputs/safe-limiter-2080ti-gpu1-r4-20260703T162133Z/logs/r4-updatecap-0p5to0p8-linear512.log,True,,,False,2026-07-04T02:45:53+08:00,2026-07-04T03:48:53+08:00,9776938,94c1591
20260703-04-flash-vqg-safe-limiter-readk2-readk4-screen,2080ti,r4-updatecap-0p5to1p0-linear512,safe-limiter-2080ti-gpu1-r4,completed,completed,rebuilt_from_run_summary,/home/lyj/mnt/project/zoology/zoology/experiments/flash_vqg/scripts/20260703-04-flash-vqg-safe-limiter-readk2-readk4-screen/outputs/safe-limiter-2080ti-gpu1-r4-20260703T162133Z/results/r4-updatecap-0p5to1p0-linear512.json,True,/home/lyj/mnt/project/zoology/zoology/experiments/flash_vqg/scripts/20260703-04-flash-vqg-safe-limiter-readk2-readk4-screen/outputs/safe-limiter-2080ti-gpu1-r4-20260703T162133Z/configs/r4-updatecap-0p5to1p0-linear512.json,True,/home/lyj/mnt/project/zoology/zoology/experiments/flash_vqg/scripts/20260703-04-flash-vqg-safe-limiter-readk2-readk4-screen/outputs/safe-limiter-2080ti-gpu1-r4-20260703T162133Z/logs/r4-updatecap-0p5to1p0-linear512.log,True,,,False,2026-07-04T03:49:06+08:00,2026-07-04T04:51:06+08:00,9776938,94c1591
