run_id,model_family,seed,data_seed,num_heads,expand_k,expand_v,head_k_dim,head_v_dim,dynamic_state_capacity,dtype_policy,GDN_KERNEL_DTYPE,gpu,gpu_name,train_batch_size,eval_batch_size,validation_eval_batch_size,gradient_accumulation_steps,effective_train_batch_size,batch_accum_profile,configured_max_epochs,final_epoch,checkpoint_path,checkpoint_hash,started_at_utc,ended_at_utc,wall_clock_sec,status,fla_version,torch_version,triton_version,valid_loss,valid_accuracy,valid_mqar_case_accuracy_1024x256,source_artifact,run_type,zoology_branch,zoology_commit,note
gdn-s123-fixedinit-s124-d123-b64ga4-3090-formal,GatedDeltaNetExpandedK,123,123,2,4,4,256,256,131072,float32_ieee_tf32_off,float32,0,NVIDIA GeForce RTX 3090,64,16,16,4,256,b64_ga4,4,4,/home/lyj/mnt/project/zoology/checkpoints/fvqg-20260725-01-current-baselines-longer-mqar-3090/20260725-01-current-baselines-longer-mqar-3090-formal/gdn-s123-fixedinit-s124-d123-b64ga4-3090-formal/last.pt,f109a8a289256bc755d1c98d3418bab68c17602c2c5ac2f51bc7430233eafe9a,2026-07-25T04:19:25.285399+00:00,2026-07-25T04:49:08.601626+00:00,1783.316235226579,completed,0.4.2,2.6.0+cu118,3.2.0,0.16772340829467997,0.99609326171875,0.96974609375,docs/artifacts/20260725-01-current-baselines-longer-mqar/machines/3090/training-final.csv,current_baseline_length_generalization_4ep_crossgpu,20260725-01-current-baselines-longer-mqar,ed95ec210d244349a5ab5b587e19a4cbb095ac19,Current GDN ek4-ev4 baseline 4ep retraining on 3090 from fixed canonical seed124 init; Longer-MQAR source run.
gdn-s124-fixedinit-s124-d123-b64ga4-3090-formal,GatedDeltaNetExpandedK,124,123,2,4,4,256,256,131072,float32_ieee_tf32_off,float32,0,NVIDIA GeForce RTX 3090,64,16,16,4,256,b64_ga4,4,4,/home/lyj/mnt/project/zoology/checkpoints/fvqg-20260725-01-current-baselines-longer-mqar-3090/20260725-01-current-baselines-longer-mqar-3090-formal/gdn-s124-fixedinit-s124-d123-b64ga4-3090-formal/last.pt,50def779e6613e5707955b7d2d368cf9c436b8e0b00da812f2c107dd3561d4cd,2026-07-25T05:12:31.981870+00:00,2026-07-25T05:40:48.408742+00:00,1696.4268786665052,completed,0.4.2,2.6.0+cu118,3.2.0,0.17086618318878916,0.9956201171875,0.9659609375,docs/artifacts/20260725-01-current-baselines-longer-mqar/machines/3090/training-final.csv,current_baseline_length_generalization_4ep_crossgpu,20260725-01-current-baselines-longer-mqar,ed95ec210d244349a5ab5b587e19a4cbb095ac19,Current GDN ek4-ev4 baseline 4ep retraining on 3090 from fixed canonical seed124 init; Longer-MQAR source run.
gdn-s125-fixedinit-s124-d123-b64ga4-3090-formal,GatedDeltaNetExpandedK,125,123,2,4,4,256,256,131072,float32_ieee_tf32_off,float32,0,NVIDIA GeForce RTX 3090,64,16,16,4,256,b64_ga4,4,4,/home/lyj/mnt/project/zoology/checkpoints/fvqg-20260725-01-current-baselines-longer-mqar-3090/20260725-01-current-baselines-longer-mqar-3090-formal/gdn-s125-fixedinit-s124-d123-b64ga4-3090-formal/last.pt,9afed4379ffbe9dc83c865704dade845af47ab4f59d17dcf427f0bee82cab815,2026-07-25T06:04:25.187236+00:00,2026-07-25T06:33:17.104174+00:00,1731.916944933124,completed,0.4.2,2.6.0+cu118,3.2.0,0.16802417460574015,0.99597021484375,0.96883984375,docs/artifacts/20260725-01-current-baselines-longer-mqar/machines/3090/training-final.csv,current_baseline_length_generalization_4ep_crossgpu,20260725-01-current-baselines-longer-mqar,ed95ec210d244349a5ab5b587e19a4cbb095ac19,Current GDN ek4-ev4 baseline 4ep retraining on 3090 from fixed canonical seed124 init; Longer-MQAR source run.
