config,original_config,run_id,gpu,seed,data_seed,cb,rank,dynamic_capacity,relative_to_gdn,status,trainable_params,zoology_state_size_metric_seq1024,elapsed_sec,wall_clock,validation_count,valid_loss,valid_accuracy,valid_mqar_case_accuracy_1024x256,valid_mqar_case_accuracy_512x128,valid_input_seq_len_accuracy_512,valid_input_seq_len_accuracy_1024,valid_num_kv_pairs_accuracy_128,valid_num_kv_pairs_accuracy_256,valid_gd_write_strength_mean,valid_gd_m_norm_mean,valid_gd_m_norm_max,valid_gd_mu_valid_ratio,valid_gd_lambda_mean,valid_gd_inject_ratio,valid_vq_relative_err_mean,valid_vq_c_entropy,valid_vq_c_usage_mean,valid_vq_write_entropy_mean,valid_vq_write_top1_mass_mean,swanlab_url,swanlab_run_dir
cb256-r8-s125-d123-repeat,cb256-r8-s125,gd-r8-wk4-mu01-t025-cb256-s125-d123-noearly4ep-repeat-gpu1,1,125,123,256,8,262144,16x,completed,1183942,1248768,14251,03:57:31,8,0.047220628708601,0.99581787109375,0.98122265625,0.9950859375,0.99483203125,0.98122265625,0.9950859375,0.98122265625,0.058737426013168365,0.013626092078445095,7.293781982527839,0.4261649373977903,0.1660541214403652,0.060540521960882915,0.07167651459190344,3.451193741862736,20.337301500023358,3.1776692649674794,0.37324701332383686,https://swanlab.cn/@scu-mclab/flash_vqg_gd_residual_v1_mqar/runs/pdmbhlj6b8dt5yrrs6666,swanlog/run-20260518_072556-pdmbhlj6b8dt5yrrs6666
cb256-r16-s124-d123-repeat,cb256-r16-s124,gd-r16-wk4-mu01-t025-cb256-s124-d123-noearly4ep-repeat-gpu0,0,124,123,256,16,524288,32x,completed,1184966,2297344,18590,05:09:50,8,0.19637173414230347,0.9758974609375,0.8464375,0.9824296875,0.98694921875,0.8464375,0.9824296875,0.8464375,0.0469456622377038,0.0680679226079808,5.4909027843248275,0.31079155301290845,0.1098956393728417,0.12113370435933273,0.06529825497122985,3.033846542002663,20.337301528169995,2.8768130029950822,0.28968804684423266,https://swanlab.cn/@scu-mclab/flash_vqg_gd_residual_v1_mqar/runs/70waxa56ic2r6ybk9nuyt,swanlog/run-20260518_072556-70waxa56ic2r6ybk9nuyt
