accuracy,ci95_high,ci95_low,config_override,correct,dataset_hash,distance_bucket,distance_def,eval_batch_size,eval_seed,model_label,n,run_status,seed,slice_num_kv_pairs,slice_seq_len,source_config_family,source_model_family,source_run_id,stderr,variant,variant_label
,,,"{""layers"": {""layer_0"": {""after"": {""block_len"": 32, ""if_remote_enabled"": false, ""local_num_blocks"": 2}, ""before"": {""block_len"": 32, ""if_remote_enabled"": true, ""local_num_blocks"": 2}}}, ""num_flash_layers"": 1, ""override"": {""if_remote_enabled"": false, ""local_num_blocks"": 2}}",0,e446efc9f4dc774377c56c403a468c747870beb18ff0320f15df794dcb69f015,33-64,query_pos-value_pos,8,123,cb256-r4-s123,0,completed,123,512,2048,cb256-r4,flash,gd-cb256-r4-s123-d123-b64-ga4-fp32-noearly4ep,,local_only,cb256-r4-s123:local_only
,,,"{""layers"": {""layer_0"": {""after"": {""block_len"": 32, ""if_remote_enabled"": false, ""local_num_blocks"": 2}, ""before"": {""block_len"": 32, ""if_remote_enabled"": true, ""local_num_blocks"": 2}}}, ""num_flash_layers"": 1, ""override"": {""if_remote_enabled"": false, ""local_num_blocks"": 2}}",0,e446efc9f4dc774377c56c403a468c747870beb18ff0320f15df794dcb69f015,65-128,query_pos-value_pos,8,123,cb256-r4-s123,0,completed,123,512,2048,cb256-r4,flash,gd-cb256-r4-s123-d123-b64-ga4-fp32-noearly4ep,,local_only,cb256-r4-s123:local_only
0.0000000000,0.0000000000,0.0000000000,"{""layers"": {""layer_0"": {""after"": {""block_len"": 32, ""if_remote_enabled"": false, ""local_num_blocks"": 2}, ""before"": {""block_len"": 32, ""if_remote_enabled"": true, ""local_num_blocks"": 2}}}, ""num_flash_layers"": 1, ""override"": {""if_remote_enabled"": false, ""local_num_blocks"": 2}}",0,e446efc9f4dc774377c56c403a468c747870beb18ff0320f15df794dcb69f015,129-256,query_pos-value_pos,8,123,cb256-r4-s123,12,completed,123,512,2048,cb256-r4,flash,gd-cb256-r4-s123-d123-b64-ga4-fp32-noearly4ep,0.0000000000,local_only,cb256-r4-s123:local_only
0.0001877229,0.0005556253,0.0000000000,"{""layers"": {""layer_0"": {""after"": {""block_len"": 32, ""if_remote_enabled"": false, ""local_num_blocks"": 2}, ""before"": {""block_len"": 32, ""if_remote_enabled"": true, ""local_num_blocks"": 2}}}, ""num_flash_layers"": 1, ""override"": {""if_remote_enabled"": false, ""local_num_blocks"": 2}}",1,e446efc9f4dc774377c56c403a468c747870beb18ff0320f15df794dcb69f015,257-512,query_pos-value_pos,8,123,cb256-r4-s123,5327,completed,123,512,2048,cb256-r4,flash,gd-cb256-r4-s123-d123-b64-ga4-fp32-noearly4ep,0.0001877053,local_only,cb256-r4-s123:local_only
0.0002952465,0.0003867309,0.0002037622,"{""layers"": {""layer_0"": {""after"": {""block_len"": 32, ""if_remote_enabled"": false, ""local_num_blocks"": 2}, ""before"": {""block_len"": 32, ""if_remote_enabled"": true, ""local_num_blocks"": 2}}}, ""num_flash_layers"": 1, ""override"": {""if_remote_enabled"": false, ""local_num_blocks"": 2}}",40,e446efc9f4dc774377c56c403a468c747870beb18ff0320f15df794dcb69f015,513-1024,query_pos-value_pos,8,123,cb256-r4-s123,135480,completed,123,512,2048,cb256-r4,flash,gd-cb256-r4-s123-d123-b64-ga4-fp32-noearly4ep,0.0000466757,local_only,cb256-r4-s123:local_only
0.0002430956,0.0003331286,0.0001530627,"{""layers"": {""layer_0"": {""after"": {""block_len"": 32, ""if_remote_enabled"": false, ""local_num_blocks"": 2}, ""before"": {""block_len"": 32, ""if_remote_enabled"": true, ""local_num_blocks"": 2}}}, ""num_flash_layers"": 1, ""override"": {""if_remote_enabled"": false, ""local_num_blocks"": 2}}",28,e446efc9f4dc774377c56c403a468c747870beb18ff0320f15df794dcb69f015,1025-2048,query_pos-value_pos,8,123,cb256-r4-s123,115181,completed,123,512,2048,cb256-r4,flash,gd-cb256-r4-s123-d123-b64-ga4-fp32-noearly4ep,0.0000459352,local_only,cb256-r4-s123:local_only
,,,"{""layers"": {""layer_0"": {""after"": {""block_len"": 32, ""if_remote_enabled"": false, ""local_num_blocks"": 2}, ""before"": {""block_len"": 32, ""if_remote_enabled"": true, ""local_num_blocks"": 2}}}, ""num_flash_layers"": 1, ""override"": {""if_remote_enabled"": false, ""local_num_blocks"": 2}}",0,e446efc9f4dc774377c56c403a468c747870beb18ff0320f15df794dcb69f015,2049-4096,query_pos-value_pos,8,123,cb256-r4-s123,0,completed,123,512,2048,cb256-r4,flash,gd-cb256-r4-s123-d123-b64-ga4-fp32-noearly4ep,,local_only,cb256-r4-s123:local_only
,,,"{""layers"": {""layer_0"": {""after"": {""block_len"": 32, ""if_remote_enabled"": false, ""local_num_blocks"": 2}, ""before"": {""block_len"": 32, ""if_remote_enabled"": true, ""local_num_blocks"": 2}}}, ""num_flash_layers"": 1, ""override"": {""if_remote_enabled"": false, ""local_num_blocks"": 2}}",0,e446efc9f4dc774377c56c403a468c747870beb18ff0320f15df794dcb69f015,>4096,query_pos-value_pos,8,123,cb256-r4-s123,0,completed,123,512,2048,cb256-r4,flash,gd-cb256-r4-s123-d123-b64-ga4-fp32-noearly4ep,,local_only,cb256-r4-s123:local_only
,,,"{""layers"": {""layer_0"": {""after"": {""block_len"": 32, ""if_remote_enabled"": false, ""local_num_blocks"": 2}, ""before"": {""block_len"": 32, ""if_remote_enabled"": true, ""local_num_blocks"": 2}}}, ""num_flash_layers"": 1, ""override"": {""if_remote_enabled"": false, ""local_num_blocks"": 2}}",0,c0d72f24f32e8afcd192453a15113cee60455375a8563fbf8b3cfd3ba191f68f,<=32,query_pos-value_pos,8,123,cb256-r4-s123,0,completed,123,512,4096,cb256-r4,flash,gd-cb256-r4-s123-d123-b64-ga4-fp32-noearly4ep,,local_only,cb256-r4-s123:local_only
0.0000000000,0.0000000000,0.0000000000,"{""layers"": {""layer_0"": {""after"": {""block_len"": 32, ""if_remote_enabled"": false, ""local_num_blocks"": 2}, ""before"": {""block_len"": 32, ""if_remote_enabled"": true, ""local_num_blocks"": 2}}}, ""num_flash_layers"": 1, ""override"": {""if_remote_enabled"": false, ""local_num_blocks"": 2}}",0,c0d72f24f32e8afcd192453a15113cee60455375a8563fbf8b3cfd3ba191f68f,33-64,query_pos-value_pos,8,123,cb256-r4-s123,1,completed,123,512,4096,cb256-r4,flash,gd-cb256-r4-s123-d123-b64-ga4-fp32-noearly4ep,0.0000000000,local_only,cb256-r4-s123:local_only
0.0000000000,0.0000000000,0.0000000000,"{""layers"": {""layer_0"": {""after"": {""block_len"": 32, ""if_remote_enabled"": false, ""local_num_blocks"": 2}, ""before"": {""block_len"": 32, ""if_remote_enabled"": true, ""local_num_blocks"": 2}}}, ""num_flash_layers"": 1, ""override"": {""if_remote_enabled"": false, ""local_num_blocks"": 2}}",0,c0d72f24f32e8afcd192453a15113cee60455375a8563fbf8b3cfd3ba191f68f,65-128,query_pos-value_pos,8,123,cb256-r4-s123,47,completed,123,512,4096,cb256-r4,flash,gd-cb256-r4-s123-d123-b64-ga4-fp32-noearly4ep,0.0000000000,local_only,cb256-r4-s123:local_only
0.0000000000,0.0000000000,0.0000000000,"{""layers"": {""layer_0"": {""after"": {""block_len"": 32, ""if_remote_enabled"": false, ""local_num_blocks"": 2}, ""before"": {""block_len"": 32, ""if_remote_enabled"": true, ""local_num_blocks"": 2}}}, ""num_flash_layers"": 1, ""override"": {""if_remote_enabled"": false, ""local_num_blocks"": 2}}",0,c0d72f24f32e8afcd192453a15113cee60455375a8563fbf8b3cfd3ba191f68f,129-256,query_pos-value_pos,8,123,cb256-r4-s123,1188,completed,123,512,4096,cb256-r4,flash,gd-cb256-r4-s123-d123-b64-ga4-fp32-noearly4ep,0.0000000000,local_only,cb256-r4-s123:local_only
0.0001712769,0.0004086342,0.0000000000,"{""layers"": {""layer_0"": {""after"": {""block_len"": 32, ""if_remote_enabled"": false, ""local_num_blocks"": 2}, ""before"": {""block_len"": 32, ""if_remote_enabled"": true, ""local_num_blocks"": 2}}}, ""num_flash_layers"": 1, ""override"": {""if_remote_enabled"": false, ""local_num_blocks"": 2}}",2,c0d72f24f32e8afcd192453a15113cee60455375a8563fbf8b3cfd3ba191f68f,257-512,query_pos-value_pos,8,123,cb256-r4-s123,11677,completed,123,512,4096,cb256-r4,flash,gd-cb256-r4-s123-d123-b64-ga4-fp32-noearly4ep,0.0001211007,local_only,cb256-r4-s123:local_only
0.0001482470,0.0002321194,0.0000643746,"{""layers"": {""layer_0"": {""after"": {""block_len"": 32, ""if_remote_enabled"": false, ""local_num_blocks"": 2}, ""before"": {""block_len"": 32, ""if_remote_enabled"": true, ""local_num_blocks"": 2}}}, ""num_flash_layers"": 1, ""override"": {""if_remote_enabled"": false, ""local_num_blocks"": 2}}",12,c0d72f24f32e8afcd192453a15113cee60455375a8563fbf8b3cfd3ba191f68f,513-1024,query_pos-value_pos,8,123,cb256-r4-s123,80946,completed,123,512,4096,cb256-r4,flash,gd-cb256-r4-s123-d123-b64-ga4-fp32-noearly4ep,0.0000427920,local_only,cb256-r4-s123:local_only
0.0001391858,0.0002120907,0.0000662809,"{""layers"": {""layer_0"": {""after"": {""block_len"": 32, ""if_remote_enabled"": false, ""local_num_blocks"": 2}, ""before"": {""block_len"": 32, ""if_remote_enabled"": true, ""local_num_blocks"": 2}}}, ""num_flash_layers"": 1, ""override"": {""if_remote_enabled"": false, ""local_num_blocks"": 2}}",14,c0d72f24f32e8afcd192453a15113cee60455375a8563fbf8b3cfd3ba191f68f,1025-2048,query_pos-value_pos,8,123,cb256-r4-s123,100585,completed,123,512,4096,cb256-r4,flash,gd-cb256-r4-s123-d123-b64-ga4-fp32-noearly4ep,0.0000371964,local_only,cb256-r4-s123:local_only
0.0002761713,0.0004074367,0.0001449059,"{""layers"": {""layer_0"": {""after"": {""block_len"": 32, ""if_remote_enabled"": false, ""local_num_blocks"": 2}, ""before"": {""block_len"": 32, ""if_remote_enabled"": true, ""local_num_blocks"": 2}}}, ""num_flash_layers"": 1, ""override"": {""if_remote_enabled"": false, ""local_num_blocks"": 2}}",17,c0d72f24f32e8afcd192453a15113cee60455375a8563fbf8b3cfd3ba191f68f,2049-4096,query_pos-value_pos,8,123,cb256-r4-s123,61556,completed,123,512,4096,cb256-r4,flash,gd-cb256-r4-s123-d123-b64-ga4-fp32-noearly4ep,0.0000669721,local_only,cb256-r4-s123:local_only
,,,"{""layers"": {""layer_0"": {""after"": {""block_len"": 32, ""if_remote_enabled"": false, ""local_num_blocks"": 2}, ""before"": {""block_len"": 32, ""if_remote_enabled"": true, ""local_num_blocks"": 2}}}, ""num_flash_layers"": 1, ""override"": {""if_remote_enabled"": false, ""local_num_blocks"": 2}}",0,c0d72f24f32e8afcd192453a15113cee60455375a8563fbf8b3cfd3ba191f68f,>4096,query_pos-value_pos,8,123,cb256-r4-s123,0,completed,123,512,4096,cb256-r4,flash,gd-cb256-r4-s123-d123-b64-ga4-fp32-noearly4ep,,local_only,cb256-r4-s123:local_only
,,,"{""layers"": {""layer_0"": {""after"": {""block_len"": 32, ""if_remote_enabled"": false, ""local_num_blocks"": 2}, ""before"": {""block_len"": 32, ""if_remote_enabled"": true, ""local_num_blocks"": 2}}}, ""num_flash_layers"": 1, ""override"": {""if_remote_enabled"": false, ""local_num_blocks"": 2}}",0,0981292ce8ebea1402a4c3a7a6655dfc1de42688c329bd5ea921541a0f1d16ed,<=32,query_pos-value_pos,8,123,cb256-r4-s123,0,completed,123,1024,4096,cb256-r4,flash,gd-cb256-r4-s123-d123-b64-ga4-fp32-noearly4ep,,local_only,cb256-r4-s123:local_only
,,,"{""layers"": {""layer_0"": {""after"": {""block_len"": 32, ""if_remote_enabled"": false, ""local_num_blocks"": 2}, ""before"": {""block_len"": 32, ""if_remote_enabled"": true, ""local_num_blocks"": 2}}}, ""num_flash_layers"": 1, ""override"": {""if_remote_enabled"": false, ""local_num_blocks"": 2}}",0,0981292ce8ebea1402a4c3a7a6655dfc1de42688c329bd5ea921541a0f1d16ed,33-64,query_pos-value_pos,8,123,cb256-r4-s123,0,completed,123,1024,4096,cb256-r4,flash,gd-cb256-r4-s123-d123-b64-ga4-fp32-noearly4ep,,local_only,cb256-r4-s123:local_only
,,,"{""layers"": {""layer_0"": {""after"": {""block_len"": 32, ""if_remote_enabled"": false, ""local_num_blocks"": 2}, ""before"": {""block_len"": 32, ""if_remote_enabled"": true, ""local_num_blocks"": 2}}}, ""num_flash_layers"": 1, ""override"": {""if_remote_enabled"": false, ""local_num_blocks"": 2}}",0,0981292ce8ebea1402a4c3a7a6655dfc1de42688c329bd5ea921541a0f1d16ed,65-128,query_pos-value_pos,8,123,cb256-r4-s123,0,completed,123,1024,4096,cb256-r4,flash,gd-cb256-r4-s123-d123-b64-ga4-fp32-noearly4ep,,local_only,cb256-r4-s123:local_only
,,,"{""layers"": {""layer_0"": {""after"": {""block_len"": 32, ""if_remote_enabled"": false, ""local_num_blocks"": 2}, ""before"": {""block_len"": 32, ""if_remote_enabled"": true, ""local_num_blocks"": 2}}}, ""num_flash_layers"": 1, ""override"": {""if_remote_enabled"": false, ""local_num_blocks"": 2}}",0,0981292ce8ebea1402a4c3a7a6655dfc1de42688c329bd5ea921541a0f1d16ed,129-256,query_pos-value_pos,8,123,cb256-r4-s123,0,completed,123,1024,4096,cb256-r4,flash,gd-cb256-r4-s123-d123-b64-ga4-fp32-noearly4ep,,local_only,cb256-r4-s123:local_only
0.0000000000,0.0000000000,0.0000000000,"{""layers"": {""layer_0"": {""after"": {""block_len"": 32, ""if_remote_enabled"": false, ""local_num_blocks"": 2}, ""before"": {""block_len"": 32, ""if_remote_enabled"": true, ""local_num_blocks"": 2}}}, ""num_flash_layers"": 1, ""override"": {""if_remote_enabled"": false, ""local_num_blocks"": 2}}",0,0981292ce8ebea1402a4c3a7a6655dfc1de42688c329bd5ea921541a0f1d16ed,257-512,query_pos-value_pos,8,123,cb256-r4-s123,9,completed,123,1024,4096,cb256-r4,flash,gd-cb256-r4-s123-d123-b64-ga4-fp32-noearly4ep,0.0000000000,local_only,cb256-r4-s123:local_only
0.0002883784,0.0006146621,0.0000000000,"{""layers"": {""layer_0"": {""after"": {""block_len"": 32, ""if_remote_enabled"": false, ""local_num_blocks"": 2}, ""before"": {""block_len"": 32, ""if_remote_enabled"": true, ""local_num_blocks"": 2}}}, ""num_flash_layers"": 1, ""override"": {""if_remote_enabled"": false, ""local_num_blocks"": 2}}",3,0981292ce8ebea1402a4c3a7a6655dfc1de42688c329bd5ea921541a0f1d16ed,513-1024,query_pos-value_pos,8,123,cb256-r4-s123,10403,completed,123,1024,4096,cb256-r4,flash,gd-cb256-r4-s123-d123-b64-ga4-fp32-noearly4ep,0.0001664713,local_only,cb256-r4-s123:local_only
0.0002288498,0.0002858087,0.0001718910,"{""layers"": {""layer_0"": {""after"": {""block_len"": 32, ""if_remote_enabled"": false, ""local_num_blocks"": 2}, ""before"": {""block_len"": 32, ""if_remote_enabled"": true, ""local_num_blocks"": 2}}}, ""num_flash_layers"": 1, ""override"": {""if_remote_enabled"": false, ""local_num_blocks"": 2}}",62,0981292ce8ebea1402a4c3a7a6655dfc1de42688c329bd5ea921541a0f1d16ed,1025-2048,query_pos-value_pos,8,123,cb256-r4-s123,270920,completed,123,1024,4096,cb256-r4,flash,gd-cb256-r4-s123-d123-b64-ga4-fp32-noearly4ep,0.0000290606,local_only,cb256-r4-s123:local_only
0.0002167618,0.0002768385,0.0001566850,"{""layers"": {""layer_0"": {""after"": {""block_len"": 32, ""if_remote_enabled"": false, ""local_num_blocks"": 2}, ""before"": {""block_len"": 32, ""if_remote_enabled"": true, ""local_num_blocks"": 2}}}, ""num_flash_layers"": 1, ""override"": {""if_remote_enabled"": false, ""local_num_blocks"": 2}}",50,0981292ce8ebea1402a4c3a7a6655dfc1de42688c329bd5ea921541a0f1d16ed,2049-4096,query_pos-value_pos,8,123,cb256-r4-s123,230668,completed,123,1024,4096,cb256-r4,flash,gd-cb256-r4-s123-d123-b64-ga4-fp32-noearly4ep,0.0000306514,local_only,cb256-r4-s123:local_only
,,,"{""layers"": {""layer_0"": {""after"": {""block_len"": 32, ""if_remote_enabled"": false, ""local_num_blocks"": 2}, ""before"": {""block_len"": 32, ""if_remote_enabled"": true, ""local_num_blocks"": 2}}}, ""num_flash_layers"": 1, ""override"": {""if_remote_enabled"": false, ""local_num_blocks"": 2}}",0,0981292ce8ebea1402a4c3a7a6655dfc1de42688c329bd5ea921541a0f1d16ed,>4096,query_pos-value_pos,8,123,cb256-r4-s123,0,completed,123,1024,4096,cb256-r4,flash,gd-cb256-r4-s123-d123-b64-ga4-fp32-noearly4ep,,local_only,cb256-r4-s123:local_only
,,,"{""layers"": {""layer_0"": {""after"": {""block_len"": 32, ""if_remote_enabled"": true, ""local_num_blocks"": 1}, ""before"": {""block_len"": 32, ""if_remote_enabled"": true, ""local_num_blocks"": 2}}}, ""num_flash_layers"": 1, ""override"": {""if_remote_enabled"": true, ""local_num_blocks"": 1}}",0,f30f1e09e1300deb2e0f430d7c50c47a77f58f43657aa4d6f425f938a91a9acb,<=32,query_pos-value_pos,8,123,cb256-r4-s123,0,completed,123,256,1024,cb256-r4,flash,gd-cb256-r4-s123-d123-b64-ga4-fp32-noearly4ep,,local1,cb256-r4-s123:local1
,,,"{""layers"": {""layer_0"": {""after"": {""block_len"": 32, ""if_remote_enabled"": true, ""local_num_blocks"": 1}, ""before"": {""block_len"": 32, ""if_remote_enabled"": true, ""local_num_blocks"": 2}}}, ""num_flash_layers"": 1, ""override"": {""if_remote_enabled"": true, ""local_num_blocks"": 1}}",0,f30f1e09e1300deb2e0f430d7c50c47a77f58f43657aa4d6f425f938a91a9acb,33-64,query_pos-value_pos,8,123,cb256-r4-s123,0,completed,123,256,1024,cb256-r4,flash,gd-cb256-r4-s123-d123-b64-ga4-fp32-noearly4ep,,local1,cb256-r4-s123:local1
1.0000000000,1.0000000000,1.0000000000,"{""layers"": {""layer_0"": {""after"": {""block_len"": 32, ""if_remote_enabled"": true, ""local_num_blocks"": 1}, ""before"": {""block_len"": 32, ""if_remote_enabled"": true, ""local_num_blocks"": 2}}}, ""num_flash_layers"": 1, ""override"": {""if_remote_enabled"": true, ""local_num_blocks"": 1}}",2,f30f1e09e1300deb2e0f430d7c50c47a77f58f43657aa4d6f425f938a91a9acb,65-128,query_pos-value_pos,8,123,cb256-r4-s123,2,completed,123,256,1024,cb256-r4,flash,gd-cb256-r4-s123-d123-b64-ga4-fp32-noearly4ep,0.0000000000,local1,cb256-r4-s123:local1
0.9235692771,0.9336736824,0.9134648718,"{""layers"": {""layer_0"": {""after"": {""block_len"": 32, ""if_remote_enabled"": true, ""local_num_blocks"": 1}, ""before"": {""block_len"": 32, ""if_remote_enabled"": true, ""local_num_blocks"": 2}}}, ""num_flash_layers"": 1, ""override"": {""if_remote_enabled"": true, ""local_num_blocks"": 1}}",2453,f30f1e09e1300deb2e0f430d7c50c47a77f58f43657aa4d6f425f938a91a9acb,129-256,query_pos-value_pos,8,123,cb256-r4-s123,2656,completed,123,256,1024,cb256-r4,flash,gd-cb256-r4-s123-d123-b64-ga4-fp32-noearly4ep,0.0051553088,local1,cb256-r4-s123:local1
0.8966766304,0.8989658994,0.8943873614,"{""layers"": {""layer_0"": {""after"": {""block_len"": 32, ""if_remote_enabled"": true, ""local_num_blocks"": 1}, ""before"": {""block_len"": 32, ""if_remote_enabled"": true, ""local_num_blocks"": 2}}}, ""num_flash_layers"": 1, ""override"": {""if_remote_enabled"": true, ""local_num_blocks"": 1}}",60896,f30f1e09e1300deb2e0f430d7c50c47a77f58f43657aa4d6f425f938a91a9acb,257-512,query_pos-value_pos,8,123,cb256-r4-s123,67913,completed,123,256,1024,cb256-r4,flash,gd-cb256-r4-s123-d123-b64-ga4-fp32-noearly4ep,0.0011679944,local1,cb256-r4-s123:local1
0.8804262655,0.8830799839,0.8777725471,"{""layers"": {""layer_0"": {""after"": {""block_len"": 32, ""if_remote_enabled"": true, ""local_num_blocks"": 1}, ""before"": {""block_len"": 32, ""if_remote_enabled"": true, ""local_num_blocks"": 2}}}, ""num_flash_layers"": 1, ""override"": {""if_remote_enabled"": true, ""local_num_blocks"": 1}}",50562,f30f1e09e1300deb2e0f430d7c50c47a77f58f43657aa4d6f425f938a91a9acb,513-1024,query_pos-value_pos,8,123,cb256-r4-s123,57429,completed,123,256,1024,cb256-r4,flash,gd-cb256-r4-s123-d123-b64-ga4-fp32-noearly4ep,0.0013539380,local1,cb256-r4-s123:local1
,,,"{""layers"": {""layer_0"": {""after"": {""block_len"": 32, ""if_remote_enabled"": true, ""local_num_blocks"": 1}, ""before"": {""block_len"": 32, ""if_remote_enabled"": true, ""local_num_blocks"": 2}}}, ""num_flash_layers"": 1, ""override"": {""if_remote_enabled"": true, ""local_num_blocks"": 1}}",0,f30f1e09e1300deb2e0f430d7c50c47a77f58f43657aa4d6f425f938a91a9acb,1025-2048,query_pos-value_pos,8,123,cb256-r4-s123,0,completed,123,256,1024,cb256-r4,flash,gd-cb256-r4-s123-d123-b64-ga4-fp32-noearly4ep,,local1,cb256-r4-s123:local1
,,,"{""layers"": {""layer_0"": {""after"": {""block_len"": 32, ""if_remote_enabled"": true, ""local_num_blocks"": 1}, ""before"": {""block_len"": 32, ""if_remote_enabled"": true, ""local_num_blocks"": 2}}}, ""num_flash_layers"": 1, ""override"": {""if_remote_enabled"": true, ""local_num_blocks"": 1}}",0,f30f1e09e1300deb2e0f430d7c50c47a77f58f43657aa4d6f425f938a91a9acb,2049-4096,query_pos-value_pos,8,123,cb256-r4-s123,0,completed,123,256,1024,cb256-r4,flash,gd-cb256-r4-s123-d123-b64-ga4-fp32-noearly4ep,,local1,cb256-r4-s123:local1
,,,"{""layers"": {""layer_0"": {""after"": {""block_len"": 32, ""if_remote_enabled"": true, ""local_num_blocks"": 1}, ""before"": {""block_len"": 32, ""if_remote_enabled"": true, ""local_num_blocks"": 2}}}, ""num_flash_layers"": 1, ""override"": {""if_remote_enabled"": true, ""local_num_blocks"": 1}}",0,f30f1e09e1300deb2e0f430d7c50c47a77f58f43657aa4d6f425f938a91a9acb,>4096,query_pos-value_pos,8,123,cb256-r4-s123,0,completed,123,256,1024,cb256-r4,flash,gd-cb256-r4-s123-d123-b64-ga4-fp32-noearly4ep,,local1,cb256-r4-s123:local1
,,,"{""layers"": {""layer_0"": {""after"": {""block_len"": 32, ""if_remote_enabled"": true, ""local_num_blocks"": 1}, ""before"": {""block_len"": 32, ""if_remote_enabled"": true, ""local_num_blocks"": 2}}}, ""num_flash_layers"": 1, ""override"": {""if_remote_enabled"": true, ""local_num_blocks"": 1}}",0,e446efc9f4dc774377c56c403a468c747870beb18ff0320f15df794dcb69f015,<=32,query_pos-value_pos,8,123,cb256-r4-s123,0,completed,123,512,2048,cb256-r4,flash,gd-cb256-r4-s123-d123-b64-ga4-fp32-noearly4ep,,local1,cb256-r4-s123:local1
,,,"{""layers"": {""layer_0"": {""after"": {""block_len"": 32, ""if_remote_enabled"": true, ""local_num_blocks"": 1}, ""before"": {""block_len"": 32, ""if_remote_enabled"": true, ""local_num_blocks"": 2}}}, ""num_flash_layers"": 1, ""override"": {""if_remote_enabled"": true, ""local_num_blocks"": 1}}",0,e446efc9f4dc774377c56c403a468c747870beb18ff0320f15df794dcb69f015,33-64,query_pos-value_pos,8,123,cb256-r4-s123,0,completed,123,512,2048,cb256-r4,flash,gd-cb256-r4-s123-d123-b64-ga4-fp32-noearly4ep,,local1,cb256-r4-s123:local1
,,,"{""layers"": {""layer_0"": {""after"": {""block_len"": 32, ""if_remote_enabled"": true, ""local_num_blocks"": 1}, ""before"": {""block_len"": 32, ""if_remote_enabled"": true, ""local_num_blocks"": 2}}}, ""num_flash_layers"": 1, ""override"": {""if_remote_enabled"": true, ""local_num_blocks"": 1}}",0,e446efc9f4dc774377c56c403a468c747870beb18ff0320f15df794dcb69f015,65-128,query_pos-value_pos,8,123,cb256-r4-s123,0,completed,123,512,2048,cb256-r4,flash,gd-cb256-r4-s123-d123-b64-ga4-fp32-noearly4ep,,local1,cb256-r4-s123:local1
0.7500000000,0.9950000000,0.5050000000,"{""layers"": {""layer_0"": {""after"": {""block_len"": 32, ""if_remote_enabled"": true, ""local_num_blocks"": 1}, ""before"": {""block_len"": 32, ""if_remote_enabled"": true, ""local_num_blocks"": 2}}}, ""num_flash_layers"": 1, ""override"": {""if_remote_enabled"": true, ""local_num_blocks"": 1}}",9,e446efc9f4dc774377c56c403a468c747870beb18ff0320f15df794dcb69f015,129-256,query_pos-value_pos,8,123,cb256-r4-s123,12,completed,123,512,2048,cb256-r4,flash,gd-cb256-r4-s123-d123-b64-ga4-fp32-noearly4ep,0.1250000000,local1,cb256-r4-s123:local1
0.6896940116,0.7021173419,0.6772706814,"{""layers"": {""layer_0"": {""after"": {""block_len"": 32, ""if_remote_enabled"": true, ""local_num_blocks"": 1}, ""before"": {""block_len"": 32, ""if_remote_enabled"": true, ""local_num_blocks"": 2}}}, ""num_flash_layers"": 1, ""override"": {""if_remote_enabled"": true, ""local_num_blocks"": 1}}",3674,e446efc9f4dc774377c56c403a468c747870beb18ff0320f15df794dcb69f015,257-512,query_pos-value_pos,8,123,cb256-r4-s123,5327,completed,123,512,2048,cb256-r4,flash,gd-cb256-r4-s123-d123-b64-ga4-fp32-noearly4ep,0.0063384338,local1,cb256-r4-s123:local1
0.6755609684,0.6780539398,0.6730679970,"{""layers"": {""layer_0"": {""after"": {""block_len"": 32, ""if_remote_enabled"": true, ""local_num_blocks"": 1}, ""before"": {""block_len"": 32, ""if_remote_enabled"": true, ""local_num_blocks"": 2}}}, ""num_flash_layers"": 1, ""override"": {""if_remote_enabled"": true, ""local_num_blocks"": 1}}",91525,e446efc9f4dc774377c56c403a468c747870beb18ff0320f15df794dcb69f015,513-1024,query_pos-value_pos,8,123,cb256-r4-s123,135480,completed,123,512,2048,cb256-r4,flash,gd-cb256-r4-s123-d123-b64-ga4-fp32-noearly4ep,0.0012719242,local1,cb256-r4-s123:local1
0.6469209331,0.6496810485,0.6441608178,"{""layers"": {""layer_0"": {""after"": {""block_len"": 32, ""if_remote_enabled"": true, ""local_num_blocks"": 1}, ""before"": {""block_len"": 32, ""if_remote_enabled"": true, ""local_num_blocks"": 2}}}, ""num_flash_layers"": 1, ""override"": {""if_remote_enabled"": true, ""local_num_blocks"": 1}}",74513,e446efc9f4dc774377c56c403a468c747870beb18ff0320f15df794dcb69f015,1025-2048,query_pos-value_pos,8,123,cb256-r4-s123,115181,completed,123,512,2048,cb256-r4,flash,gd-cb256-r4-s123-d123-b64-ga4-fp32-noearly4ep,0.0014082221,local1,cb256-r4-s123:local1
,,,"{""layers"": {""layer_0"": {""after"": {""block_len"": 32, ""if_remote_enabled"": true, ""local_num_blocks"": 1}, ""before"": {""block_len"": 32, ""if_remote_enabled"": true, ""local_num_blocks"": 2}}}, ""num_flash_layers"": 1, ""override"": {""if_remote_enabled"": true, ""local_num_blocks"": 1}}",0,e446efc9f4dc774377c56c403a468c747870beb18ff0320f15df794dcb69f015,2049-4096,query_pos-value_pos,8,123,cb256-r4-s123,0,completed,123,512,2048,cb256-r4,flash,gd-cb256-r4-s123-d123-b64-ga4-fp32-noearly4ep,,local1,cb256-r4-s123:local1
