abs_diff_from_ref,accuracy,batch_candidates,checkpoint_path,checkpoint_sha256,ci95_high,ci95_low,config_override,correct,dataset_hash,eval_batch_size,eval_seed,failure_detail,failure_type,fallback_count,fallback_failures,model_label,n,official_accuracy_ref,official_dataset_hash_ref,peak_memory_mb,run_status,sanity_status,seed,slice_num_kv_pairs,slice_seq_len,source_config_family,source_model_family,source_run_id,stderr,variant,variant_label,wall_clock_sec
,0.6163007812,8;4;2;1,/home/lyj/mnt/project/zoology/checkpoints/flash-vqg-20260520-flash-capacity-decomposition-gd-cb256-r4-s123-2026-05-20-13-04-52/gd-cb256-r4-s123-d123-b64-ga4-fp32-noearly4ep/last.pt,d3dc1bbc0cdb8167724ce29ec83deeb980d6f957719441e259bde63ed8d22281,0.6181845514,0.6144170111,"{""layers"": {""layer_0"": {""after"": {""block_len"": 32, ""if_remote_enabled"": true, ""local_num_blocks"": 1}, ""before"": {""block_len"": 32, ""if_remote_enabled"": true, ""local_num_blocks"": 2}}}, ""num_flash_layers"": 1, ""override"": {""if_remote_enabled"": true, ""local_num_blocks"": 1}}",157773,c0d72f24f32e8afcd192453a15113cee60455375a8563fbf8b3cfd3ba191f68f,8,123,,,0,[],cb256-r4-s123,256000,,,2182.434,completed,not_applicable,123,512,4096,cb256-r4,flash,gd-cb256-r4-s123-d123-b64-ga4-fp32-noearly4ep,0.0009611072,local1,cb256-r4-s123:local1,324.468
,0.3789433594,8;4;2;1,/home/lyj/mnt/project/zoology/checkpoints/flash-vqg-20260520-flash-capacity-decomposition-gd-cb256-r4-s123-2026-05-20-13-04-52/gd-cb256-r4-s123-d123-b64-ga4-fp32-noearly4ep/last.pt,d3dc1bbc0cdb8167724ce29ec83deeb980d6f957719441e259bde63ed8d22281,0.3802722029,0.3776145158,"{""layers"": {""layer_0"": {""after"": {""block_len"": 32, ""if_remote_enabled"": true, ""local_num_blocks"": 1}, ""before"": {""block_len"": 32, ""if_remote_enabled"": true, ""local_num_blocks"": 2}}}, ""num_flash_layers"": 1, ""override"": {""if_remote_enabled"": true, ""local_num_blocks"": 1}}",194019,0981292ce8ebea1402a4c3a7a6655dfc1de42688c329bd5ea921541a0f1d16ed,8,123,,,0,[],cb256-r4-s123,512000,0.380677734375,0981292ce8ebea1402a4c3a7a6655dfc1de42688c329bd5ea921541a0f1d16ed,2182.434,completed,not_applicable,123,1024,4096,cb256-r4,flash,gd-cb256-r4-s123-d123-b64-ga4-fp32-noearly4ep,0.0006779814,local1,cb256-r4-s123:local1,315.841
,0.9040312500,8;4;2;1,/home/lyj/mnt/project/zoology/checkpoints/flash-vqg-20260520-flash-capacity-decomposition-gd-cb256-r4-s123-2026-05-20-13-04-52/gd-cb256-r4-s123-d123-b64-ga4-fp32-noearly4ep/last.pt,d3dc1bbc0cdb8167724ce29ec83deeb980d6f957719441e259bde63ed8d22281,0.9056448940,0.9024176060,"{""layers"": {""layer_0"": {""after"": {""block_len"": 32, ""if_remote_enabled"": true, ""local_num_blocks"": 4}, ""before"": {""block_len"": 32, ""if_remote_enabled"": true, ""local_num_blocks"": 2}}}, ""num_flash_layers"": 1, ""override"": {""if_remote_enabled"": true, ""local_num_blocks"": 4}}",115716,f30f1e09e1300deb2e0f430d7c50c47a77f58f43657aa4d6f425f938a91a9acb,8,123,,,0,[],cb256-r4-s123,128000,0.89415625,f30f1e09e1300deb2e0f430d7c50c47a77f58f43657aa4d6f425f938a91a9acb,565.861,completed,not_applicable,123,256,1024,cb256-r4,flash,gd-cb256-r4-s123-d123-b64-ga4-fp32-noearly4ep,0.0008232878,local4,cb256-r4-s123:local4,80.034
,0.6760898438,8;4;2;1,/home/lyj/mnt/project/zoology/checkpoints/flash-vqg-20260520-flash-capacity-decomposition-gd-cb256-r4-s123-2026-05-20-13-04-52/gd-cb256-r4-s123-d123-b64-ga4-fp32-noearly4ep/last.pt,d3dc1bbc0cdb8167724ce29ec83deeb980d6f957719441e259bde63ed8d22281,0.6779026466,0.6742770409,"{""layers"": {""layer_0"": {""after"": {""block_len"": 32, ""if_remote_enabled"": true, ""local_num_blocks"": 4}, ""before"": {""block_len"": 32, ""if_remote_enabled"": true, ""local_num_blocks"": 2}}}, ""num_flash_layers"": 1, ""override"": {""if_remote_enabled"": true, ""local_num_blocks"": 4}}",173079,e446efc9f4dc774377c56c403a468c747870beb18ff0320f15df794dcb69f015,8,123,,,0,[],cb256-r4-s123,256000,0.66669140625,e446efc9f4dc774377c56c403a468c747870beb18ff0320f15df794dcb69f015,1117.932,completed,not_applicable,123,512,2048,cb256-r4,flash,gd-cb256-r4-s123-d123-b64-ga4-fp32-noearly4ep,0.0009248994,local4,cb256-r4-s123:local4,158.629
,0.6282070312,8;4;2;1,/home/lyj/mnt/project/zoology/checkpoints/flash-vqg-20260520-flash-capacity-decomposition-gd-cb256-r4-s123-2026-05-20-13-04-52/gd-cb256-r4-s123-d123-b64-ga4-fp32-noearly4ep/last.pt,d3dc1bbc0cdb8167724ce29ec83deeb980d6f957719441e259bde63ed8d22281,0.6300791702,0.6263348923,"{""layers"": {""layer_0"": {""after"": {""block_len"": 32, ""if_remote_enabled"": true, ""local_num_blocks"": 4}, ""before"": {""block_len"": 32, ""if_remote_enabled"": true, ""local_num_blocks"": 2}}}, ""num_flash_layers"": 1, ""override"": {""if_remote_enabled"": true, ""local_num_blocks"": 4}}",160821,c0d72f24f32e8afcd192453a15113cee60455375a8563fbf8b3cfd3ba191f68f,8,123,,,0,[],cb256-r4-s123,256000,,,2223.198,completed,not_applicable,123,512,4096,cb256-r4,flash,gd-cb256-r4-s123-d123-b64-ga4-fp32-noearly4ep,0.0009551729,local4,cb256-r4-s123:local4,322.853
,0.3845507812,8;4;2;1,/home/lyj/mnt/project/zoology/checkpoints/flash-vqg-20260520-flash-capacity-decomposition-gd-cb256-r4-s123-2026-05-20-13-04-52/gd-cb256-r4-s123-d123-b64-ga4-fp32-noearly4ep/last.pt,d3dc1bbc0cdb8167724ce29ec83deeb980d6f957719441e259bde63ed8d22281,0.3858833636,0.3832181989,"{""layers"": {""layer_0"": {""after"": {""block_len"": 32, ""if_remote_enabled"": true, ""local_num_blocks"": 4}, ""before"": {""block_len"": 32, ""if_remote_enabled"": true, ""local_num_blocks"": 2}}}, ""num_flash_layers"": 1, ""override"": {""if_remote_enabled"": true, ""local_num_blocks"": 4}}",196890,0981292ce8ebea1402a4c3a7a6655dfc1de42688c329bd5ea921541a0f1d16ed,8,123,,,0,[],cb256-r4-s123,512000,0.380677734375,0981292ce8ebea1402a4c3a7a6655dfc1de42688c329bd5ea921541a0f1d16ed,2223.198,completed,not_applicable,123,1024,4096,cb256-r4,flash,gd-cb256-r4-s123-d123-b64-ga4-fp32-noearly4ep,0.0006798889,local4,cb256-r4-s123:local4,318.078
0.0000000000,0.9696250000,8;4;2;1,/home/lyj/mnt/project/zoology/checkpoints/flash-vqg-20260520-flash-capacity-decomposition-gd-cb64-r16-s123-2026-05-20-18-12-06/gd-cb64-r16-s123-d123-b64-ga4-fp32-noearly4ep/last.pt,46c1a28c3fa4b8ebf62b0e69c53c879b60504d4f27d1e1b76ddbc6a1bd2e89e1,0.9705651803,0.9686848197,"{""layers"": {""layer_0"": {""after"": {""block_len"": 32, ""if_remote_enabled"": true, ""local_num_blocks"": 2}, ""before"": {""block_len"": 32, ""if_remote_enabled"": true, ""local_num_blocks"": 2}}}, ""num_flash_layers"": 1, ""override"": {}}",124112,f30f1e09e1300deb2e0f430d7c50c47a77f58f43657aa4d6f425f938a91a9acb,8,123,,,0,[],cb64-r16-s123,128000,0.969625,f30f1e09e1300deb2e0f430d7c50c47a77f58f43657aa4d6f425f938a91a9acb,551.051,completed,passed,123,256,1024,cb64-r16,flash,gd-cb64-r16-s123-d123-b64-ga4-fp32-noearly4ep,0.0004796838,full,cb64-r16-s123:full,50.284
0.0000000000,0.8226445313,8;4;2;1,/home/lyj/mnt/project/zoology/checkpoints/flash-vqg-20260520-flash-capacity-decomposition-gd-cb64-r16-s123-2026-05-20-18-12-06/gd-cb64-r16-s123-d123-b64-ga4-fp32-noearly4ep/last.pt,46c1a28c3fa4b8ebf62b0e69c53c879b60504d4f27d1e1b76ddbc6a1bd2e89e1,0.8241242000,0.8211648625,"{""layers"": {""layer_0"": {""after"": {""block_len"": 32, ""if_remote_enabled"": true, ""local_num_blocks"": 2}, ""before"": {""block_len"": 32, ""if_remote_enabled"": true, ""local_num_blocks"": 2}}}, ""num_flash_layers"": 1, ""override"": {}}",210597,e446efc9f4dc774377c56c403a468c747870beb18ff0320f15df794dcb69f015,8,123,,,0,[],cb64-r16-s123,256000,0.82264453125,e446efc9f4dc774377c56c403a468c747870beb18ff0320f15df794dcb69f015,1089.150,completed,passed,123,512,2048,cb64-r16,flash,gd-cb64-r16-s123-d123-b64-ga4-fp32-noearly4ep,0.0007549330,full,cb64-r16-s123:full,98.400
,0.7807187500,8;4;2;1,/home/lyj/mnt/project/zoology/checkpoints/flash-vqg-20260520-flash-capacity-decomposition-gd-cb64-r16-s123-2026-05-20-18-12-06/gd-cb64-r16-s123-d123-b64-ga4-fp32-noearly4ep/last.pt,46c1a28c3fa4b8ebf62b0e69c53c879b60504d4f27d1e1b76ddbc6a1bd2e89e1,0.7823215677,0.7791159323,"{""layers"": {""layer_0"": {""after"": {""block_len"": 32, ""if_remote_enabled"": true, ""local_num_blocks"": 2}, ""before"": {""block_len"": 32, ""if_remote_enabled"": true, ""local_num_blocks"": 2}}}, ""num_flash_layers"": 1, ""override"": {}}",199864,c0d72f24f32e8afcd192453a15113cee60455375a8563fbf8b3cfd3ba191f68f,8,123,,,0,[],cb64-r16-s123,256000,,,2165.726,completed,no_ref,123,512,4096,cb64-r16,flash,gd-cb64-r16-s123-d123-b64-ga4-fp32-noearly4ep,0.0008177642,full,cb64-r16-s123:full,230.630
0.0000000000,0.4689238281,8;4;2;1,/home/lyj/mnt/project/zoology/checkpoints/flash-vqg-20260520-flash-capacity-decomposition-gd-cb64-r16-s123-2026-05-20-18-12-06/gd-cb64-r16-s123-d123-b64-ga4-fp32-noearly4ep/last.pt,46c1a28c3fa4b8ebf62b0e69c53c879b60504d4f27d1e1b76ddbc6a1bd2e89e1,0.4702907719,0.4675568844,"{""layers"": {""layer_0"": {""after"": {""block_len"": 32, ""if_remote_enabled"": true, ""local_num_blocks"": 2}, ""before"": {""block_len"": 32, ""if_remote_enabled"": true, ""local_num_blocks"": 2}}}, ""num_flash_layers"": 1, ""override"": {}}",240089,0981292ce8ebea1402a4c3a7a6655dfc1de42688c329bd5ea921541a0f1d16ed,8,123,,,0,[],cb64-r16-s123,512000,0.468923828125,0981292ce8ebea1402a4c3a7a6655dfc1de42688c329bd5ea921541a0f1d16ed,2165.726,completed,passed,123,1024,4096,cb64-r16,flash,gd-cb64-r16-s123-d123-b64-ga4-fp32-noearly4ep,0.0006974203,full,cb64-r16-s123:full,199.126
,0.0002265625,8;4;2;1,/home/lyj/mnt/project/zoology/checkpoints/flash-vqg-20260520-flash-capacity-decomposition-gd-cb64-r16-s123-2026-05-20-18-12-06/gd-cb64-r16-s123-d123-b64-ga4-fp32-noearly4ep/last.pt,46c1a28c3fa4b8ebf62b0e69c53c879b60504d4f27d1e1b76ddbc6a1bd2e89e1,0.0003090135,0.0001441115,"{""layers"": {""layer_0"": {""after"": {""block_len"": 32, ""if_remote_enabled"": false, ""local_num_blocks"": 2}, ""before"": {""block_len"": 32, ""if_remote_enabled"": true, ""local_num_blocks"": 2}}}, ""num_flash_layers"": 1, ""override"": {""if_remote_enabled"": false, ""local_num_blocks"": 2}}",29,f30f1e09e1300deb2e0f430d7c50c47a77f58f43657aa4d6f425f938a91a9acb,8,123,,,0,[],cb64-r16-s123,128000,0.969625,f30f1e09e1300deb2e0f430d7c50c47a77f58f43657aa4d6f425f938a91a9acb,345.114,completed,not_applicable,123,256,1024,cb64-r16,flash,gd-cb64-r16-s123-d123-b64-ga4-fp32-noearly4ep,0.0000420668,local_only,cb64-r16-s123:local_only,50.719
,0.0002421875,8;4;2;1,/home/lyj/mnt/project/zoology/checkpoints/flash-vqg-20260520-flash-capacity-decomposition-gd-cb64-r16-s123-2026-05-20-18-12-06/gd-cb64-r16-s123-d123-b64-ga4-fp32-noearly4ep/last.pt,46c1a28c3fa4b8ebf62b0e69c53c879b60504d4f27d1e1b76ddbc6a1bd2e89e1,0.0003024656,0.0001819094,"{""layers"": {""layer_0"": {""after"": {""block_len"": 32, ""if_remote_enabled"": false, ""local_num_blocks"": 2}, ""before"": {""block_len"": 32, ""if_remote_enabled"": true, ""local_num_blocks"": 2}}}, ""num_flash_layers"": 1, ""override"": {""if_remote_enabled"": false, ""local_num_blocks"": 2}}",62,e446efc9f4dc774377c56c403a468c747870beb18ff0320f15df794dcb69f015,8,123,,,0,[],cb64-r16-s123,256000,0.82264453125,e446efc9f4dc774377c56c403a468c747870beb18ff0320f15df794dcb69f015,670.528,completed,not_applicable,123,512,2048,cb64-r16,flash,gd-cb64-r16-s123-d123-b64-ga4-fp32-noearly4ep,0.0000307541,local_only,cb64-r16-s123:local_only,99.798
,0.0002382812,8;4;2;1,/home/lyj/mnt/project/zoology/checkpoints/flash-vqg-20260520-flash-capacity-decomposition-gd-cb64-r16-s123-2026-05-20-18-12-06/gd-cb64-r16-s123-d123-b64-ga4-fp32-noearly4ep/last.pt,46c1a28c3fa4b8ebf62b0e69c53c879b60504d4f27d1e1b76ddbc6a1bd2e89e1,0.0002980713,0.0001784912,"{""layers"": {""layer_0"": {""after"": {""block_len"": 32, ""if_remote_enabled"": false, ""local_num_blocks"": 2}, ""before"": {""block_len"": 32, ""if_remote_enabled"": true, ""local_num_blocks"": 2}}}, ""num_flash_layers"": 1, ""override"": {""if_remote_enabled"": false, ""local_num_blocks"": 2}}",61,c0d72f24f32e8afcd192453a15113cee60455375a8563fbf8b3cfd3ba191f68f,8,123,,,0,[],cb64-r16-s123,256000,,,1320.888,completed,not_applicable,123,512,4096,cb64-r16,flash,gd-cb64-r16-s123-d123-b64-ga4-fp32-noearly4ep,0.0000305052,local_only,cb64-r16-s123:local_only,232.668
,0.0002265625,8;4;2;1,/home/lyj/mnt/project/zoology/checkpoints/flash-vqg-20260520-flash-capacity-decomposition-gd-cb64-r16-s123-2026-05-20-18-12-06/gd-cb64-r16-s123-d123-b64-ga4-fp32-noearly4ep/last.pt,46c1a28c3fa4b8ebf62b0e69c53c879b60504d4f27d1e1b76ddbc6a1bd2e89e1,0.0002677880,0.0001853370,"{""layers"": {""layer_0"": {""after"": {""block_len"": 32, ""if_remote_enabled"": false, ""local_num_blocks"": 2}, ""before"": {""block_len"": 32, ""if_remote_enabled"": true, ""local_num_blocks"": 2}}}, ""num_flash_layers"": 1, ""override"": {""if_remote_enabled"": false, ""local_num_blocks"": 2}}",116,0981292ce8ebea1402a4c3a7a6655dfc1de42688c329bd5ea921541a0f1d16ed,8,123,,,0,[],cb64-r16-s123,512000,0.468923828125,0981292ce8ebea1402a4c3a7a6655dfc1de42688c329bd5ea921541a0f1d16ed,1320.833,completed,not_applicable,123,1024,4096,cb64-r16,flash,gd-cb64-r16-s123-d123-b64-ga4-fp32-noearly4ep,0.0000210334,local_only,cb64-r16-s123:local_only,199.265
,0.9687109375,8;4;2;1,/home/lyj/mnt/project/zoology/checkpoints/flash-vqg-20260520-flash-capacity-decomposition-gd-cb64-r16-s123-2026-05-20-18-12-06/gd-cb64-r16-s123-d123-b64-ga4-fp32-noearly4ep/last.pt,46c1a28c3fa4b8ebf62b0e69c53c879b60504d4f27d1e1b76ddbc6a1bd2e89e1,0.9696647093,0.9677571657,"{""layers"": {""layer_0"": {""after"": {""block_len"": 32, ""if_remote_enabled"": true, ""local_num_blocks"": 1}, ""before"": {""block_len"": 32, ""if_remote_enabled"": true, ""local_num_blocks"": 2}}}, ""num_flash_layers"": 1, ""override"": {""if_remote_enabled"": true, ""local_num_blocks"": 1}}",123995,f30f1e09e1300deb2e0f430d7c50c47a77f58f43657aa4d6f425f938a91a9acb,8,123,,,0,[],cb64-r16-s123,128000,0.969625,f30f1e09e1300deb2e0f430d7c50c47a77f58f43657aa4d6f425f938a91a9acb,544.799,completed,not_applicable,123,256,1024,cb64-r16,flash,gd-cb64-r16-s123-d123-b64-ga4-fp32-noearly4ep,0.0004866182,local1,cb64-r16-s123:local1,49.834
